popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.86505,3.59129,2.86505,0.349651,5.38045,1.31248,1.23126,1.31248,-1.19643,3.82139,All
3.05333,3.65875,3.05333,0.53682,5.56984,1.42832,1.33965,1.42832,-1.08091,3.93755,All
3.25399,3.74499,3.25399,0.736213,5.77176,1.55439,1.45791,1.55439,-0.955214,4.06399,All
3.46783,3.85586,3.46783,0.948621,5.98704,1.69158,1.58736,1.69158,-0.818465,4.20163,All
3.69572,3.99094,3.69572,1.17489,6.21656,1.84089,1.72856,1.84089,-0.669689,4.35147,All
3.9386,4.15908,3.9386,1.41591,6.46128,2.00337,1.88223,2.00337,-0.507832,4.51457,All
4.18895,4.34397,4.18895,1.66424,6.71366,2.18019,2.0499,2.18019,-0.33175,4.69214,All
4.19743,4.35076,4.19743,1.67265,6.72221,2.37262,2.23379,2.37262,-0.140196,4.88544,All
4.47327,4.59255,4.47327,1.94611,7.00043,2.58204,2.43391,2.58204,0.0681808,5.09589,All
4.76724,4.87323,4.76724,2.23738,7.2971,2.80994,2.65363,2.80994,0.294851,5.32502,All
5.08053,5.17236,5.08053,2.54761,7.61346,3.05795,2.89346,3.05795,0.541409,5.57449,All
5.41441,5.50071,5.41441,2.87801,7.95081,3.08847,2.92297,3.08847,0.57174,5.60519,All
5.51286,5.6083,5.51286,2.97539,8.05032,3.32785,3.15446,3.32785,0.809592,5.84611,All
5.77023,5.89795,5.77023,3.22989,8.31057,3.62158,3.44113,3.62158,1.10128,6.14187,All
6.14943,6.32471,6.14943,3.60462,8.69424,3.94123,3.75403,3.94123,1.41852,6.46393,All
6.55355,6.79354,6.55355,4.00368,9.10343,4.28909,4.09493,4.28909,1.76354,6.81465,All
6.83676,7.12662,6.83676,4.28315,9.39037,4.66766,4.46879,4.66766,2.13873,7.19659,All
6.98423,7.30015,6.98423,4.42862,9.53985,4.86445,4.66373,4.86445,2.33366,7.39524,All
7.44322,7.83886,7.44322,4.8811,10.0053,5.07964,4.87753,5.07964,2.54672,7.61255,All
