Iteracion,Par,Parametro,Covariable,Criterio,Par1,LRT,BICc
31,Q_logtPROGDL,Q,logtPROGDL,0,59,506.29,547.74
31,Q_logtRAL,Q,logtRAL,0,32,506.29,547.74
31,Q_logtRAN,Q,logtRAN,0,57,506.29,547.74
31,Q_logtSCM2,Q,logtSCM2,0,6,506.29,547.74
31,Q_logtWTKG,Q,logtWTKG,0,26,506.29,547.74
31,Q_tSCRMGDL,Q,tSCRMGDL,0,13,506.29,547.74
31,V2_ANTU,V2,ANTU,0,42,506.29,547.74
31,V2_LLP,V2,LLP,0,37,506.29,547.74
31,V2_LMP,V2,LMP,0,56,506.29,547.74
31,V2_SEXF,V2,SEXF,0,17,506.29,547.74
31,V2_logtAGEA,V2,logtAGEA,0,29,506.29,547.74
31,V2_logtALBGDL,V2,logtALBGDL,0,20,506.29,547.74
31,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,506.29,547.74
31,V2_logtHCM,V2,logtHCM,0,58,506.29,547.74
31,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,506.29,547.74
31,V2_logtPROGDL,V2,logtPROGDL,0,12,506.29,547.74
31,V2_logtRAL,V2,logtRAL,0,53,506.29,547.74
31,V2_logtRAN,V2,logtRAN,0,8,506.29,547.74
31,V2_logtSCM2,V2,logtSCM2,0,33,506.29,547.74
31,V2_logtWTKG,V2,logtWTKG,0,19,506.29,547.74
31,V2_tSCRMGDL,V2,tSCRMGDL,0,2,506.29,547.74
32,Cl_ANTU,Cl,ANTU,0,44,502.83,544.28
32,Cl_LLP,Cl,LLP,0,25,502.83,544.28
32,Cl_LMP,Cl,LMP,0,49,502.83,544.28
32,Cl_SEXF,Cl,SEXF,0,46,502.83,544.28
32,Cl_logtAGEA,Cl,logtAGEA,0,47,502.83,544.28
32,Cl_logtALBGDL,Cl,logtALBGDL,0,52,502.83,544.28
32,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,502.83,544.28
32,Cl_logtHCM,Cl,logtHCM,0,34,502.83,544.28
32,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,502.83,544.28
32,Cl_logtPROGDL,Cl,logtPROGDL,0,55,502.83,544.28
32,Cl_logtRAL,Cl,logtRAL,0,21,502.83,544.28
32,Cl_logtRAN,Cl,logtRAN,0,40,502.83,544.28
32,Cl_logtSCM2,Cl,logtSCM2,1,38,502.83,544.28
32,Cl_logtWTKG,Cl,logtWTKG,0,23,502.83,544.28
32,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,502.83,544.28
32,V1_ANTU,V1,ANTU,0,10,502.83,544.28
32,V1_LLP,V1,LLP,0,48,502.83,544.28
32,V1_LMP,V1,LMP,0,11,502.83,544.28
32,V1_SEXF,V1,SEXF,0,1,502.83,544.28
32,V1_logtAGEA,V1,logtAGEA,0,30,502.83,544.28
32,V1_logtALBGDL,V1,logtALBGDL,0,3,502.83,544.28
32,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,502.83,544.28
32,V1_logtHCM,V1,logtHCM,0,7,502.83,544.28
32,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,502.83,544.28
32,V1_logtPROGDL,V1,logtPROGDL,0,39,502.83,544.28
32,V1_logtRAL,V1,logtRAL,0,14,502.83,544.28
32,V1_logtRAN,V1,logtRAN,0,36,502.83,544.28
32,V1_logtSCM2,V1,logtSCM2,0,15,502.83,544.28
32,V1_logtWTKG,V1,logtWTKG,0,22,502.83,544.28
32,V1_tSCRMGDL,V1,tSCRMGDL,0,31,502.83,544.28
32,Q_ANTU,Q,ANTU,0,9,502.83,544.28
32,Q_LLP,Q,LLP,1,45,502.83,544.28
32,Q_LMP,Q,LMP,0,16,502.83,544.28
32,Q_SEXF,Q,SEXF,0,18,502.83,544.28
32,Q_logtAGEA,Q,logtAGEA,0,5,502.83,544.28
32,Q_logtALBGDL,Q,logtALBGDL,0,51,502.83,544.28
32,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,502.83,544.28
32,Q_logtHCM,Q,logtHCM,0,50,502.83,544.28
32,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,502.83,544.28
32,Q_logtPROGDL,Q,logtPROGDL,0,59,502.83,544.28
32,Q_logtRAL,Q,logtRAL,0,32,502.83,544.28
32,Q_logtRAN,Q,logtRAN,0,57,502.83,544.28
32,Q_logtSCM2,Q,logtSCM2,0,6,502.83,544.28
32,Q_logtWTKG,Q,logtWTKG,0,26,502.83,544.28
32,Q_tSCRMGDL,Q,tSCRMGDL,0,13,502.83,544.28
32,V2_ANTU,V2,ANTU,0,42,502.83,544.28
32,V2_LLP,V2,LLP,0,37,502.83,544.28
32,V2_LMP,V2,LMP,0,56,502.83,544.28
32,V2_SEXF,V2,SEXF,0,17,502.83,544.28
32,V2_logtAGEA,V2,logtAGEA,0,29,502.83,544.28
32,V2_logtALBGDL,V2,logtALBGDL,0,20,502.83,544.28
32,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,502.83,544.28
32,V2_logtHCM,V2,logtHCM,0,58,502.83,544.28
32,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,502.83,544.28
32,V2_logtPROGDL,V2,logtPROGDL,0,12,502.83,544.28
32,V2_logtRAL,V2,logtRAL,0,53,502.83,544.28
32,V2_logtRAN,V2,logtRAN,0,8,502.83,544.28
32,V2_logtSCM2,V2,logtSCM2,0,33,502.83,544.28
32,V2_logtWTKG,V2,logtWTKG,0,19,502.83,544.28
32,V2_tSCRMGDL,V2,tSCRMGDL,0,2,502.83,544.28
33,Cl_ANTU,Cl,ANTU,0,44,501.76,543.21
33,Cl_LLP,Cl,LLP,0,25,501.76,543.21
33,Cl_LMP,Cl,LMP,0,49,501.76,543.21
33,Cl_SEXF,Cl,SEXF,0,46,501.76,543.21
33,Cl_logtAGEA,Cl,logtAGEA,0,47,501.76,543.21
33,Cl_logtALBGDL,Cl,logtALBGDL,0,52,501.76,543.21
33,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,501.76,543.21
33,Cl_logtHCM,Cl,logtHCM,0,34,501.76,543.21
33,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,501.76,543.21
33,Cl_logtPROGDL,Cl,logtPROGDL,0,55,501.76,543.21
33,Cl_logtRAL,Cl,logtRAL,0,21,501.76,543.21
33,Cl_logtRAN,Cl,logtRAN,0,40,501.76,543.21
33,Cl_logtSCM2,Cl,logtSCM2,0,38,501.76,543.21
33,Cl_logtWTKG,Cl,logtWTKG,1,23,501.76,543.21
33,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,501.76,543.21
33,V1_ANTU,V1,ANTU,0,10,501.76,543.21
33,V1_LLP,V1,LLP,0,48,501.76,543.21
33,V1_LMP,V1,LMP,0,11,501.76,543.21
33,V1_SEXF,V1,SEXF,0,1,501.76,543.21
33,V1_logtAGEA,V1,logtAGEA,0,30,501.76,543.21
33,V1_logtALBGDL,V1,logtALBGDL,0,3,501.76,543.21
33,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,501.76,543.21
33,V1_logtHCM,V1,logtHCM,0,7,501.76,543.21
33,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,501.76,543.21
33,V1_logtPROGDL,V1,logtPROGDL,0,39,501.76,543.21
33,V1_logtRAL,V1,logtRAL,0,14,501.76,543.21
33,V1_logtRAN,V1,logtRAN,0,36,501.76,543.21
33,V1_logtSCM2,V1,logtSCM2,0,15,501.76,543.21
33,V1_logtWTKG,V1,logtWTKG,0,22,501.76,543.21
33,V1_tSCRMGDL,V1,tSCRMGDL,0,31,501.76,543.21
33,Q_ANTU,Q,ANTU,0,9,501.76,543.21
33,Q_LLP,Q,LLP,1,45,501.76,543.21
33,Q_LMP,Q,LMP,0,16,501.76,543.21
33,Q_SEXF,Q,SEXF,0,18,501.76,543.21
33,Q_logtAGEA,Q,logtAGEA,0,5,501.76,543.21
33,Q_logtALBGDL,Q,logtALBGDL,0,51,501.76,543.21
33,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,501.76,543.21
33,Q_logtHCM,Q,logtHCM,0,50,501.76,543.21
33,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,501.76,543.21
33,Q_logtPROGDL,Q,logtPROGDL,0,59,501.76,543.21
33,Q_logtRAL,Q,logtRAL,0,32,501.76,543.21
33,Q_logtRAN,Q,logtRAN,0,57,501.76,543.21
33,Q_logtSCM2,Q,logtSCM2,0,6,501.76,543.21
33,Q_logtWTKG,Q,logtWTKG,0,26,501.76,543.21
33,Q_tSCRMGDL,Q,tSCRMGDL,0,13,501.76,543.21
33,V2_ANTU,V2,ANTU,0,42,501.76,543.21
33,V2_LLP,V2,LLP,0,37,501.76,543.21
33,V2_LMP,V2,LMP,0,56,501.76,543.21
33,V2_SEXF,V2,SEXF,0,17,501.76,543.21
33,V2_logtAGEA,V2,logtAGEA,0,29,501.76,543.21
33,V2_logtALBGDL,V2,logtALBGDL,0,20,501.76,543.21
33,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,501.76,543.21
33,V2_logtHCM,V2,logtHCM,0,58,501.76,543.21
33,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,501.76,543.21
33,V2_logtPROGDL,V2,logtPROGDL,0,12,501.76,543.21
33,V2_logtRAL,V2,logtRAL,0,53,501.76,543.21
33,V2_logtRAN,V2,logtRAN,0,8,501.76,543.21
33,V2_logtSCM2,V2,logtSCM2,0,33,501.76,543.21
33,V2_logtWTKG,V2,logtWTKG,0,19,501.76,543.21
33,V2_tSCRMGDL,V2,tSCRMGDL,0,2,501.76,543.21
34,Cl_ANTU,Cl,ANTU,0,44,504.14,545.6
34,Cl_LLP,Cl,LLP,0,25,504.14,545.6
34,Cl_LMP,Cl,LMP,0,49,504.14,545.6
34,Cl_SEXF,Cl,SEXF,0,46,504.14,545.6
34,Cl_logtAGEA,Cl,logtAGEA,0,47,504.14,545.6
34,Cl_logtALBGDL,Cl,logtALBGDL,0,52,504.14,545.6
34,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,504.14,545.6
34,Cl_logtHCM,Cl,logtHCM,0,34,504.14,545.6
34,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,504.14,545.6
34,Cl_logtPROGDL,Cl,logtPROGDL,0,55,504.14,545.6
34,Cl_logtRAL,Cl,logtRAL,0,21,504.14,545.6
34,Cl_logtRAN,Cl,logtRAN,0,40,504.14,545.6
34,Cl_logtSCM2,Cl,logtSCM2,0,38,504.14,545.6
34,Cl_logtWTKG,Cl,logtWTKG,0,23,504.14,545.6
34,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,504.14,545.6
34,V1_ANTU,V1,ANTU,0,10,504.14,545.6
34,V1_LLP,V1,LLP,0,48,504.14,545.6
34,V1_LMP,V1,LMP,1,11,504.14,545.6
34,V1_SEXF,V1,SEXF,0,1,504.14,545.6
34,V1_logtAGEA,V1,logtAGEA,0,30,504.14,545.6
34,V1_logtALBGDL,V1,logtALBGDL,0,3,504.14,545.6
34,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,504.14,545.6
34,V1_logtHCM,V1,logtHCM,0,7,504.14,545.6
34,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,504.14,545.6
34,V1_logtPROGDL,V1,logtPROGDL,0,39,504.14,545.6
34,V1_logtRAL,V1,logtRAL,0,14,504.14,545.6
34,V1_logtRAN,V1,logtRAN,0,36,504.14,545.6
34,V1_logtSCM2,V1,logtSCM2,0,15,504.14,545.6
34,V1_logtWTKG,V1,logtWTKG,0,22,504.14,545.6
34,V1_tSCRMGDL,V1,tSCRMGDL,0,31,504.14,545.6
34,Q_ANTU,Q,ANTU,0,9,504.14,545.6
34,Q_LLP,Q,LLP,1,45,504.14,545.6
34,Q_LMP,Q,LMP,0,16,504.14,545.6
34,Q_SEXF,Q,SEXF,0,18,504.14,545.6
34,Q_logtAGEA,Q,logtAGEA,0,5,504.14,545.6
34,Q_logtALBGDL,Q,logtALBGDL,0,51,504.14,545.6
34,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,504.14,545.6
34,Q_logtHCM,Q,logtHCM,0,50,504.14,545.6
34,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,504.14,545.6
34,Q_logtPROGDL,Q,logtPROGDL,0,59,504.14,545.6
34,Q_logtRAL,Q,logtRAL,0,32,504.14,545.6
34,Q_logtRAN,Q,logtRAN,0,57,504.14,545.6
34,Q_logtSCM2,Q,logtSCM2,0,6,504.14,545.6
34,Q_logtWTKG,Q,logtWTKG,0,26,504.14,545.6
34,Q_tSCRMGDL,Q,tSCRMGDL,0,13,504.14,545.6
34,V2_ANTU,V2,ANTU,0,42,504.14,545.6
34,V2_LLP,V2,LLP,0,37,504.14,545.6
34,V2_LMP,V2,LMP,0,56,504.14,545.6
34,V2_SEXF,V2,SEXF,0,17,504.14,545.6
34,V2_logtAGEA,V2,logtAGEA,0,29,504.14,545.6
34,V2_logtALBGDL,V2,logtALBGDL,0,20,504.14,545.6
34,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,504.14,545.6
34,V2_logtHCM,V2,logtHCM,0,58,504.14,545.6
34,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,504.14,545.6
34,V2_logtPROGDL,V2,logtPROGDL,0,12,504.14,545.6
34,V2_logtRAL,V2,logtRAL,0,53,504.14,545.6
34,V2_logtRAN,V2,logtRAN,0,8,504.14,545.6
34,V2_logtSCM2,V2,logtSCM2,0,33,504.14,545.6
34,V2_logtWTKG,V2,logtWTKG,0,19,504.14,545.6
34,V2_tSCRMGDL,V2,tSCRMGDL,0,2,504.14,545.6
35,Cl_ANTU,Cl,ANTU,0,44,505.08,546.54
35,Cl_LLP,Cl,LLP,0,25,505.08,546.54
35,Cl_LMP,Cl,LMP,0,49,505.08,546.54
35,Cl_SEXF,Cl,SEXF,0,46,505.08,546.54
35,Cl_logtAGEA,Cl,logtAGEA,0,47,505.08,546.54
35,Cl_logtALBGDL,Cl,logtALBGDL,0,52,505.08,546.54
35,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,505.08,546.54
35,Cl_logtHCM,Cl,logtHCM,0,34,505.08,546.54
35,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,505.08,546.54
35,Cl_logtPROGDL,Cl,logtPROGDL,0,55,505.08,546.54
35,Cl_logtRAL,Cl,logtRAL,0,21,505.08,546.54
35,Cl_logtRAN,Cl,logtRAN,0,40,505.08,546.54
35,Cl_logtSCM2,Cl,logtSCM2,0,38,505.08,546.54
35,Cl_logtWTKG,Cl,logtWTKG,0,23,505.08,546.54
35,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,505.08,546.54
35,V1_ANTU,V1,ANTU,0,10,505.08,546.54
35,V1_LLP,V1,LLP,0,48,505.08,546.54
35,V1_LMP,V1,LMP,0,11,505.08,546.54
35,V1_SEXF,V1,SEXF,0,1,505.08,546.54
35,V1_logtAGEA,V1,logtAGEA,1,30,505.08,546.54
35,V1_logtALBGDL,V1,logtALBGDL,0,3,505.08,546.54
35,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,505.08,546.54
35,V1_logtHCM,V1,logtHCM,0,7,505.08,546.54
35,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,505.08,546.54
35,V1_logtPROGDL,V1,logtPROGDL,0,39,505.08,546.54
35,V1_logtRAL,V1,logtRAL,0,14,505.08,546.54
35,V1_logtRAN,V1,logtRAN,0,36,505.08,546.54
35,V1_logtSCM2,V1,logtSCM2,0,15,505.08,546.54
35,V1_logtWTKG,V1,logtWTKG,0,22,505.08,546.54
35,V1_tSCRMGDL,V1,tSCRMGDL,0,31,505.08,546.54
35,Q_ANTU,Q,ANTU,0,9,505.08,546.54
35,Q_LLP,Q,LLP,1,45,505.08,546.54
35,Q_LMP,Q,LMP,0,16,505.08,546.54
35,Q_SEXF,Q,SEXF,0,18,505.08,546.54
35,Q_logtAGEA,Q,logtAGEA,0,5,505.08,546.54
35,Q_logtALBGDL,Q,logtALBGDL,0,51,505.08,546.54
35,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,505.08,546.54
35,Q_logtHCM,Q,logtHCM,0,50,505.08,546.54
35,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,505.08,546.54
35,Q_logtPROGDL,Q,logtPROGDL,0,59,505.08,546.54
35,Q_logtRAL,Q,logtRAL,0,32,505.08,546.54
35,Q_logtRAN,Q,logtRAN,0,57,505.08,546.54
35,Q_logtSCM2,Q,logtSCM2,0,6,505.08,546.54
35,Q_logtWTKG,Q,logtWTKG,0,26,505.08,546.54
35,Q_tSCRMGDL,Q,tSCRMGDL,0,13,505.08,546.54
35,V2_ANTU,V2,ANTU,0,42,505.08,546.54
35,V2_LLP,V2,LLP,0,37,505.08,546.54
35,V2_LMP,V2,LMP,0,56,505.08,546.54
35,V2_SEXF,V2,SEXF,0,17,505.08,546.54
35,V2_logtAGEA,V2,logtAGEA,0,29,505.08,546.54
35,V2_logtALBGDL,V2,logtALBGDL,0,20,505.08,546.54
35,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,505.08,546.54
35,V2_logtHCM,V2,logtHCM,0,58,505.08,546.54
35,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,505.08,546.54
35,V2_logtPROGDL,V2,logtPROGDL,0,12,505.08,546.54
35,V2_logtRAL,V2,logtRAL,0,53,505.08,546.54
35,V2_logtRAN,V2,logtRAN,0,8,505.08,546.54
35,V2_logtSCM2,V2,logtSCM2,0,33,505.08,546.54
35,V2_logtWTKG,V2,logtWTKG,0,19,505.08,546.54
35,V2_tSCRMGDL,V2,tSCRMGDL,0,2,505.08,546.54
36,Cl_ANTU,Cl,ANTU,0,44,502.23,543.69
36,Cl_LLP,Cl,LLP,0,25,502.23,543.69
36,Cl_LMP,Cl,LMP,0,49,502.23,543.69
36,Cl_SEXF,Cl,SEXF,0,46,502.23,543.69
36,Cl_logtAGEA,Cl,logtAGEA,0,47,502.23,543.69
36,Cl_logtALBGDL,Cl,logtALBGDL,0,52,502.23,543.69
36,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,502.23,543.69
36,Cl_logtHCM,Cl,logtHCM,0,34,502.23,543.69
36,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,502.23,543.69
36,Cl_logtPROGDL,Cl,logtPROGDL,0,55,502.23,543.69
36,Cl_logtRAL,Cl,logtRAL,0,21,502.23,543.69
36,Cl_logtRAN,Cl,logtRAN,0,40,502.23,543.69
36,Cl_logtSCM2,Cl,logtSCM2,0,38,502.23,543.69
36,Cl_logtWTKG,Cl,logtWTKG,0,23,502.23,543.69
36,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,502.23,543.69
36,V1_ANTU,V1,ANTU,0,10,502.23,543.69
36,V1_LLP,V1,LLP,0,48,502.23,543.69
36,V1_LMP,V1,LMP,0,11,502.23,543.69
36,V1_SEXF,V1,SEXF,0,1,502.23,543.69
36,V1_logtAGEA,V1,logtAGEA,0,30,502.23,543.69
36,V1_logtALBGDL,V1,logtALBGDL,0,3,502.23,543.69
36,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,502.23,543.69
36,V1_logtHCM,V1,logtHCM,0,7,502.23,543.69
36,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,502.23,543.69
36,V1_logtPROGDL,V1,logtPROGDL,1,39,502.23,543.69
36,V1_logtRAL,V1,logtRAL,0,14,502.23,543.69
36,V1_logtRAN,V1,logtRAN,0,36,502.23,543.69
36,V1_logtSCM2,V1,logtSCM2,0,15,502.23,543.69
36,V1_logtWTKG,V1,logtWTKG,0,22,502.23,543.69
36,V1_tSCRMGDL,V1,tSCRMGDL,0,31,502.23,543.69
36,Q_ANTU,Q,ANTU,0,9,502.23,543.69
36,Q_LLP,Q,LLP,1,45,502.23,543.69
36,Q_LMP,Q,LMP,0,16,502.23,543.69
36,Q_SEXF,Q,SEXF,0,18,502.23,543.69
36,Q_logtAGEA,Q,logtAGEA,0,5,502.23,543.69
36,Q_logtALBGDL,Q,logtALBGDL,0,51,502.23,543.69
36,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,502.23,543.69
36,Q_logtHCM,Q,logtHCM,0,50,502.23,543.69
36,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,502.23,543.69
36,Q_logtPROGDL,Q,logtPROGDL,0,59,502.23,543.69
36,Q_logtRAL,Q,logtRAL,0,32,502.23,543.69
36,Q_logtRAN,Q,logtRAN,0,57,502.23,543.69
36,Q_logtSCM2,Q,logtSCM2,0,6,502.23,543.69
36,Q_logtWTKG,Q,logtWTKG,0,26,502.23,543.69
36,Q_tSCRMGDL,Q,tSCRMGDL,0,13,502.23,543.69
36,V2_ANTU,V2,ANTU,0,42,502.23,543.69
36,V2_LLP,V2,LLP,0,37,502.23,543.69
36,V2_LMP,V2,LMP,0,56,502.23,543.69
36,V2_SEXF,V2,SEXF,0,17,502.23,543.69
36,V2_logtAGEA,V2,logtAGEA,0,29,502.23,543.69
36,V2_logtALBGDL,V2,logtALBGDL,0,20,502.23,543.69
36,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,502.23,543.69
36,V2_logtHCM,V2,logtHCM,0,58,502.23,543.69
36,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,502.23,543.69
36,V2_logtPROGDL,V2,logtPROGDL,0,12,502.23,543.69
36,V2_logtRAL,V2,logtRAL,0,53,502.23,543.69
36,V2_logtRAN,V2,logtRAN,0,8,502.23,543.69
36,V2_logtSCM2,V2,logtSCM2,0,33,502.23,543.69
36,V2_logtWTKG,V2,logtWTKG,0,19,502.23,543.69
36,V2_tSCRMGDL,V2,tSCRMGDL,0,2,502.23,543.69
37,Cl_ANTU,Cl,ANTU,0,44,505.78,547.23
37,Cl_LLP,Cl,LLP,0,25,505.78,547.23
37,Cl_LMP,Cl,LMP,0,49,505.78,547.23
37,Cl_SEXF,Cl,SEXF,0,46,505.78,547.23
37,Cl_logtAGEA,Cl,logtAGEA,0,47,505.78,547.23
37,Cl_logtALBGDL,Cl,logtALBGDL,0,52,505.78,547.23
37,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,505.78,547.23
37,Cl_logtHCM,Cl,logtHCM,0,34,505.78,547.23
37,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,505.78,547.23
37,Cl_logtPROGDL,Cl,logtPROGDL,0,55,505.78,547.23
37,Cl_logtRAL,Cl,logtRAL,0,21,505.78,547.23
37,Cl_logtRAN,Cl,logtRAN,0,40,505.78,547.23
37,Cl_logtSCM2,Cl,logtSCM2,0,38,505.78,547.23
37,Cl_logtWTKG,Cl,logtWTKG,0,23,505.78,547.23
37,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,505.78,547.23
37,V1_ANTU,V1,ANTU,0,10,505.78,547.23
37,V1_LLP,V1,LLP,0,48,505.78,547.23
37,V1_LMP,V1,LMP,0,11,505.78,547.23
37,V1_SEXF,V1,SEXF,0,1,505.78,547.23
37,V1_logtAGEA,V1,logtAGEA,0,30,505.78,547.23
37,V1_logtALBGDL,V1,logtALBGDL,0,3,505.78,547.23
37,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,505.78,547.23
37,V1_logtHCM,V1,logtHCM,0,7,505.78,547.23
37,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,505.78,547.23
37,V1_logtPROGDL,V1,logtPROGDL,0,39,505.78,547.23
37,V1_logtRAL,V1,logtRAL,0,14,505.78,547.23
37,V1_logtRAN,V1,logtRAN,0,36,505.78,547.23
37,V1_logtSCM2,V1,logtSCM2,0,15,505.78,547.23
37,V1_logtWTKG,V1,logtWTKG,0,22,505.78,547.23
37,V1_tSCRMGDL,V1,tSCRMGDL,1,31,505.78,547.23
37,Q_ANTU,Q,ANTU,0,9,505.78,547.23
37,Q_LLP,Q,LLP,1,45,505.78,547.23
37,Q_LMP,Q,LMP,0,16,505.78,547.23
37,Q_SEXF,Q,SEXF,0,18,505.78,547.23
37,Q_logtAGEA,Q,logtAGEA,0,5,505.78,547.23
37,Q_logtALBGDL,Q,logtALBGDL,0,51,505.78,547.23
37,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,60,505.78,547.23
37,Q_logtHCM,Q,logtHCM,0,50,505.78,547.23
37,Q_logtIMCKGM2,Q,logtIMCKGM2,0,43,505.78,547.23
37,Q_logtPROGDL,Q,logtPROGDL,0,59,505.78,547.23
37,Q_logtRAL,Q,logtRAL,0,32,505.78,547.23
37,Q_logtRAN,Q,logtRAN,0,57,505.78,547.23
37,Q_logtSCM2,Q,logtSCM2,0,6,505.78,547.23
37,Q_logtWTKG,Q,logtWTKG,0,26,505.78,547.23
37,Q_tSCRMGDL,Q,tSCRMGDL,0,13,505.78,547.23
37,V2_ANTU,V2,ANTU,0,42,505.78,547.23
37,V2_LLP,V2,LLP,0,37,505.78,547.23
37,V2_LMP,V2,LMP,0,56,505.78,547.23
37,V2_SEXF,V2,SEXF,0,17,505.78,547.23
37,V2_logtAGEA,V2,logtAGEA,0,29,505.78,547.23
37,V2_logtALBGDL,V2,logtALBGDL,0,20,505.78,547.23
37,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,28,505.78,547.23
37,V2_logtHCM,V2,logtHCM,0,58,505.78,547.23
37,V2_logtIMCKGM2,V2,logtIMCKGM2,0,54,505.78,547.23
37,V2_logtPROGDL,V2,logtPROGDL,0,12,505.78,547.23
37,V2_logtRAL,V2,logtRAL,0,53,505.78,547.23
37,V2_logtRAN,V2,logtRAN,0,8,505.78,547.23
37,V2_logtSCM2,V2,logtSCM2,0,33,505.78,547.23
37,V2_logtWTKG,V2,logtWTKG,0,19,505.78,547.23
37,V2_tSCRMGDL,V2,tSCRMGDL,0,2,505.78,547.23
38,Cl_ANTU,Cl,ANTU,0,44,504.13,545.58
38,Cl_LLP,Cl,LLP,0,25,504.13,545.58
38,Cl_LMP,Cl,LMP,0,49,504.13,545.58
38,Cl_SEXF,Cl,SEXF,0,46,504.13,545.58
38,Cl_logtAGEA,Cl,logtAGEA,0,47,504.13,545.58
38,Cl_logtALBGDL,Cl,logtALBGDL,0,52,504.13,545.58
38,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,41,504.13,545.58
38,Cl_logtHCM,Cl,logtHCM,0,34,504.13,545.58
38,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,504.13,545.58
38,Cl_logtPROGDL,Cl,logtPROGDL,0,55,504.13,545.58
38,Cl_logtRAL,Cl,logtRAL,0,21,504.13,545.58
38,Cl_logtRAN,Cl,logtRAN,0,40,504.13,545.58
38,Cl_logtSCM2,Cl,logtSCM2,0,38,504.13,545.58
38,Cl_logtWTKG,Cl,logtWTKG,0,23,504.13,545.58
38,Cl_tSCRMGDL,Cl,tSCRMGDL,1,35,504.13,545.58
38,V1_ANTU,V1,ANTU,0,10,504.13,545.58
38,V1_LLP,V1,LLP,0,48,504.13,545.58
38,V1_LMP,V1,LMP,0,11,504.13,545.58
38,V1_SEXF,V1,SEXF,0,1,504.13,545.58
38,V1_logtAGEA,V1,logtAGEA,0,30,504.13,545.58
38,V1_logtALBGDL,V1,logtALBGDL,0,3,504.13,545.58
38,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,4,504.13,545.58
38,V1_logtHCM,V1,logtHCM,0,7,504.13,545.58
38,V1_logtIMCKGM2,V1,logtIMCKGM2,0,27,504.13,545.58
38,V1_logtPROGDL,V1,logtPROGDL,0,39,504.13,545.58
