Cl_pop,1,-0.87839,-0.59315,-0.066477,0.48974,0.4686,-0.19447,0.011065,-0.11436,-1.7003e-11
beta_Cl_tSCRMGDL,-0.87839,1,0.86023,0.17721,-0.7668,-0.51857,0.18523,0.036821,0.13299,2.8625e-11
V1_pop,-0.59315,0.86023,1,0.24625,-0.86547,-0.47589,0.14771,0.078293,0.14959,3.4359e-11
V2_pop,-0.066477,0.17721,0.24625,1,-0.23184,-0.075327,0.0097386,0.03783,-0.0009032,9.0303e-12
omega_Cl,0.48974,-0.7668,-0.86547,-0.23184,1,0.34226,-0.097399,-0.079824,-0.10055,-3.0962e-11
omega_V1,0.4686,-0.51857,-0.47589,-0.075327,0.34226,1,-0.097611,0.0099382,-0.1204,-1.5493e-11
omega_Q,-0.19447,0.18523,0.14771,0.0097386,-0.097399,-0.097611,1,-0.047254,0.0079733,1.7041e-12
omega_V2,0.011065,0.036821,0.078293,0.03783,-0.079824,0.0099382,-0.047254,1,0.010314,5.1601e-12
a,-0.11436,0.13299,0.14959,-0.0009032,-0.10055,-0.1204,0.0079733,0.010314,1,-2.5826e-10
b,-1.7003e-11,2.8625e-11,3.4359e-11,9.0303e-12,-3.0962e-11,-1.5493e-11,1.7041e-12,5.1601e-12,-2.5826e-10,1
