iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,608.263,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,563.046,1,21.1691,32.8253,15.1826,1.07856,0.16574,0.532028,0.934572,0.94581,1.11832
3,531.679,1,21.5546,31.9225,16.7475,1.29963,0.121588,0.502092,0.933036,0.90596,1.10813
4,503.185,1,21.4661,34.5691,22.0956,1.43788,0.0845193,0.481736,1.0236,0.817212,1.18809
5,491.006,1,21.2771,35.1911,25.8511,1.42463,0.0736281,0.491622,1.08621,0.803992,1.13893
6,480.737,1,21.3275,35.1983,27.6737,1.46738,0.0627397,0.491701,1.06734,0.779751,1.16879
7,475.755,1,21.1543,35.6828,23.4071,1.41782,0.059414,0.488902,1.12744,0.800466,1.23421
8,469.142,1,21.3639,34.8788,23.8295,1.41768,0.0536639,0.484696,1.11063,0.81017,1.25649
9,469.271,1,21.3224,35.833,25.8327,1.47102,0.0500667,0.486445,1.19281,0.791231,1.31408
10,464.948,1,21.4346,35.7122,30.6949,1.5449,0.0462824,0.480485,1.12018,0.774953,1.06628
11,465.524,1,21.2087,35.3467,32.637,1.44291,0.0520286,0.477219,1.1681,0.766908,1.07102
12,459.806,1,21.2311,35.7546,40.2473,1.46205,0.0461105,0.484084,1.17199,0.767192,1.10856
13,465.801,1,21.3459,35.9849,36.8815,1.55119,0.0432756,0.482895,1.21762,0.77554,1.2313
14,464.616,1,21.1998,34.9064,39.425,1.47598,0.0464708,0.489855,1.20089,0.77277,1.29958
15,465.028,1,21.0985,34.598,33.2189,1.47597,0.0472092,0.49617,1.172,0.791324,1.27044
16,462.863,1,21.3229,34.4928,36.2575,1.38684,0.05113,0.490909,1.29807,0.783444,1.13898
17,466.654,1,21.3674,33.7359,33.8258,1.36996,0.0539269,0.488168,1.37114,0.794157,1.16631
18,466.11,1,21.046,33.9099,35.3753,1.3948,0.052228,0.488756,1.35833,0.808644,1.10003
19,466.308,1,21.1676,32.0324,35.2796,1.39482,0.0529598,0.499388,1.2322,0.83988,1.11984
20,465.327,1,21.2189,31.448,38.3871,1.37094,0.052823,0.492244,1.18563,0.863056,1.20042
21,464.943,1,21.3218,32.4561,36.2647,1.39945,0.0519996,0.488389,1.1646,0.835886,1.18369
22,464.225,1,21.1887,32.882,35.1492,1.41464,0.0520714,0.483135,1.1991,0.8112,1.04327
23,461.763,1,21.3265,33.8581,28.9582,1.45569,0.0484842,0.480593,1.11136,0.792233,1.12949
24,466.905,1,21.3803,33.4764,31.9022,1.47729,0.0508687,0.462768,1.13179,0.796142,1.15671
25,463.856,1,21.3542,33.0455,30.5934,1.43135,0.0514714,0.476071,1.07741,0.80051,1.15904
26,463.157,1,21.533,34.2176,29.7739,1.49119,0.0485224,0.486988,1.06537,0.784418,1.08555
27,456.583,1,21.5064,34.6434,29.4744,1.44814,0.0471946,0.482758,1.04445,0.77914,1.04987
28,450.487,1,21.4904,34.2143,30.7524,1.44803,0.0439452,0.479087,1.15277,0.773162,0.924289
29,449.67,1,21.5894,34.4301,28.0303,1.48545,0.0405298,0.469645,1.11781,0.771034,0.931927
30,458.222,1,21.4789,33.7604,27.9576,1.4392,0.0486595,0.469756,1.18397,0.787032,0.945522
31,454.637,1,21.509,33.2491,30.6528,1.3446,0.0514104,0.474113,1.16586,0.775789,0.994969
32,448.547,1,21.4409,33.4555,30.5509,1.42482,0.0451545,0.469767,1.12222,0.751982,0.839228
33,447.556,1,21.5369,32.9125,28.6805,1.42481,0.0441702,0.474148,1.11313,0.758731,0.84019
34,446.402,1,21.4964,33.1978,31.272,1.46771,0.0414121,0.478194,1.12095,0.760772,0.793386
35,445.362,1,21.4114,32.8145,31.8815,1.54592,0.0359867,0.46912,1.10163,0.78245,0.755189
36,444.726,1,21.287,32.9362,30.3117,1.52771,0.0367326,0.473601,1.06166,0.771641,0.781469
37,438.399,1,21.3904,32.7891,37.6487,1.45602,0.0363797,0.486404,1.08508,0.76265,0.787948
38,441.98,1,21.4211,32.7219,38.6151,1.50105,0.0363356,0.482875,1.13826,0.74967,0.746287
39,437.569,1,21.3742,32.4334,37.2302,1.46423,0.0339853,0.487284,1.13723,0.734208,0.839882
40,442.914,1,21.3221,32.8873,35.4015,1.49117,0.0362905,0.483318,1.09474,0.724681,0.886311
41,450.242,1,21.2415,33.2725,38.3075,1.5552,0.035736,0.486444,1.11583,0.758294,0.956944
42,448.061,1,21.2874,32.9054,37.6828,1.51112,0.0371846,0.484897,1.12005,0.7493,0.945693
43,446.586,1,21.2351,33.1743,37.7966,1.43133,0.0410082,0.481951,1.19642,0.742887,0.92942
44,443.179,1,21.2907,32.4248,37.3745,1.43126,0.038333,0.486584,1.23201,0.71482,0.937916
45,444.747,1,21.3952,32.2919,36.3539,1.43134,0.0401367,0.485119,1.16753,0.712659,0.922913
46,442.315,1,21.3723,33.3814,36.6912,1.45745,0.0385645,0.484929,1.10553,0.718704,0.862464
47,445.927,1,21.5422,32.8141,36.0338,1.4003,0.0436019,0.482215,1.254,0.757368,0.817407
48,447.42,1,21.3708,33.0143,33.1341,1.44657,0.0403202,0.486616,1.2602,0.743211,0.89149
49,443.207,1,21.2748,33.5662,33.7962,1.39613,0.0411511,0.482352,1.12355,0.750152,0.947538
