Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.70322,0.0651836,12.6887,0.0187645,9.32157,0.0218135,5.85861,0.0490617,All
9.69451,0.130367,15.367,0.0214451,23.8033,0.0153686,12.7364,0.0396669,All
10.6858,0.115882,18.0452,0.0536128,38.285,0.00842795,19.6142,0.0146141,All
11.6771,0.144852,20.7235,0.0696967,52.7668,0.00991523,26.492,0.00835093,All
12.6684,0.057941,23.4018,0.0670161,67.2485,0.00545338,33.3698,0.0167019,All
13.6596,0.0651836,26.08,0.0402096,81.7302,0.00545338,40.2476,0.00939479,All
14.6509,0.0796688,28.7583,0.0536128,96.212,0.00297457,47.1253,0.0114825,All
15.6422,0.0651836,31.4366,0.0321677,110.694,0.00148728,54.0031,0.00208773,All
16.6335,0.0651836,34.1149,0.0107226,125.175,0.000495762,60.8809,0.00208773,All
17.6248,0.152095,36.7931,0.0134032,139.657,0.000495762,67.7587,0.00104387,All
18.6161,0.0796688,39.4714,0.00804193,154.139,0.000495762,74.6365,0.00104387,All
19.6073,0.0506983,42.1497,0.00268064,168.621,0.000991523,81.5143,0,All
20.5986,0.0144852,44.8279,0.0107226,183.102,0.000991523,88.3921,0.00104387,All
