parameter,value,se_sa,rse_sa
Cl_pop,13.6886690234849,0.835766464349723,6.10553489835895
V1_pop,28.9830945970632,2.65850277341733e-6,9.17259806234324e-6
Q2_pop,5.41825142523899e-8,nan,nan
V2_pop,207.178051919289,4.62449637688647e-5,2.23213623935804e-5
Q3_pop,2.74901506305973,1.91623608228719,69.7062780061438
V3_pop,36.3113850274866,2.71432689729019e-6,7.47514008412383e-6
omega_Cl,0.227256753105176,0.0461203151310598,20.2943650742537
omega_V1,4.09003083414029e-8,4.61915285670299e-8,112.936871236911
omega_Q2,1.18265576935445e-7,nan,nan
omega_V2,8.4554011798839e-8,9.44615565133142e-8,111.717415299047
omega_Q3,2.29048336925083,0.902593249163229,39.4062345651717
omega_V3,2.05245630650129e-8,2.87860608816466e-8,140.251759759586
a,0.17691374249374,0.0171035174285553,9.66771557001036
