parameter,value
Cl_pop,13.4990526358666
V1_pop,23.6391891113358
beta_V1_ANTU_1,2.92711256183489
beta_V1_logtCLCRMLMIN,-3.13359805633767
beta_V1_logtHCM,-2.71059998266497
beta_V1_logtPROGDL,-1.69568734449016
Q_pop,23.4
beta_Q_LMP_1,0.960449822744867
beta_Q_logtAGEA,1.39499326727987
beta_Q_logtALBGDL,17.9017165754245
beta_Q_logtPROGDL,-17.9899851762102
V2_pop,2.62140486311998
beta_V2_SEXF_1,4.70249873667531
beta_V2_logtHCM,38.0801387708924
beta_V2_logtRAL,0.210393742398799
omega_Cl,0.259301365475993
omega_V1,1.73391793909787
omega_Q,8.39229970218357e-8
omega_V2,5.17702747209813e-8
a,1.35220101565004
b,0.0438223553639538
