parameter,value,se_sa,rse_sa
Cl_pop,20.5415631386986,4.01288007144347,19.5354172627862
beta_Cl_tSCRMGDL,-0.409485462997687,0.181834564707883,44.4056214784139
V1_pop,24.393062979725,2.22418934192102,9.11812240951338
Q_pop,23.4,,
beta_Q_logtWTKG,1.21141437715297,3.06459555355638,252.976653683003
V2_pop,12.8336091482308,4.00263301129941,31.1886778307504
omega_Cl,0.222504799181555,0.042321533955315,19.020503877214
omega_V1,0.269315229973121,0.0813258938809872,30.1972873532269
omega_Q,0.953063871073056,0.335974251654836,35.2520184483084
omega_V2,0.911956408841009,0.260991369474395,28.6188426271476
a,1.51882492836284,0.287638996091794,18.9382588289385
b,0.0430599793067398,0.017398134486677,40.4044190610046
