parameter,value
Cl_pop,13.472436489292
V1_pop,25.3256328078841
beta_V1_ANTU_1,-0.247289147153212
beta_V1_logtCLCRMLMIN,-3.05402640223021
beta_V1_logtPROGDL,-2.03091216596688
Q_pop,23.4
beta_Q_LMP_1,0.986187853478668
beta_Q_logtAGEA,1.25331409493691
beta_Q_logtALBGDL,17.3072242783565
beta_Q_logtPROGDL,-17.3330826554666
V2_pop,3.75346121161595
beta_V2_SEXF_1,4.28366686641719
beta_V2_logtHCM,35.6657991735532
beta_V2_logtRAN,0.172474403668101
omega_Cl,0.258079747545707
omega_V1,0.329704199954058
omega_Q,1.86994879067471e-8
omega_V2,3.30444322659388e-8
a,1.41417461034529
b,0.0402917349204739
