parameter,value
Cl_pop,13.4643276073588
V1_pop,23.0500020663762
beta_V1_logtCLCRMLMIN,-3.33503700269493
Q_pop,23.4
beta_Q_LMP_1,0.926013642642497
beta_Q_logtAGEA,1.24359331238657
beta_Q_logtALBGDL,18.0170633989904
beta_Q_logtPROGDL,-17.9575901152188
V2_pop,3.0119718732842
beta_V2_SEXF_1,4.47970219452118
beta_V2_logtHCM,37.1172679101477
beta_V2_logtIMCKGM2,-0.821647773992435
omega_Cl,0.257511298795277
omega_V1,0.276151139151703
omega_Q,2.17943785589563e-8
omega_V2,8.06924947459429e-8
a,1.43547124090855
b,0.0414592719097081
