rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.289881,-0.204955,0.291961,1.31263,All,#4682B4,0
1,1,0.365722,-0.559152,0.375555,1.22306,All,#4682B4,0
2,1,0.307003,-0.261017,0.43088,1.23451,All,#4682B4,0
3,1,0.397415,-0.190307,0.355603,1.29811,All,#4682B4,0
4,1,0.315072,-0.178329,0.5879,0.971825,All,#4682B4,0
5,1,0.267943,-0.755813,0.80552,0.855876,All,#4682B4,0
6,1,0.329511,0.0189027,0.267776,1.08655,All,#4682B4,0
7,1,0.326995,-0.0683158,0.0761309,0.62368,All,#4682B4,0
8,1,0.284255,-0.0132815,0.0114652,0.783635,All,#4682B4,0
9,1,0.290865,-0.252363,0.312316,1.11798,All,#4682B4,0
0,2,0.135828,-0.290904,-0.486785,-0.294014,All,#4682B4,0
1,2,0.25937,-0.0337802,-0.912592,-0.68895,All,#4682B4,0
2,2,0.288706,-0.290189,-0.350248,-0.333351,All,#4682B4,0
3,2,0.158756,-0.00786932,-1.19891,-0.656772,All,#4682B4,0
4,2,0.213342,-0.188846,-0.450846,-0.354112,All,#4682B4,0
5,2,0.239053,-0.0754518,-0.980086,-0.353575,All,#4682B4,0
6,2,0.298474,-0.115208,0.802238,-1.11843,All,#4682B4,0
7,2,0.20151,-0.15737,0.10621,-0.451335,All,#4682B4,0
8,2,0.169216,-0.254078,-0.480987,0.437204,All,#4682B4,0
9,2,0.25114,-0.277932,0.0782253,-0.185618,All,#4682B4,0
0,3,0.235064,0.199556,-0.339932,-0.00109364,All,#4682B4,0
1,3,0.250137,0.221843,-0.341712,0.400222,All,#4682B4,0
2,3,0.315952,0.281636,-0.271623,-1.57919,All,#4682B4,0
3,3,0.25975,0.111109,1.21789,-0.482157,All,#4682B4,0
4,3,0.218522,-0.253089,1.03,0.066487,All,#4682B4,0
5,3,0.275224,0.105409,1.40508,-0.344323,All,#4682B4,0
6,3,0.249325,0.40256,-2.4511,0.361211,All,#4682B4,0
7,3,0.215328,0.155249,-0.52175,-0.256092,All,#4682B4,0
8,3,0.322004,0.255544,-0.332143,-0.900939,All,#4682B4,0
9,3,0.26049,0.300088,-0.925805,-0.722319,All,#4682B4,0
0,4,-0.161674,-0.50399,0.66577,0.225784,All,#4682B4,0
1,4,-0.0983106,0.00167113,1.20225,-0.680909,All,#4682B4,0
2,4,-0.0810472,-0.118404,-0.0901842,-0.691365,All,#4682B4,0
3,4,-0.104625,-0.154661,0.689964,-0.263401,All,#4682B4,0
4,4,-0.072789,-0.0945987,0.15924,-0.219788,All,#4682B4,0
5,4,-0.139156,-0.509037,0.873585,0.0752797,All,#4682B4,0
6,4,-0.133283,0.0321371,0.0819654,-1.11599,All,#4682B4,0
7,4,-0.0586448,0.0281099,-0.198777,-0.732754,All,#4682B4,0
8,4,-0.0870341,0.0651979,-0.736448,-0.338199,All,#4682B4,0
9,4,-0.0866561,-0.0582658,1.21571,-0.556596,All,#4682B4,0
0,5,-0.176484,-0.141412,-1.45818,0.600419,All,#4682B4,0
1,5,-0.13268,-0.041929,-1.49052,1.06264,All,#4682B4,0
2,5,-0.210831,-0.259626,-1.38265,1.02747,All,#4682B4,0
3,5,-0.135184,-0.286789,-1.09004,1.63654,All,#4682B4,0
4,5,-0.113778,-0.165114,-1.25698,1.05149,All,#4682B4,0
5,5,-0.161019,-0.172975,-1.32149,1.20501,All,#4682B4,0
6,5,-0.204962,-0.167544,-1.85711,0.467354,All,#4682B4,0
7,5,-0.17787,-0.141852,-1.17276,0.847149,All,#4682B4,0
8,5,-0.198917,-0.0994534,-1.49074,1.19509,All,#4682B4,0
9,5,-0.143631,-0.124233,-2.2164,0.121628,All,#4682B4,0
0,6,-0.000677474,0.252298,-1.18357,0.828913,All,#4682B4,0
1,6,0.0510635,0.255497,-1.22172,-0.128337,All,#4682B4,0
2,6,0.156934,0.258674,-1.62335,0.24765,All,#4682B4,0
3,6,0.0222049,0.127282,0.692061,-0.869053,All,#4682B4,0
4,6,0.0502345,0.127606,0.649328,-0.12959,All,#4682B4,0
5,6,0.0488032,0.307532,-1.67346,-0.263353,All,#4682B4,0
6,6,0.0165321,0.392498,-1.49056,0.578453,All,#4682B4,0
7,6,0.059362,-0.00618271,0.934398,-0.211313,All,#4682B4,0
8,6,0.010657,0.356719,1.47139,-1.70075,All,#4682B4,0
9,6,0.0401242,0.251435,-1.05608,0.220497,All,#4682B4,0
0,7,-0.456697,-0.239965,1.98689,0.942301,All,#4682B4,0
1,7,-0.418034,0.607696,0.0370264,-0.0197938,All,#4682B4,0
2,7,-0.44964,0.151999,1.94762,1.13314,All,#4682B4,0
3,7,-0.497997,0.47395,0.869156,0.107813,All,#4682B4,0
4,7,-0.401842,0.458547,0.155696,0.603975,All,#4682B4,0
5,7,-0.438242,0.647275,1.52829,0.714864,All,#4682B4,0
6,7,-0.435747,0.578835,1.10567,0.0948452,All,#4682B4,0
7,7,-0.371455,0.595741,0.84949,1.01855,All,#4682B4,0
8,7,-0.407704,0.0851275,2.06503,0.878559,All,#4682B4,0
9,7,-0.48778,0.37856,1.73079,0.962308,All,#4682B4,0
0,8,-0.278023,0.0106747,0.967074,-1.55677,All,#4682B4,0
1,8,-0.313646,-0.163145,0.202971,-0.614715,All,#4682B4,0
2,8,-0.3398,-0.153877,0.345011,-0.785936,All,#4682B4,0
3,8,-0.351626,-0.152061,0.601101,-0.896862,All,#4682B4,0
4,8,-0.326085,-0.28445,0.836212,-0.500954,All,#4682B4,0
5,8,-0.265796,-0.124423,1.40544,-0.904124,All,#4682B4,0
6,8,-0.325168,-0.561755,1.85838,-0.0594391,All,#4682B4,0
