Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.73523,0.0731816,14.021,0.0180278,35.1312,0.0131531,5.86644,0.0602517,All
9.71628,0.109772,16.8087,0.0334803,102.27,0.00256646,14.2075,0.0232399,All
10.6973,0.146363,19.5964,0.0489327,169.408,0.000213871,22.5486,0.0120503,All
11.6784,0.095136,22.3841,0.0978654,236.546,0,30.8897,0.0129111,All
12.6594,0.0804997,25.1719,0.0540835,303.685,0,39.2308,0.0103289,All
13.6405,0.0804997,27.9596,0.0463573,370.823,0,47.5718,0.00344295,All
14.6215,0.095136,30.7473,0.0283295,437.962,0,55.9129,0.00258221,All
15.6026,0.0439089,33.535,0.0231786,505.1,0,64.254,0.00258221,All
16.5836,0.095136,36.3227,0.0103016,572.238,0,72.5951,0.000860738,All
17.5647,0.0804997,39.1104,0.00772621,639.377,0,80.9362,0,All
18.5457,0.109772,41.8981,0.0025754,706.515,0,89.2773,0,All
19.5268,0.0731816,44.6858,0.00515081,773.654,0,97.6183,0,All
20.5078,0.0146363,47.4736,0.0103016,840.792,0.000106936,105.959,0.000860738,All
