pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.35011,0.146817,-3.05158,0.00512705,-1.54135,0.0912539,All
-0.933872,0.616633,-2.82764,0.0153811,-1.13954,0.395434,All
-0.517633,0.58727,-2.6037,0.0153811,-0.737731,0.547523,All
-0.101394,0.176181,-2.37976,0.0153811,-0.335922,0.395434,All
0.314845,0.440452,-2.15582,0.0153811,0.0658878,0.15209,All
0.731083,0.293635,-1.93188,0.0717787,0.467697,0.517105,All
1.14732,0.117454,-1.70794,0.107668,0.869507,0.30418,All
1.56356,0.0880905,-1.484,0.123049,1.27132,0.0912539,All
1.9798,0.0293635,-1.26006,0.205082,1.67313,0.0912539,All
2.39604,0.146817,-1.03612,0.22559,2.07493,0.15209,All
,,-0.812183,0.22559,,,All
,,-0.588244,0.394783,,,All
,,-0.364304,0.31275,,,All
,,-0.140365,0.425545,,,All
,,0.0835748,0.405037,,,All
,,0.307514,0.476815,,,All
,,0.531454,0.281988,,,All
,,0.755393,0.276861,,,All
,,0.979333,0.348639,,,All
,,1.20327,0.210209,,,All
,,1.42721,0.153811,,,All
,,1.65115,0.123049,,,All
,,1.87509,0.0512705,,,All
,,2.09903,0.0615246,,,All
,,2.32297,0.0358893,,,All
,,2.54691,0.00512705,,,All
,,2.77085,0.00512705,,,All
,,2.99479,0.0153811,,,All
,,3.21873,0,,,All
,,3.44267,0.00512705,,,All
