iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,91.1742,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,75.2176,1,12.686,20.216,21.7629,18.9133,1.72414,0.0668818,0.257891,1.94269,7.48029e-08,0.7573
3,76.0281,1,12.8483,16.6948,21.7629,16.4501,1.72385,0.0724735,0.248561,2.02621,6.29956e-08,0.746012
4,72.5765,1,12.7576,15.2397,21.7629,17.4288,1.6565,0.0691761,0.258913,2.12716,6.09086e-08,0.803151
5,80.3674,1,12.6859,16.379,21.7629,20.1079,1.65652,0.0734591,0.256779,2.42045,6.47552e-08,0.75438
6,73.6608,1,12.8032,18.1314,21.7629,18.9196,1.53569,0.0758748,0.247671,2.43404,6.35551e-08,0.719051
7,83.4194,1,12.6955,17.3425,21.7629,16.9675,1.58073,0.0808478,0.237334,2.56327,5.83954e-08,0.791753
8,76.7565,1,12.9065,18.6582,21.7629,17.3209,1.58058,0.0722281,0.253557,2.81399,5.44097e-08,0.850021
9,72.4894,1,12.7856,18.8299,21.7629,16.7941,1.58054,0.0729275,0.256534,2.57617,4.99682e-08,0.84181
10,82.7224,1,12.6331,20.0235,21.7629,15.9157,1.61224,0.0725166,0.258724,2.7524,5.19306e-08,0.944387
11,89.6167,1,12.6037,17.4655,21.7629,18.977,1.75265,0.0713372,0.267193,3.088,4.49456e-08,0.951219
12,76.4124,1,12.7339,16.8902,21.7629,20.9909,1.64332,0.0707845,0.263886,3.17064,3.57926e-08,0.978962
13,66.449,1,12.7949,16.7712,21.7629,18.9687,1.55248,0.0755826,0.267023,3.24615,2.56809e-08,0.933176
14,53.3956,1,12.9782,13.4845,21.7629,19.4642,1.49716,0.0746561,0.264647,3.56489,2.04506e-08,0.844549
15,46.3822,1,12.7668,18.1507,21.7629,19.6478,1.50705,0.0682919,0.26202,3.27717,2.25759e-08,0.819126
16,50.7408,1,12.8556,14.7749,21.7629,19.9876,1.51914,0.0738724,0.258835,3.1557,2.29785e-08,0.777193
