pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.65345,0.0623525,-3.93199,0.00410557,-2.07599,0.053577,All
-2.26141,0,-3.65234,0,-1.61974,0.053577,All
-1.86937,0,-3.37268,0.0123167,-1.16349,0.160731,All
-1.47734,0.0935287,-3.09302,0.00410557,-0.707245,0.375039,All
-1.0853,0.0935287,-2.81337,0.0164223,-0.250996,0.53577,All
-0.693265,0.311762,-2.53371,0.0205278,0.205253,0.72329,All
-0.301229,0.436467,-2.25406,0.0492668,0.661501,0.294674,All
0.0908079,0.810582,-1.9744,0.057478,1.11775,0.107154,All
0.482844,0.717053,-1.69474,0.057478,1.574,0.053577,All
0.874881,0.280586,-1.41509,0.0697947,2.03025,0.053577,All
,,-1.13543,0.176539,,,All
,,-0.855773,0.270967,,,All
,,-0.576117,0.348973,,,All
,,-0.296461,0.394135,,,All
,,-0.0168045,0.681524,,,All
,,0.262852,0.513196,,,All
,,0.542508,0.299706,,,All
,,0.822165,0.262756,,,All
,,1.10182,0.127273,,,All
,,1.38148,0.0821114,,,All
,,1.66113,0.0615835,,,All
,,1.94079,0.0780058,,,All
,,2.22045,0.0246334,,,All
,,2.5001,0.0246334,,,All
,,2.77976,0.0246334,,,All
,,3.05942,0.0246334,,,All
,,3.33907,0,,,All
,,3.61873,0.00410557,,,All
,,3.89838,0,,,All
,,4.17804,0.00410557,,,All
