Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.85056,0.0809357,14.1431,0.0177695,112.856,0.00483808,5.47715,0.0597033,All
9.82632,0.169229,16.9714,0.025385,333.965,0,12.2113,0.040513,All
10.8021,0.0588623,19.7996,0.0812321,555.074,0,18.9455,0.0117274,All
11.7779,0.147156,22.6278,0.0761551,776.184,0,25.6796,0.00746291,All
12.7536,0.0588623,25.4561,0.0482316,997.293,0,32.4138,0.0117274,All
13.7294,0.0662201,28.2843,0.035539,1218.4,0,39.1479,0.00852904,All
14.7052,0.0882934,31.1125,0.0507701,1439.51,0,45.8821,0.00852904,All
15.6809,0.0662201,33.9408,0.0177695,1660.62,0,52.6162,0.00533065,All
16.6567,0.0809357,36.769,0.010154,1881.73,0,59.3504,0.00319839,All
17.6325,0.0882934,39.5972,0,2102.84,0,66.0845,0.00106613,All
18.6082,0.0882934,42.4255,0.0025385,2323.95,0,72.8187,0,All
19.584,0.0588623,45.2537,0.00761551,2545.06,0,79.5528,0.00106613,All
20.5598,0.0515045,48.0819,0.00761551,2766.17,3.24703e-05,86.287,0.00106613,All
