iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,523.008,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,518.105,1,20.8602,19.2334,15.0495,1.59199,-0.462692,1.46202,1.46202,1.46202,1.46202
3,512.532,1,21.4722,19.1106,14.9237,1.57251,-0.477446,1.425,1.425,1.425,1.425
4,514.619,1,21.6462,19.2067,16.6748,1.58366,-0.492057,1.38892,1.38892,1.38892,1.38892
5,514.294,1,21.6992,19.001,16.1909,1.60303,-0.496791,1.35375,1.35375,1.35375,1.35375
6,512.377,1,21.5981,19.2437,16.056,1.6061,-0.492442,1.31947,1.31947,1.31947,1.31947
7,519.356,1,20.8568,19.5731,15.3731,1.65867,-0.465658,1.28606,1.28606,1.28606,1.28606
8,512.815,1,20.9367,19.4921,16.7615,1.61913,-0.465046,1.2535,1.2535,1.2535,1.2535
9,512.378,1,21.3071,19.7222,16.0077,1.63859,-0.479496,1.22176,1.22176,1.22176,1.22176
10,505.905,1,21.2132,19.584,14.2417,1.62168,-0.475813,1.19082,1.19082,1.19082,1.19082
11,507.928,1,20.8982,19.6692,14.7923,1.64672,-0.459669,1.16067,1.16067,1.16067,1.16067
12,509.666,1,20.7972,19.6088,14.1556,1.66858,-0.453503,1.13128,1.13128,1.13128,1.13128
13,505.42,1,20.8698,19.5323,13.4441,1.68398,-0.453102,1.10264,1.10264,1.10264,1.10264
14,497.685,1,21.0841,19.6336,13.773,1.64134,-0.457662,1.07472,1.07472,1.07472,1.07472
15,492.907,1,21.0659,19.963,14.571,1.59979,-0.459051,1.04751,1.04751,1.04751,1.04751
16,490.49,1,21.0221,20.238,13.6166,1.6196,-0.456813,1.02098,1.02098,1.02098,1.02098
17,483.959,1,20.4608,19.8586,13.9726,1.58537,-0.441164,0.995131,0.995131,0.995131,0.995131
18,479.491,1,21.1946,19.9166,13.7076,1.5526,-0.4637,0.969933,0.969933,0.969933,0.978991
19,480.227,1,20.9066,19.9531,12.3912,1.58559,-0.448891,0.945374,0.945374,0.945374,0.954202
20,479.833,1,20.9052,19.9555,12.602,1.59425,-0.448656,0.921437,0.921437,0.921437,0.947816
21,477.744,1,21.0484,19.7734,12.9953,1.57844,-0.453724,0.898105,0.898105,0.898105,0.970214
22,475.896,1,20.7324,19.9978,13.1434,1.57432,-0.446596,0.875365,0.875365,0.875365,1.01886
23,480.749,1,20.7782,20.1762,13.4736,1.6112,-0.450849,0.8532,0.8532,0.8532,1.01246
24,477.501,1,20.5347,20.6516,12.9754,1.58896,-0.440076,0.831597,0.836486,0.831597,0.990862
25,472.744,1,20.6425,20.6831,13.2802,1.58109,-0.441404,0.81054,0.815305,0.81054,1.05355
26,482.7,1,21.4399,20.3852,12.4668,1.68831,-0.465769,0.790017,0.794661,0.790017,1.02687
27,473.838,1,21.4535,20.3857,13.5246,1.64556,-0.472437,0.770013,0.77454,0.770013,1.00087
28,477.551,1,21.4369,20.896,12.6676,1.67269,-0.472777,0.750516,0.760452,0.750516,0.975526
29,477.867,1,21.2553,20.9647,13.0576,1.74063,-0.457859,0.731512,0.741197,0.731512,0.950825
30,469.109,1,20.8465,20.7914,13.3909,1.69656,-0.444056,0.71299,0.72243,0.748493,0.92675
31,464.685,1,20.373,20.9695,14.4524,1.6536,-0.433892,0.694937,0.704137,0.737559,0.903284
32,462.227,1,20.4825,20.8918,13.2376,1.61173,-0.437671,0.677341,0.704809,0.732921,0.929823
33,462.844,1,20.8955,20.8598,12.8278,1.57821,-0.444231,0.66019,0.700784,0.745707,0.978183
34,462.164,1,21.2538,21.1274,12.1329,1.58268,-0.459675,0.643474,0.687803,0.756551,0.967262
35,462.681,1,21.2512,21.0768,12.9187,1.55344,-0.461979,0.627181,0.710566,0.78898,1.04532
36,460.11,1,21.0988,21.3156,12.5654,1.57256,-0.45675,0.6113,0.692574,0.769002,1.01885
37,458.319,1,21.1748,21.2899,12.9141,1.56283,-0.459464,0.595821,0.675038,0.788962,1.00111
38,455.774,1,20.569,21.7873,12.8448,1.5437,-0.443229,0.580735,0.657946,0.791394,1.07364
39,460.678,1,21.2393,21.4523,12.9085,1.56781,-0.465066,0.56603,0.665733,0.785714,1.07326
40,460.033,1,21.0493,21.3782,13.0105,1.60735,-0.457025,0.551698,0.648876,0.780544,1.06206
41,454.86,1,21.1412,21.2678,12.4069,1.56665,-0.461811,0.537729,0.632446,0.77818,1.11309
42,457.201,1,21.2669,21.2331,12.4195,1.598,-0.462784,0.524113,0.616433,0.792994,1.08491
43,458.104,1,21.3957,21.4598,11.8904,1.62752,-0.473661,0.510842,0.600824,0.772915,1.05744
44,449.807,1,21.1895,21.3454,11.7928,1.58631,-0.463413,0.497908,0.594672,0.756478,1.03066
45,453.298,1,21.1496,21.3082,12.8857,1.59667,-0.461808,0.4853,0.62607,0.76203,1.00457
46,448.259,1,21.093,21.3987,12.0978,1.55624,-0.457147,0.473012,0.637801,0.776496,0.97913
47,449.289,1,21.1888,21.3874,13.3196,1.56695,-0.464137,0.461035,0.653401,0.756835,0.954338
48,453.301,1,20.9638,21.7824,13.1594,1.62046,-0.456692,0.449362,0.638697,0.741824,0.930173
49,447.651,1,20.791,21.4464,12.9566,1.57943,-0.449453,0.437984,0.645221,0.74799,0.942396
50,449.941,1,20.4884,21.4004,12.6228,1.61213,-0.434109,0.426894,0.628883,0.746659,0.918534
51,455.875,1,21.2593,21.6842,12.4611,1.63281,-0.459547,0.416084,0.656039,0.746856,0.953023
52,458.964,1,20.8816,21.9037,12.4931,1.63461,-0.449468,0.405549,0.675831,0.742799,1.03538
53,463.563,1,20.6801,22.3748,12.1877,1.68105,-0.445612,0.39528,0.685935,0.752484,1.01853
54,450.315,1,21.0154,22.2459,12.1242,1.63849,-0.455126,0.385271,0.668566,0.755239,1.03285
55,463.106,1,21.2823,22.0126,12.5824,1.66882,-0.471316,0.375516,0.651638,0.786393,1.06792
56,457.289,1,21.1944,22.1248,11.5518,1.63076,-0.468344,0.366008,0.635138,0.771406,1.13194
57,459.031,1,21.8405,22.2296,11.4877,1.63578,-0.486204,0.35674,0.624331,0.757264,1.16422
58,459.07,1,21.7891,22.1636,12.8091,1.62498,-0.487673,0.347707,0.626677,0.774527,1.19865
59,453.653,1,21.9545,22.6566,11.6899,1.58384,-0.488233,0.338903,0.654814,0.761735,1.19191
60,451.901,1,21.5103,22.3321,12.2971,1.56901,-0.469605,0.330322,0.655686,0.746367,1.17533
61,451.963,1,21.0501,22.2592,12.1932,1.5542,-0.458143,0.321958,0.656334,0.741734,1.24612
62,459.626,1,21.0409,22.1927,11.8606,1.63789,-0.459685,0.313806,0.657216,0.738974,1.21456
63,451.134,1,20.9995,22.0914,11.877,1.59641,-0.446594,0.30586,0.718986,0.720262,1.18381
64,463.37,1,21.0268,22.5778,11.251,1.6709,-0.454444,0.298116,0.700781,0.702025,1.26518
65,459.804,1,21.0038,22.7587,10.2317,1.62916,-0.448312,0.290567,0.683036,0.687474,1.2872
66,451.892,1,21.0411,22.9994,9.90966,1.58791,-0.452216,0.283776,0.665742,0.685274,1.34107
67,448.275,1,21.5474,22.9873,10.1292,1.55876,-0.474203,0.27659,0.648885,0.684255,1.34597
68,452.732,1,21.2074,22.9175,10.338,1.58797,-0.458962,0.272998,0.660367,0.67106,1.31189
69,452.007,1,21.0618,22.5514,9.58281,1.59177,-0.454546,0.266086,0.643646,0.679709,1.27867
70,464.29,1,20.8779,22.9973,9.35558,1.71483,-0.444032,0.262865,0.627349,0.672116,1.33921
71,458.71,1,21.35,22.925,9.84621,1.67141,-0.464284,0.256209,0.611464,0.690842,1.36377
