parameter,value
Cl_pop,13.4989987467134
V1_pop,24.7079853172943
Q_pop,23.4
beta_Q_logtAGEA,2.29799285506217
beta_Q_logtRAL,-0.202572189794036
V2_pop,16.7165122699969
beta_V2_LLP_1,-0.79212257700107
beta_V2_SEXF_1,0.385012367505063
omega_Cl,0.259193105009249
omega_V1,0.32395551386592
omega_Q,8.53037177850777e-8
omega_V2,0.775732011266619
a,1.68970593895861
b,0.0364999861685645
