pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.50665,0.081647,-3.16394,0.00536814,-1.7169,0.0571658,All
-1.05757,0.462666,-2.95006,0.0107363,-1.28929,0.314412,All
-0.608479,0.517098,-2.73618,0.0107363,-0.861688,0.371578,All
-0.159392,0.517098,-2.52229,0.00536814,-0.434083,0.48591,All
0.289696,0.217725,-2.30841,0.0483133,-0.00647682,0.48591,All
0.738784,0.163294,-2.09453,0.0644177,0.421129,0.20008,All
1.18787,0.19051,-1.88065,0.0912584,0.848735,0.142915,All
1.63696,0.163294,-1.66677,0.128835,1.27634,0.257246,All
2.08605,0.081647,-1.45288,0.101995,1.70395,0.20008,All
2.53513,0.0544313,-1.239,0.161044,2.13155,0.0571658,All
,,-1.02512,0.203989,,,All
,,-0.811239,0.322089,,,All
,,-0.597357,0.268407,,,All
,,-0.383475,0.263039,,,All
,,-0.169593,0.418715,,,All
,,0.0442885,0.472397,,,All
,,0.25817,0.429451,,,All
,,0.472052,0.391874,,,All
,,0.685934,0.348929,,,All
,,0.899816,0.31672,,,All
,,1.1137,0.257671,,,All
,,1.32758,0.182517,,,All
,,1.54146,0.107363,,,All
,,1.75534,0.0805221,,,All
,,1.96922,0.0590496,,,All
,,2.18311,0.0322089,,,All
,,2.39699,0.0161044,,,All
,,2.61087,0.0214726,,,All
,,2.82475,0,,,All
,,3.03863,0.0107363,,,All
