rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.228263,-0.0606207,0.217639,0.914748,All,#4682B4,0
1,1,0.291101,-0.251816,0.498864,0.910233,All,#4682B4,0
2,1,0.222469,-0.322438,0.477822,0.954441,All,#4682B4,0
3,1,0.312922,-0.0563567,0.134529,1.24527,All,#4682B4,0
4,1,0.286642,-0.167605,0.228653,1.38291,All,#4682B4,0
5,1,0.380211,0.00221443,0.0216666,1.37561,All,#4682B4,0
6,1,0.3469,-0.141958,0.123346,0.976347,All,#4682B4,0
7,1,0.352229,-0.144033,-0.0174058,0.654669,All,#4682B4,0
8,1,0.390203,-0.446033,0.49004,0.604693,All,#4682B4,0
9,1,0.313103,-0.104787,0.110358,1.46297,All,#4682B4,0
0,2,0.335725,-0.0750694,-0.616289,-0.664222,All,#4682B4,0
1,2,0.253527,-0.165264,-0.524961,0.0888206,All,#4682B4,0
2,2,0.301107,0.0181688,-1.29058,-0.760549,All,#4682B4,0
3,2,0.223112,-0.0931939,-1.01983,-0.465095,All,#4682B4,0
4,2,0.300552,-0.0438931,-0.641078,-0.658358,All,#4682B4,0
5,2,0.206673,-0.0284338,-1.18451,-0.638605,All,#4682B4,0
6,2,0.260592,-0.206012,-0.154206,-0.242608,All,#4682B4,0
7,2,0.233421,-0.409002,0.423545,-0.245269,All,#4682B4,0
8,2,0.208529,-0.145253,-0.809424,0.160949,All,#4682B4,0
9,2,0.285679,0.023058,-1.41926,-0.853854,All,#4682B4,0
0,3,0.303298,0.299328,-0.425691,-0.190984,All,#4682B4,0
1,3,0.293857,0.352034,-1.27806,-0.000416737,All,#4682B4,0
2,3,0.176563,0.247023,0.953092,-0.839479,All,#4682B4,0
3,3,0.239314,-0.309469,1.06996,0.254667,All,#4682B4,0
4,3,0.23949,0.172379,-0.250424,-0.187225,All,#4682B4,0
5,3,0.286304,0.312602,-1.83121,-1.05474,All,#4682B4,0
6,3,0.324379,0.361989,-0.978768,-0.852986,All,#4682B4,0
7,3,0.263322,-0.197686,0.849152,0.256459,All,#4682B4,0
8,3,0.202948,0.368067,-1.49146,-1.03139,All,#4682B4,0
9,3,0.328562,0.325209,-0.641486,-1.25169,All,#4682B4,0
0,4,-0.177223,0.0115011,-0.356348,-0.178268,All,#4682B4,0
1,4,-0.071025,0.149725,-0.855991,-0.595247,All,#4682B4,0
2,4,-0.0900646,-0.0787719,-0.150094,-0.331285,All,#4682B4,0
3,4,-0.0718139,-0.17417,0.39335,0.0069957,All,#4682B4,0
4,4,-0.062631,-0.28583,0.499368,-0.0174808,All,#4682B4,0
5,4,-0.099203,0.0447274,-0.133339,-0.542784,All,#4682B4,0
6,4,-0.111398,-0.0669162,-0.371212,-0.299571,All,#4682B4,0
7,4,-0.032393,-0.0695843,0.349583,-0.316707,All,#4682B4,0
8,4,-0.012861,-0.00765889,-0.388339,-0.569366,All,#4682B4,0
9,4,-0.0714572,-0.37543,0.544264,0.132943,All,#4682B4,0
0,5,-0.1366,-0.0739541,-2.13925,0.990423,All,#4682B4,0
1,5,-0.0872692,-0.249513,-1.11619,-0.301517,All,#4682B4,0
2,5,-0.1729,-0.177465,-1.43276,0.764642,All,#4682B4,0
3,5,-0.105642,-0.291762,-1.17961,-0.251168,All,#4682B4,0
4,5,-0.108827,-0.0847828,-1.91083,0.0589121,All,#4682B4,0
5,5,-0.168234,-0.248708,-1.16414,0.25637,All,#4682B4,0
6,5,-0.127215,-0.206663,-1.1508,-0.114806,All,#4682B4,0
7,5,-0.207797,-0.355452,-0.433285,-0.221635,All,#4682B4,0
8,5,-0.162769,-0.161598,-1.24639,0.224362,All,#4682B4,0
9,5,-0.187119,-0.117751,-1.47682,0.448617,All,#4682B4,0
0,6,0.0921493,0.247291,0.190958,-0.645077,All,#4682B4,0
1,6,0.147832,0.212883,-0.0546862,-0.883829,All,#4682B4,0
2,6,0.0564605,0.218487,0.36895,-0.408844,All,#4682B4,0
3,6,0.108403,-0.108558,0.542631,-0.0570305,All,#4682B4,0
4,6,0.0811683,0.321214,-2.05863,-0.645724,All,#4682B4,0
5,6,0.0503294,-0.309952,1.19584,0.145565,All,#4682B4,0
6,6,0.11527,0.30877,0.228098,-1.04304,All,#4682B4,0
7,6,0.121061,0.142996,0.390537,-0.379556,All,#4682B4,0
8,6,0.0804128,0.178268,0.449554,-0.865989,All,#4682B4,0
9,6,0.00663834,-0.200833,0.677601,0.114611,All,#4682B4,0
0,7,-0.413148,0.864593,-0.484388,0.00750712,All,#4682B4,0
1,7,-0.379606,0.744806,-0.973766,0.344569,All,#4682B4,0
2,7,-0.452853,0.780387,-0.370757,-0.360477,All,#4682B4,0
3,7,-0.485918,0.726224,0.0965702,0.181283,All,#4682B4,0
4,7,-0.465142,0.76503,0.291437,0.232869,All,#4682B4,0
5,7,-0.424135,0.820007,-0.479628,0.462973,All,#4682B4,0
6,7,-0.444819,0.662771,0.201458,0.256783,All,#4682B4,0
7,7,-0.4194,0.595239,0.995558,0.00591528,All,#4682B4,0
8,7,-0.384217,0.493318,1.21876,0.409652,All,#4682B4,0
9,7,-0.44359,0.827114,-0.463405,-0.180473,All,#4682B4,0
0,8,-0.365743,-0.0149402,1.70775,-1.17112,All,#4682B4,0
1,8,-0.357648,-0.110269,0.435881,-0.616851,All,#4682B4,0
2,8,-0.329219,-0.19081,0.457613,-0.516495,All,#4682B4,0
3,8,-0.305687,-0.0174288,0.207595,-1.00426,All,#4682B4,0
4,8,-0.323778,0.0144091,0.725975,-1.22316,All,#4682B4,0
5,8,-0.367591,0.102674,-0.284579,-1.29714,All,#4682B4,0
6,8,-0.328817,0.0430829,0.26959,-1.16867,All,#4682B4,0
7,8,-0.324474,-0.11513,1.15937,-0.641254,All,#4682B4,0
8,8,-0.359993,0.0984269,-0.408283,-1.43661,All,#4682B4,0
