Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.90569,0.0856767,13.9428,0.00780971,100.887,0.00529193,4.36396,0.0546736,All
9.82746,0.147987,16.7007,0.0494615,300.32,7.1999e-05,8.96,0.0515494,All
10.7492,0.109043,19.4586,0.0624777,499.752,0,13.556,0.0296799,All
11.671,0.132409,22.2165,0.0624777,699.185,0,18.1521,0.0296799,All
12.5928,0.0545215,24.9744,0.0833035,898.618,0,22.7481,0.0109347,All
13.5146,0.0778879,27.7324,0.0312388,1098.05,0,27.3442,0.00781051,All
14.4363,0.109043,30.4903,0.0286356,1297.48,0,31.9402,0.00624841,All
15.3581,0.0467327,33.2482,0.0364453,1496.92,0,36.5362,0.0171831,All
16.2799,0.0389439,36.0061,0.00520647,1696.35,0,41.1323,0.00624841,All
17.2016,0.101254,38.764,0.00780971,1895.78,0,45.7283,0.00781051,All
18.1234,0.116832,41.5219,0.00520647,2095.22,0,50.3244,0.0031242,All
19.0452,0.0934655,44.2798,0.00520647,2294.65,0,54.9204,0.00468631,All
19.967,0.0545215,47.0377,0.00520647,2494.08,3.59995e-05,59.5165,0.00468631,All
