parameter,value
Cl_pop,13.4843201857728
beta_Cl_logtIMCKGM2,-0.17593755935792
V1_pop,25.6576450080577
beta_V1_ANTU_1,-0.383256512631768
beta_V1_logtCLCRMLMIN,-3.31328439978387
beta_V1_logtPROGDL,-0.504869251432013
Q_pop,23.4
beta_Q_LMP_1,0.898796020475802
beta_Q_logtAGEA,1.56611328659632
beta_Q_logtALBGDL,17.9168824329617
beta_Q_logtPROGDL,-17.5627088067642
V2_pop,2.86583789831729
beta_V2_SEXF_1,4.56035436367418
beta_V2_logtHCM,37.2366053227602
beta_V2_logtRAL,0.177891178723439
omega_Cl,0.266353252428735
omega_V1,0.278025552958045
omega_Q,2.61226337778913e-8
omega_V2,6.25936953759183e-8
a,1.34455470702286
b,0.0435727219636802
