parameter,value
Cl_pop,13.5180108222306
V1_pop,23.5560487784268
beta_V1_logtCLCRMLMIN,-1.49280344856258
Q_pop,23.4
beta_Q_LMP_1,0.902516835529044
beta_Q_logtAGEA,1.32683139685336
beta_Q_logtALBGDL,17.7961355825473
beta_Q_logtPROGDL,-17.8109907222576
V2_pop,3.4456369125714
beta_V2_SEXF_1,3.92958845216819
beta_V2_logtALBGDL,-0.765480367473874
beta_V2_logtHCM,32.0417748134742
omega_Cl,0.260688494168328
omega_V1,0.152242686804049
omega_Q,3.33108356748338e-8
omega_V2,3.63960570798683e-8
a,1.43361874993116
b,0.0418220563792701
