parameter,value,se_sa,rse_sa
Cl_pop,20.628242233653,4.06274044258119,19.6950394345923
beta_Cl_tSCRMGDL,-0.415286266511657,0.183165395813592,44.1058158152336
V1_pop,23.2001634225692,2.67847152348277,11.5450545528362
Q_pop,28.5489114524928,12.0860195648038,42.3344322073914
V2_pop,13.2578998522608,3.64859400923463,27.5201506263637
omega_Cl,0.223899749109016,0.0434547881921705,19.4081451029284
omega_V1,0.310497430785655,0.0892249281018181,28.7361244426569
omega_Q,0.86896892805162,0.412599891631709,47.4815471891302
omega_V2,0.760891812263065,0.249623217554636,32.8066636454137
a,1.87915502142789,0.215244082570055,11.4543015406201
