Cl_vs_Q2_abscissa,Cl_vs_Q2_spline,Cl_vs_Q2_regression,Cl_vs_Q3_abscissa,Cl_vs_Q3_spline,Cl_vs_Q3_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_V3_abscissa,Cl_vs_V3_spline,Cl_vs_V3_regression,Q2_vs_Cl_abscissa,Q2_vs_Cl_spline,Q2_vs_Cl_regression,Q2_vs_Q3_abscissa,Q2_vs_Q3_spline,Q2_vs_Q3_regression,Q2_vs_V1_abscissa,Q2_vs_V1_spline,Q2_vs_V1_regression,Q2_vs_V2_abscissa,Q2_vs_V2_spline,Q2_vs_V2_regression,Q2_vs_V3_abscissa,Q2_vs_V3_spline,Q2_vs_V3_regression,Q3_vs_Cl_abscissa,Q3_vs_Cl_spline,Q3_vs_Cl_regression,Q3_vs_Q2_abscissa,Q3_vs_Q2_spline,Q3_vs_Q2_regression,Q3_vs_V1_abscissa,Q3_vs_V1_spline,Q3_vs_V1_regression,Q3_vs_V2_abscissa,Q3_vs_V2_spline,Q3_vs_V2_regression,Q3_vs_V3_abscissa,Q3_vs_V3_spline,Q3_vs_V3_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q2_abscissa,V1_vs_Q2_spline,V1_vs_Q2_regression,V1_vs_Q3_abscissa,V1_vs_Q3_spline,V1_vs_Q3_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_V3_abscissa,V1_vs_V3_spline,V1_vs_V3_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q2_abscissa,V2_vs_Q2_spline,V2_vs_Q2_regression,V2_vs_Q3_abscissa,V2_vs_Q3_spline,V2_vs_Q3_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_V3_abscissa,V2_vs_V3_spline,V2_vs_V3_regression,V3_vs_Cl_abscissa,V3_vs_Cl_spline,V3_vs_Cl_regression,V3_vs_Q2_abscissa,V3_vs_Q2_spline,V3_vs_Q2_regression,V3_vs_Q3_abscissa,V3_vs_Q3_spline,V3_vs_Q3_regression,V3_vs_V1_abscissa,V3_vs_V1_spline,V3_vs_V1_regression,V3_vs_V2_abscissa,V3_vs_V2_spline,V3_vs_V2_regression
-1.02983e-08,0.174756,0.174756,-2.68354,0.0177848,0.0274507,-3.9738e-09,0.229498,0.229498,-6.30913e-09,0.154487,0.154487,-1.18141e-09,0.0605622,0.0605622,-0.424535,3.72109e-09,2.79294e-09,-2.68354,-1.70064e-09,-2.50071e-09,-3.9738e-09,-3.56378e-09,-3.56378e-09,-6.30913e-09,-4.36749e-09,-4.36749e-09,-1.18141e-09,-1.63068e-09,-1.63068e-09,-0.424535,1.71053,0.369724,-1.02983e-08,-0.499687,-0.499687,-3.9738e-09,2.1512,2.1512,-6.30913e-09,-0.26879,-0.26879,-1.18141e-09,-1.18918,-1.18918,-0.424535,1.97527e-09,1.82218e-09,-1.02983e-08,-1.15263e-10,-1.15263e-10,-2.68354,1.2961e-09,1.3323e-09,-6.30913e-09,-1.91317e-10,-1.91317e-10,-1.18141e-09,1.52432e-09,1.52432e-09,-0.424535,2.33668e-11,1.41466e-09,-1.02983e-08,-2.2804e-09,-2.2804e-09,-2.68354,-1.09471e-10,-1.01351e-09,-3.9738e-09,-2.00263e-09,-2.00263e-09,-1.18141e-09,-1.78382e-09,-1.78382e-09,-0.424535,4.18623e-10,4.50387e-11,-1.02983e-08,-1.00249e-10,-1.00249e-10,-2.68354,-1.04779e-10,-3.00712e-10,-3.9738e-09,3.41292e-10,3.41292e-10,-6.30913e-09,-2.76317e-10,-2.76317e-10
-1.01232e-08,0.171244,0.171244,-2.61828,0.0107279,0.0268011,-3.90205e-09,0.22572,0.22572,-6.20866e-09,0.151707,0.151707,-1.15993e-09,0.0593756,0.0593756,-0.416363,3.60999e-09,2.70802e-09,-2.61828,-1.768e-09,-2.47939e-09,-3.90205e-09,-3.53178e-09,-3.53178e-09,-6.20866e-09,-4.3179e-09,-4.3179e-09,-1.15993e-09,-1.63061e-09,-1.63061e-09,-0.416363,1.63919,0.362434,-1.01232e-08,-0.489792,-0.489792,-3.90205e-09,2.1155,2.1155,-6.20866e-09,-0.264102,-0.264102,-1.15993e-09,-1.16575,-1.16575,-0.416363,1.91327e-09,1.79426e-09,-1.01232e-08,-1.05483e-10,-1.05483e-10,-2.61828,1.32364e-09,1.30878e-09,-6.20866e-09,-1.81179e-10,-1.81179e-10,-1.15993e-09,1.50137e-09,1.50137e-09,-0.416363,8.09579e-11,1.37294e-09,-1.01232e-08,-2.24963e-09,-2.24963e-09,-2.61828,-1.83245e-10,-1.00724e-09,-3.90205e-09,-1.98204e-09,-1.98204e-09,-1.15993e-09,-1.76342e-09,-1.76342e-09,-0.416363,4.04578e-10,4.22539e-11,-1.01232e-08,-1.00242e-10,-1.00242e-10,-2.61828,-1.1337e-10,-2.95811e-10,-3.90205e-09,3.34003e-10,3.34003e-10,-6.20866e-09,-2.73125e-10,-2.73125e-10
-9.94806e-09,0.167732,0.167732,-2.55301,0.00505103,0.0261515,-3.8303e-09,0.221942,0.221942,-6.1082e-09,0.148927,0.148927,-1.13844e-09,0.0581891,0.0581891,-0.408191,3.49888e-09,2.6231e-09,-2.55301,-1.82688e-09,-2.45806e-09,-3.8303e-09,-3.49979e-09,-3.49979e-09,-6.1082e-09,-4.26832e-09,-4.26832e-09,-1.13844e-09,-1.63054e-09,-1.63054e-09,-0.408191,1.56785,0.355145,-9.94806e-09,-0.479896,-0.479896,-3.8303e-09,2.0798,2.0798,-6.1082e-09,-0.259413,-0.259413,-1.13844e-09,-1.14232,-1.14232,-0.408191,1.85128e-09,1.76634e-09,-9.94806e-09,-9.57034e-11,-9.57034e-11,-2.55301,1.34147e-09,1.28527e-09,-6.1082e-09,-1.7104e-10,-1.7104e-10,-1.13844e-09,1.47842e-09,1.47842e-09,-0.408191,1.38549e-10,1.33123e-09,-9.94806e-09,-2.21886e-09,-2.21886e-09,-2.55301,-2.51435e-10,-1.00097e-09,-3.8303e-09,-1.96146e-09,-1.96146e-09,-1.13844e-09,-1.74301e-09,-1.74301e-09,-0.408191,3.90532e-10,3.94691e-11,-9.94806e-09,-1.00235e-10,-1.00235e-10,-2.55301,-1.21516e-10,-2.9091e-10,-3.8303e-09,3.26714e-10,3.26714e-10,-6.1082e-09,-2.69933e-10,-2.69933e-10
-9.77295e-09,0.164219,0.164219,-2.48775,2.42581e-05,0.0255019,-3.75856e-09,0.218165,0.218165,-6.00773e-09,0.146147,0.146147,-1.11696e-09,0.0570026,0.0570026,-0.400019,3.38777e-09,2.53818e-09,-2.48775,-1.88177e-09,-2.43674e-09,-3.75856e-09,-3.4678e-09,-3.4678e-09,-6.00773e-09,-4.21874e-09,-4.21874e-09,-1.11696e-09,-1.63047e-09,-1.63047e-09,-0.400019,1.49651,0.347856,-9.77295e-09,-0.47,-0.47,-3.75856e-09,2.0441,2.0441,-6.00773e-09,-0.254725,-0.254725,-1.11696e-09,-1.11888,-1.11888,-0.400019,1.78928e-09,1.73842e-09,-9.77295e-09,-8.59236e-11,-8.59236e-11,-2.48775,1.35472e-09,1.26176e-09,-6.00773e-09,-1.60902e-10,-1.60902e-10,-1.11696e-09,1.45546e-09,1.45546e-09,-0.400019,1.9614e-10,1.28951e-09,-9.77295e-09,-2.18809e-09,-2.18809e-09,-2.48775,-3.16994e-10,-9.94706e-10,-3.75856e-09,-1.94087e-09,-1.94087e-09,-1.11696e-09,-1.72261e-09,-1.72261e-09,-0.400019,3.76486e-10,3.66843e-11,-9.77295e-09,-1.00228e-10,-1.00228e-10,-2.48775,-1.29451e-10,-2.86009e-10,-3.75856e-09,3.19425e-10,3.19425e-10,-6.00773e-09,-2.66741e-10,-2.66741e-10
-9.59783e-09,0.160707,0.160707,-2.42248,-0.00500251,0.0248523,-3.68681e-09,0.214387,0.214387,-5.90727e-09,0.143367,0.143367,-1.09547e-09,0.0558161,0.0558161,-0.391846,3.27666e-09,2.45326e-09,-2.42248,-1.93666e-09,-2.41542e-09,-3.68681e-09,-3.4358e-09,-3.4358e-09,-5.90727e-09,-4.16916e-09,-4.16916e-09,-1.09547e-09,-1.6304e-09,-1.6304e-09,-0.391846,1.42517,0.340567,-9.59783e-09,-0.460104,-0.460104,-3.68681e-09,2.0084,2.0084,-5.90727e-09,-0.250037,-0.250037,-1.09547e-09,-1.09545,-1.09545,-0.391846,1.72729e-09,1.7105e-09,-9.59783e-09,-7.61437e-11,-7.61437e-11,-2.42248,1.36798e-09,1.23825e-09,-5.90727e-09,-1.50764e-10,-1.50764e-10,-1.09547e-09,1.43251e-09,1.43251e-09,-0.391846,2.53731e-10,1.2478e-09,-9.59783e-09,-2.15732e-09,-2.15732e-09,-2.42248,-3.82553e-10,-9.88437e-10,-3.68681e-09,-1.92029e-09,-1.92029e-09,-1.09547e-09,-1.7022e-09,-1.7022e-09,-0.391846,3.6244e-10,3.38995e-11,-9.59783e-09,-1.00222e-10,-1.00222e-10,-2.42248,-1.37386e-10,-2.81108e-10,-3.68681e-09,3.12136e-10,3.12136e-10,-5.90727e-09,-2.63549e-10,-2.63549e-10
-9.42271e-09,0.157195,0.157195,-2.35722,-0.0100293,0.0242027,-3.61507e-09,0.21061,0.21061,-5.8068e-09,0.140587,0.140587,-1.07398e-09,0.0546296,0.0546296,-0.383674,3.16556e-09,2.36834e-09,-2.35722,-1.99154e-09,-2.3941e-09,-3.61507e-09,-3.40381e-09,-3.40381e-09,-5.8068e-09,-4.11957e-09,-4.11957e-09,-1.07398e-09,-1.63033e-09,-1.63033e-09,-0.383674,1.35383,0.333277,-9.42271e-09,-0.450209,-0.450209,-3.61507e-09,1.97271,1.97271,-5.8068e-09,-0.245349,-0.245349,-1.07398e-09,-1.07202,-1.07202,-0.383674,1.66529e-09,1.68258e-09,-9.42271e-09,-6.63638e-11,-6.63638e-11,-2.35722,1.38123e-09,1.21473e-09,-5.8068e-09,-1.40625e-10,-1.40625e-10,-1.07398e-09,1.40956e-09,1.40956e-09,-0.383674,3.11322e-10,1.20608e-09,-9.42271e-09,-2.12654e-09,-2.12654e-09,-2.35722,-4.48112e-10,-9.82168e-10,-3.61507e-09,-1.89971e-09,-1.89971e-09,-1.07398e-09,-1.68179e-09,-1.68179e-09,-0.383674,3.48394e-10,3.11146e-11,-9.42271e-09,-1.00215e-10,-1.00215e-10,-2.35722,-1.45321e-10,-2.76206e-10,-3.61507e-09,3.04847e-10,3.04847e-10,-5.8068e-09,-2.60358e-10,-2.60358e-10
-9.2476e-09,0.153682,0.153682,-2.29196,-0.015056,0.0235531,-3.54332e-09,0.206832,0.206832,-5.70634e-09,0.137806,0.137806,-1.0525e-09,0.053443,0.053443,-0.375502,3.05445e-09,2.28342e-09,-2.29196,-2.04643e-09,-2.37278e-09,-3.54332e-09,-3.37181e-09,-3.37181e-09,-5.70634e-09,-4.06999e-09,-4.06999e-09,-1.0525e-09,-1.63026e-09,-1.63026e-09,-0.375502,1.28249,0.325988,-9.2476e-09,-0.440313,-0.440313,-3.54332e-09,1.93701,1.93701,-5.70634e-09,-0.240661,-0.240661,-1.0525e-09,-1.04859,-1.04859,-0.375502,1.60329e-09,1.65467e-09,-9.2476e-09,-5.65839e-11,-5.65839e-11,-2.29196,1.39449e-09,1.19122e-09,-5.70634e-09,-1.30487e-10,-1.30487e-10,-1.0525e-09,1.38661e-09,1.38661e-09,-0.375502,3.68914e-10,1.16437e-09,-9.2476e-09,-2.09577e-09,-2.09577e-09,-2.29196,-5.13672e-10,-9.75899e-10,-3.54332e-09,-1.87912e-09,-1.87912e-09,-1.0525e-09,-1.66139e-09,-1.66139e-09,-0.375502,3.34348e-10,2.83298e-11,-9.2476e-09,-1.00208e-10,-1.00208e-10,-2.29196,-1.53256e-10,-2.71305e-10,-3.54332e-09,2.97558e-10,2.97558e-10,-5.70634e-09,-2.57166e-10,-2.57166e-10
-9.07248e-09,0.15017,0.15017,-2.22669,-0.0200828,0.0229035,-3.47158e-09,0.203054,0.203054,-5.60587e-09,0.135026,0.135026,-1.03101e-09,0.0522565,0.0522565,-0.367329,2.94334e-09,2.1985e-09,-2.22669,-2.10131e-09,-2.35146e-09,-3.47158e-09,-3.33982e-09,-3.33982e-09,-5.60587e-09,-4.02041e-09,-4.02041e-09,-1.03101e-09,-1.63019e-09,-1.63019e-09,-0.367329,1.21115,0.318699,-9.07248e-09,-0.430417,-0.430417,-3.47158e-09,1.90131,1.90131,-5.60587e-09,-0.235972,-0.235972,-1.03101e-09,-1.02516,-1.02516,-0.367329,1.5413e-09,1.62675e-09,-9.07248e-09,-4.6804e-11,-4.6804e-11,-2.22669,1.40775e-09,1.16771e-09,-5.60587e-09,-1.20349e-10,-1.20349e-10,-1.03101e-09,1.36366e-09,1.36366e-09,-0.367329,4.26505e-10,1.12265e-09,-9.07248e-09,-2.065e-09,-2.065e-09,-2.22669,-5.79231e-10,-9.6963e-10,-3.47158e-09,-1.85854e-09,-1.85854e-09,-1.03101e-09,-1.64098e-09,-1.64098e-09,-0.367329,3.20302e-10,2.5545e-11,-9.07248e-09,-1.00201e-10,-1.00201e-10,-2.22669,-1.61191e-10,-2.66404e-10,-3.47158e-09,2.90269e-10,2.90269e-10,-5.60587e-09,-2.53974e-10,-2.53974e-10
-8.89737e-09,0.146658,0.146658,-2.16143,-0.0234633,0.0222539,-3.39983e-09,0.199277,0.199277,-5.50541e-09,0.132246,0.132246,-1.00953e-09,0.05107,0.05107,-0.359157,2.83223e-09,2.11358e-09,-2.16143,-2.14568e-09,-2.33014e-09,-3.39983e-09,-3.30783e-09,-3.30783e-09,-5.50541e-09,-3.97083e-09,-3.97083e-09,-1.00953e-09,-1.63012e-09,-1.63012e-09,-0.359157,1.13981,0.31141,-8.89737e-09,-0.420521,-0.420521,-3.39983e-09,1.86561,1.86561,-5.50541e-09,-0.231284,-0.231284,-1.00953e-09,-1.00172,-1.00172,-0.359157,1.4793e-09,1.59883e-09,-8.89737e-09,-3.70241e-11,-3.70241e-11,-2.16143,1.40937e-09,1.1442e-09,-5.50541e-09,-1.1021e-10,-1.1021e-10,-1.00953e-09,1.34071e-09,1.34071e-09,-0.359157,4.84096e-10,1.08093e-09,-8.89737e-09,-2.03423e-09,-2.03423e-09,-2.16143,-6.3768e-10,-9.6336e-10,-3.39983e-09,-1.83795e-09,-1.83795e-09,-1.00953e-09,-1.62058e-09,-1.62058e-09,-0.359157,3.06257e-10,2.27602e-11,-8.89737e-09,-1.00194e-10,-1.00194e-10,-2.16143,-1.685e-10,-2.61503e-10,-3.39983e-09,2.8298e-10,2.8298e-10,-5.50541e-09,-2.50782e-10,-2.50782e-10
-8.72225e-09,0.143145,0.143145,-2.09617,-0.0262734,0.0216043,-3.32808e-09,0.195499,0.195499,-5.40494e-09,0.129466,0.129466,-9.88043e-10,0.0498835,0.0498835,-0.350985,2.72113e-09,2.02866e-09,-2.09617,-2.1864e-09,-2.30881e-09,-3.32808e-09,-3.27583e-09,-3.27583e-09,-5.40494e-09,-3.92124e-09,-3.92124e-09,-9.88043e-10,-1.63005e-09,-1.63005e-09,-0.350985,1.06847,0.304121,-8.72225e-09,-0.410626,-0.410626,-3.32808e-09,1.82991,1.82991,-5.40494e-09,-0.226596,-0.226596,-9.88043e-10,-0.978292,-0.978292,-0.350985,1.4173e-09,1.57091e-09,-8.72225e-09,-2.72442e-11,-2.72442e-11,-2.09617,1.40697e-09,1.12069e-09,-5.40494e-09,-1.00072e-10,-1.00072e-10,-9.88043e-10,1.31775e-09,1.31775e-09,-0.350985,5.41687e-10,1.03922e-09,-8.72225e-09,-2.00345e-09,-2.00345e-09,-2.09617,-6.93667e-10,-9.57091e-10,-3.32808e-09,-1.81737e-09,-1.81737e-09,-9.88043e-10,-1.60017e-09,-1.60017e-09,-0.350985,2.92211e-10,1.99754e-11,-8.72225e-09,-1.00188e-10,-1.00188e-10,-2.09617,-1.75591e-10,-2.56602e-10,-3.32808e-09,2.75691e-10,2.75691e-10,-5.40494e-09,-2.4759e-10,-2.4759e-10
