rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.335517,-1.20409e-08,0.0614136,1.10714,All,#4682B4,0
1,1,0.324558,-7.70686e-09,-0.0803917,1.02105,All,#4682B4,0
2,1,0.403465,-1.29285e-09,-0.245207,0.8764,All,#4682B4,0
3,1,0.269643,-5.30634e-09,-0.068806,0.593038,All,#4682B4,0
4,1,0.430211,-2.43466e-09,-0.107848,0.526689,All,#4682B4,0
5,1,0.435634,2.47836e-08,-0.251315,0.954666,All,#4682B4,0
6,1,0.268592,-2.97752e-08,0.164542,1.14632,All,#4682B4,0
7,1,0.304816,4.83627e-09,0.131359,0.643685,All,#4682B4,0
8,1,0.426836,7.5573e-09,-0.338301,0.608205,All,#4682B4,0
9,1,0.385929,1.3965e-08,0.0584628,0.60099,All,#4682B4,0
0,2,0.268648,3.22063e-09,-0.728512,-0.541019,All,#4682B4,0
1,2,0.158267,3.56257e-08,-1.17648,-0.751841,All,#4682B4,0
2,2,0.233797,-1.32952e-08,-0.830554,-0.213338,All,#4682B4,0
3,2,0.158804,-1.99396e-08,-0.989267,-0.264697,All,#4682B4,0
4,2,0.241683,-1.38121e-08,-1.73856,-0.128968,All,#4682B4,0
5,2,0.24598,2.80771e-08,-1.50107,-0.210052,All,#4682B4,0
6,2,0.219922,4.32049e-08,-1.17526,0.0146595,All,#4682B4,0
7,2,0.208269,2.13014e-09,-1.45159,-0.432403,All,#4682B4,0
8,2,0.208384,1.1565e-08,-0.267428,-1.09123,All,#4682B4,0
9,2,0.295653,-4.2932e-09,-0.0699676,-0.625603,All,#4682B4,0
0,3,0.253215,9.47284e-10,0.711502,-0.225084,All,#4682B4,0
1,3,0.172839,-8.13818e-10,0.133386,-0.355015,All,#4682B4,0
2,3,0.291763,2.75635e-08,1.21637,-0.399593,All,#4682B4,0
3,3,0.24156,-3.2361e-08,3.28663,-0.190469,All,#4682B4,0
4,3,0.249659,2.3382e-08,0.81842,-0.436446,All,#4682B4,0
5,3,0.227358,1.80825e-08,0.305303,-0.30356,All,#4682B4,0
6,3,0.295367,6.98035e-09,0.48292,-0.247232,All,#4682B4,0
7,3,0.288803,1.43386e-08,1.51821,-0.181374,All,#4682B4,0
8,3,0.215889,-1.94843e-08,0.952162,-0.293017,All,#4682B4,0
9,3,0.380443,-7.52172e-09,0.728244,-0.175827,All,#4682B4,0
0,4,-0.0347494,-6.62362e-09,0.574239,-0.682241,All,#4682B4,0
1,4,-0.0559897,2.19476e-08,0.670668,-0.85534,All,#4682B4,0
2,4,-0.123547,1.88822e-08,-0.55688,-0.484125,All,#4682B4,0
3,4,-0.0436265,5.88742e-09,2.46079,-0.830729,All,#4682B4,0
4,4,-0.0711135,-1.99035e-08,-0.34154,-0.245919,All,#4682B4,0
5,4,-0.109965,5.80478e-10,-0.210547,-0.15906,All,#4682B4,0
6,4,-0.0950052,3.46571e-08,-1.0831,-0.793739,All,#4682B4,0
7,4,-0.122817,3.84784e-09,2.06331,-0.642084,All,#4682B4,0
8,4,-0.0952498,1.86359e-08,-0.0560234,-0.45871,All,#4682B4,0
9,4,-0.0838272,-1.56614e-08,0.662437,-0.522027,All,#4682B4,0
0,5,-0.0701505,1.60903e-08,-2.43232,0.131027,All,#4682B4,0
1,5,-0.159906,-2.38535e-08,-1.79895,0.426792,All,#4682B4,0
2,5,-0.145638,8.38024e-10,-1.97729,0.642706,All,#4682B4,0
3,5,-0.195336,-3.59184e-09,-1.50084,0.503661,All,#4682B4,0
4,5,-0.194931,-2.03207e-08,-1.59137,0.795923,All,#4682B4,0
5,5,-0.13119,-2.06427e-08,-1.91141,1.05535,All,#4682B4,0
6,5,-0.241424,-5.24066e-09,-1.95105,1.3978,All,#4682B4,0
7,5,-0.173787,5.76978e-09,-1.26401,-0.221844,All,#4682B4,0
8,5,-0.154924,2.224e-08,-1.68152,1.67593,All,#4682B4,0
9,5,-0.100054,2.08768e-08,-2.42001,-0.0842017,All,#4682B4,0
0,6,0.114443,1.50314e-08,1.41299,-0.31581,All,#4682B4,0
1,6,0.0477515,-3.67672e-08,1.12451,-0.445799,All,#4682B4,0
2,6,0.132584,1.23362e-08,1.46627,-0.579762,All,#4682B4,0
3,6,0.0587166,-2.6884e-08,0.71227,-0.314381,All,#4682B4,0
4,6,0.0945095,-1.51062e-08,3.8183,-0.387211,All,#4682B4,0
5,6,0.0481472,-2.55128e-08,0.327079,-0.232937,All,#4682B4,0
6,6,0.110154,1.74727e-08,2.49196,-0.399194,All,#4682B4,0
7,6,0.0972213,-8.15996e-09,2.19252,-0.426142,All,#4682B4,0
8,6,0.0393018,-9.44799e-09,2.06654,-0.344408,All,#4682B4,0
9,6,-0.00492341,-1.69888e-08,0.643461,-0.806637,All,#4682B4,0
0,7,-0.478795,-3.72631e-09,2.90258,0.795219,All,#4682B4,0
1,7,-0.440406,-2.36621e-08,1.93877,0.916413,All,#4682B4,0
2,7,-0.47933,3.32946e-09,1.75475,0.868874,All,#4682B4,0
3,7,-0.496494,-5.8532e-09,1.87541,0.718471,All,#4682B4,0
4,7,-0.466628,2.6869e-08,2.19112,0.778911,All,#4682B4,0
5,7,-0.403997,1.00917e-08,2.02671,0.737914,All,#4682B4,0
6,7,-0.442351,-8.09782e-09,1.83386,0.80269,All,#4682B4,0
7,7,-0.472543,7.83039e-09,2.23326,0.652197,All,#4682B4,0
8,7,-0.44065,-1.77038e-08,2.25622,0.608113,All,#4682B4,0
9,7,-0.446638,-1.05947e-08,2.56546,0.666678,All,#4682B4,0
0,8,-0.341426,-2.45437e-08,0.186114,-1.1977,All,#4682B4,0
1,8,-0.360635,2.93759e-08,-0.826961,-1.18886,All,#4682B4,0
2,8,-0.290571,2.21744e-08,0.914425,-0.698745,All,#4682B4,0
3,8,-0.316979,-4.65515e-09,2.11956,-1.32724,All,#4682B4,0
4,8,-0.369251,-7.34416e-09,-0.221138,-0.902869,All,#4682B4,0
5,8,-0.343441,4.88829e-08,-0.984696,-1.08309,All,#4682B4,0
6,8,-0.354083,-2.38514e-08,1.57353,-1.32172,All,#4682B4,0
7,8,-0.27566,8.73911e-09,0.667581,-0.927534,All,#4682B4,0
8,8,-0.327425,-6.26653e-10,1.92552,-0.786452,All,#4682B4,0
9,8,-0.296304,-3.7189e-09,1.80661,-1.18673,All,#4682B4,0
0,9,0.336791,-3.82236e-08,0.122821,0.0625557,All,#4682B4,0
1,9,0.32449,-2.38546e-08,-0.226329,0.267156,All,#4682B4,0
2,9,0.325242,-1.24133e-10,0.49123,0.133927,All,#4682B4,0
3,9,0.342253,-2.55695e-08,0.571095,0.0595449,All,#4682B4,0
4,9,0.35293,1.16927e-08,0.137835,-0.0986156,All,#4682B4,0
5,9,0.366524,1.49984e-08,0.151582,0.0636331,All,#4682B4,0
6,9,0.304387,1.00551e-08,-0.0250204,0.179457,All,#4682B4,0
7,9,0.365719,8.79408e-09,1.26196,-0.48182,All,#4682B4,0
8,9,0.211172,-4.1526e-09,0.0488694,0.105489,All,#4682B4,0
9,9,0.27128,-2.7668e-08,0.166645,-0.225387,All,#4682B4,0
0,10,0.34792,1.80988e-08,1.44402,0.044346,All,#4682B4,0
1,10,0.461564,-6.12332e-09,2.26217,-0.180697,All,#4682B4,0
2,10,0.41333,1.57953e-08,1.04031,-0.0881215,All,#4682B4,0
3,10,0.362097,3.46521e-09,0.923853,0.198746,All,#4682B4,0
4,10,0.273147,2.04673e-08,0.576849,0.0595333,All,#4682B4,0
5,10,0.353589,1.34858e-08,1.82454,0.0647115,All,#4682B4,0
6,10,0.310115,-2.2084e-09,3.51247,-0.0724301,All,#4682B4,0
7,10,0.422955,-7.46516e-09,2.1416,-0.0731432,All,#4682B4,0
8,10,0.32897,-6.18305e-09,0.537723,0.00415875,All,#4682B4,0
9,10,0.319566,1.29842e-08,0.917759,-0.189775,All,#4682B4,0
0,11,0.0758692,2.3623e-08,-0.156416,0.656777,All,#4682B4,0
1,11,0.204629,-1.13068e-08,-0.0985681,0.512199,All,#4682B4,0
2,11,0.122215,9.13144e-09,-0.0815257,0.480953,All,#4682B4,0
3,11,0.152395,4.38963e-08,-0.36287,0.513608,All,#4682B4,0
4,11,0.178295,-1.99404e-08,0.269107,0.307194,All,#4682B4,0
5,11,0.122963,6.62181e-09,-0.965087,0.0977353,All,#4682B4,0
6,11,0.189713,3.15117e-09,-0.389003,0.643521,All,#4682B4,0
7,11,0.0693255,4.2523e-09,-0.0524783,0.657316,All,#4682B4,0
8,11,0.0823209,-1.28211e-08,-0.288822,1.12335,All,#4682B4,0
9,11,0.120795,1.74127e-09,0.0722709,0.82517,All,#4682B4,0
0,12,0.0420746,-6.21011e-08,-2.27057,-0.0297963,All,#4682B4,0
1,12,0.033205,9.05323e-09,-1.94951,-1.01452,All,#4682B4,0
2,12,0.0968332,7.18314e-10,-1.23284,-0.8583,All,#4682B4,0
3,12,0.0317778,3.37676e-08,-2.02385,-0.664113,All,#4682B4,0
4,12,0.094973,7.89391e-09,-1.16066,-0.907158,All,#4682B4,0
5,12,0.0622437,3.16837e-08,-2.05573,-0.964227,All,#4682B4,0
6,12,0.0048748,1.30492e-08,-0.725907,-1.28097,All,#4682B4,0
7,12,0.00814211,1.26219e-08,-1.91836,-0.8371,All,#4682B4,0
8,12,0.0411573,2.62742e-08,-2.00753,0.373187,All,#4682B4,0
9,12,0.0422,8.57395e-09,-1.40541,-1.21231,All,#4682B4,0
0,13,-0.242347,6.58471e-09,1.27875,1.15299,All,#4682B4,0
1,13,-0.194925,-9.72565e-09,0.76981,1.08097,All,#4682B4,0
2,13,-0.140231,-1.26201e-08,0.885673,1.09103,All,#4682B4,0
3,13,-0.0856303,1.91964e-09,1.07133,1.207,All,#4682B4,0
4,13,-0.174901,3.03569e-08,1.32508,1.22883,All,#4682B4,0
5,13,-0.153195,6.95049e-09,1.11961,0.926953,All,#4682B4,0
6,13,-0.131237,1.58016e-08,0.860119,1.166,All,#4682B4,0
7,13,-0.173598,-5.98694e-09,1.33643,1.07269,All,#4682B4,0
8,13,-0.147623,7.51748e-09,0.699926,1.26783,All,#4682B4,0
9,13,-0.213535,-2.91622e-09,1.15373,0.950645,All,#4682B4,0
0,14,-0.278691,1.08085e-08,0.265762,-0.41039,All,#4682B4,0
1,14,-0.251169,-7.95485e-09,0.955517,-0.300711,All,#4682B4,0
2,14,-0.264832,-2.81588e-08,-0.161761,-0.429614,All,#4682B4,0
3,14,-0.268317,-1.31888e-08,1.92042,-0.493299,All,#4682B4,0
4,14,-0.27553,6.33399e-09,5.47753,-0.427166,All,#4682B4,0
5,14,-0.240883,-4.23456e-08,0.530175,-0.869022,All,#4682B4,0
6,14,-0.231715,3.41438e-09,0.326171,-0.415221,All,#4682B4,0
7,14,-0.326551,2.6503e-09,0.234089,-0.368065,All,#4682B4,0
8,14,-0.226431,-3.36373e-08,2.16728,-0.662204,All,#4682B4,0
9,14,-0.258649,1.20045e-08,0.852681,-0.748769,All,#4682B4,0
0,15,-0.207704,1.03453e-08,-4.15197,-0.265094,All,#4682B4,0
1,15,-0.304702,2.87395e-08,-3.08766,-0.751701,All,#4682B4,0
2,15,-0.277282,1.69171e-08,-4.70428,-0.794714,All,#4682B4,0
3,15,-0.246929,-2.33386e-08,-3.79966,0.21363,All,#4682B4,0
4,15,-0.279998,-2.35957e-08,-3.54668,0.626932,All,#4682B4,0
5,15,-0.310465,-1.40105e-08,-2.62327,-2.60128,All,#4682B4,0
6,15,-0.309115,-1.73813e-08,-3.85366,0.168716,All,#4682B4,0
7,15,-0.226228,2.32982e-08,-3.31305,-0.0179884,All,#4682B4,0
8,15,-0.22599,7.8347e-09,-3.75076,-0.241614,All,#4682B4,0
9,15,-0.285132,-1.36929e-08,-3.63734,0.0570326,All,#4682B4,0
