iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,512.634,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,513.995,1,15.7471,18.3186,20.262,1.5581,-0.212889,1.46202,1.46202,1.46202,1.46202
3,508.727,1,15.7505,18.2243,19.1633,1.52822,-0.214011,1.425,1.425,1.425,1.425
4,509.482,1,15.768,18.5466,19.4027,1.55512,-0.21874,1.38892,1.38892,1.38892,1.38892
5,508.128,1,15.4944,18.1948,20.3421,1.53462,-0.200836,1.35375,1.40483,1.35375,1.35375
6,505.466,1,16.0532,18.0527,18.7416,1.54951,-0.224252,1.31947,1.36926,1.31947,1.31947
7,496.117,1,15.6485,18.0482,18.0964,1.51028,-0.211923,1.28606,1.33459,1.28606,1.28606
8,495.57,1,15.8727,18.6211,20.6863,1.50592,-0.228663,1.2535,1.3008,1.2535,1.2535
9,488.231,1,16.0998,18.5555,20.1985,1.49293,-0.237573,1.22176,1.26786,1.22176,1.22176
10,493.485,1,15.7815,18.4206,19.0419,1.53806,-0.223303,1.19082,1.23576,1.19082,1.19082
11,495.315,1,15.8578,18.2218,19.342,1.55591,-0.226563,1.16067,1.24729,1.16067,1.16067
12,494.944,1,15.799,18.1689,19.856,1.55997,-0.222529,1.13128,1.26197,1.13128,1.13128
13,495.519,1,15.5188,18.2736,18.7799,1.57556,-0.200208,1.10264,1.23002,1.10264,1.10264
14,488.856,1,15.9873,18.153,18.1298,1.53566,-0.223448,1.07472,1.25012,1.07472,1.07472
15,486.67,1,15.6599,17.9683,18.1036,1.56068,-0.211126,1.04751,1.21847,1.04751,1.04751
16,483.884,1,15.7363,18.4486,19.6931,1.52116,-0.209645,1.02098,1.29137,1.02098,1.02098
17,484.537,1,15.8093,18.4022,18.802,1.52277,-0.216331,0.995131,1.25867,0.995131,0.995131
18,473.767,1,15.8626,18.4519,17.9221,1.48421,-0.218298,0.969933,1.23062,0.969933,0.969933
19,476.347,1,15.6948,18.556,18.2855,1.50843,-0.206026,0.945374,1.20576,0.945374,0.945374
20,477.225,1,15.4393,18.8118,19.015,1.53982,-0.19342,0.921437,1.17523,0.921437,0.921437
