iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,619.448,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,576.021,1,19.2866,32.9579,13.62,1.18337,0.156686,0.454743,0.973668,0.740032,1.03676
3,545.749,1,19.1072,33.9349,12.8479,1.17976,0.123632,0.445089,0.896363,0.686932,1.22402
4,517.179,1,18.968,34.9992,13.8347,1.29173,0.0906467,0.442264,0.956793,0.666888,1.16122
5,506.24,1,19.1269,36.1672,15.8857,1.34882,0.0807635,0.44427,0.903261,0.614322,1.22441
6,494.343,1,19.0935,36.8313,14.4704,1.40702,0.0671713,0.436997,1.02779,0.606381,1.18593
7,473.172,1,19.0738,35.8152,14.9117,1.3274,0.0555132,0.446799,1.13341,0.581748,1.12044
8,458.889,1,19.0171,35.2999,14.6349,1.39133,0.0432608,0.439114,1.164,0.573609,1.06648
9,458.167,1,18.9336,35.6151,14.2834,1.42338,0.0441167,0.443211,0.9975,0.566276,0.992368
10,456.77,1,18.8072,34.9993,16.4748,1.46636,0.0383422,0.44962,1.18352,0.566602,0.981088
11,450.506,1,18.8119,35.4197,15.3632,1.4663,0.0360812,0.442395,1.05417,0.560566,1.002
12,442.761,1,18.9142,35.5119,16.9299,1.56882,0.0256731,0.437682,0.923542,0.563726,1.05626
13,437.276,1,18.8498,34.7872,16.7601,1.49965,0.0263061,0.431412,0.848011,0.57691,1.13508
14,433.51,1,18.7537,34.3988,16.4221,1.51776,0.0222664,0.43387,0.908671,0.577272,1.07038
15,430.206,1,18.617,34.3687,16.5965,1.52885,0.0208525,0.436888,0.866834,0.574819,0.984648
16,428.073,1,18.7304,34.3727,15.7285,1.5611,0.0163187,0.442456,0.845811,0.575181,1.01974
17,430.363,1,18.9615,34.0375,14.854,1.62964,0.0117644,0.446085,0.829329,0.582756,1.01559
18,426.029,1,18.9042,33.6652,15.6744,1.61394,0.00878617,0.438136,0.8543,0.598724,0.962793
19,419.383,1,18.8307,33.5519,15.3366,1.59027,2.22045e-16,0.444248,0.823603,0.608463,0.939009
20,419.616,1,19.032,33.5004,15.8612,1.58843,2.22045e-16,0.443704,0.874498,0.608312,0.905236
21,419.4,1,18.9225,33.4298,16.274,1.58263,2.55808e-07,0.442473,0.866769,0.607158,0.938589
22,415.463,1,18.7073,33.8043,17.3972,1.55041,2.22045e-16,0.441434,0.829419,0.612536,0.961661
23,408.12,1,18.7651,33.492,17.2329,1.49728,2.22045e-16,0.450041,0.804925,0.610973,0.923366
24,404.68,1,18.704,33.408,16.7995,1.465,2.22045e-16,0.447384,0.770968,0.60952,0.996627
25,406.45,1,18.8292,33.7786,16.8455,1.48986,2.22045e-16,0.452237,0.741573,0.602322,0.97887
26,404.825,1,18.8235,33.7943,16.3649,1.47592,2.22045e-16,0.444725,0.809174,0.592455,0.92588
27,401.2,1,18.8251,33.8314,15.9613,1.44415,2.22045e-16,0.447339,0.80286,0.601495,0.927158
28,400.529,1,18.742,33.5976,16.745,1.45173,2.22045e-16,0.451675,0.751363,0.603713,0.902087
29,403.534,1,18.8394,33.7472,17.2062,1.47617,2.22045e-16,0.44463,0.782926,0.592444,0.90184
30,401.392,1,18.7674,33.7454,17.1021,1.46479,2.22045e-16,0.450088,0.753332,0.590782,0.888447
31,397.55,1,18.8311,33.8788,17.0268,1.42714,2.22045e-16,0.444696,0.78219,0.591355,0.901782
32,401.383,1,18.7291,34.0547,17.2386,1.46757,2.22045e-16,0.439785,0.742999,0.586158,0.91288
33,400.267,1,18.6873,34.278,17.183,1.44437,2.22045e-16,0.439505,0.792872,0.58537,0.93571
34,404.269,1,18.7881,34.134,16.9556,1.4851,2.22045e-16,0.445271,0.715024,0.588645,0.969654
35,404.702,1,18.8884,34.0714,17.4861,1.47828,2.22045e-16,0.44493,0.767375,0.583098,0.970923
36,402.692,1,18.8636,34.1988,16.7991,1.46947,2.22045e-16,0.445502,0.781275,0.593202,0.89233
37,401.28,1,18.9081,34.0537,16.9312,1.45065,2.22045e-16,0.442331,0.7606,0.587191,0.976901
38,407.432,1,18.9647,34.2896,17.3579,1.47026,0.00599039,0.443152,0.795872,0.584483,1.02676
39,401.778,1,18.9357,33.9496,16.9892,1.44899,2.22045e-16,0.442346,0.795,0.581007,0.979225
40,408.146,1,18.7996,33.7489,16.1353,1.49887,2.22045e-16,0.440034,0.820418,0.590292,0.952047
41,406.463,1,18.8702,33.5509,15.5327,1.48934,2.22045e-16,0.438676,0.823519,0.591627,0.923783
42,410.439,1,18.9469,33.2547,15.3761,1.51091,2.22045e-16,0.447167,0.886722,0.601782,0.891206
43,405.493,1,18.9915,33.5607,15.7786,1.47586,2.22045e-16,0.445345,0.804394,0.596542,0.956841
44,403.174,1,18.8592,33.475,14.937,1.46034,2.22045e-16,0.443084,0.796919,0.600908,0.941734
45,397.672,1,18.8172,33.3006,15.8903,1.41072,2.22045e-16,0.449308,0.807334,0.59978,0.94939
46,397.886,1,18.8342,33.4555,16.769,1.4258,2.22045e-16,0.438318,0.794523,0.599833,0.912807
47,410.735,1,18.8387,33.6166,16.3488,1.52908,8.67916e-06,0.439452,0.769197,0.590128,0.96806
48,407.989,1,18.8399,33.7212,16.2024,1.4967,2.22045e-16,0.444913,0.793645,0.584041,0.989112
49,407.927,1,18.7275,33.3141,17.8466,1.50011,2.22045e-16,0.441662,0.781359,0.59822,0.96248
50,402.101,1,18.7293,33.0048,17.481,1.45859,2.22045e-16,0.442843,0.779684,0.613781,0.901056
51,402.821,1,18.6914,32.7874,17.4152,1.4588,2.22045e-16,0.440982,0.799075,0.618538,0.909111
52,393.065,1,18.841,32.5974,18.2214,1.3841,2.22045e-16,0.440173,0.776638,0.61303,0.93201
53,399.902,1,18.7956,33.3607,18.1242,1.44524,2.22045e-16,0.441053,0.780661,0.598365,0.905448
54,402.68,1,18.7165,33.2456,16.6304,1.46745,2.22045e-16,0.443134,0.739791,0.605408,0.945789
55,406.213,1,18.7876,33.0185,16.0992,1.48812,2.22045e-16,0.453605,0.822317,0.60692,0.870494
56,409.418,1,18.7676,33.6397,16.0561,1.51056,2.22045e-16,0.449725,0.778272,0.605064,0.954585
57,408.958,1,18.7651,33.4074,15.5848,1.49592,2.22045e-16,0.438943,0.795823,0.612183,1.00557
58,403.594,1,18.748,33.4291,16.615,1.45124,2.22045e-16,0.444299,0.791835,0.612656,1.00162
59,402.838,1,18.8159,33.6217,15.6896,1.4222,2.22045e-16,0.449156,0.824126,0.617865,1.09146
60,401.764,1,18.8748,33.6048,15.9894,1.42057,2.22045e-16,0.446365,0.830338,0.609837,1.0583
61,398.112,1,18.6903,33.4107,16.5091,1.41434,2.22045e-16,0.441219,0.764199,0.603376,1.01711
62,398.58,1,18.8143,33.303,16.7249,1.41797,2.22045e-16,0.448875,0.777257,0.587137,1.00869
63,395.239,1,18.8534,33.3784,15.6015,1.38457,2.22045e-16,0.449508,0.77978,0.600573,1.02949
64,389.91,1,18.8744,33.2697,15.6318,1.34978,2.22045e-16,0.446594,0.785239,0.587134,1.01468
65,389.269,1,18.881,33.613,17.3836,1.34661,2.22045e-16,0.451124,0.747074,0.590281,1.03844
66,390.718,1,18.8497,33.4303,16.7,1.36051,2.22045e-16,0.451936,0.774095,0.592543,0.980306
67,388.814,1,18.9336,33.3619,16.2927,1.35606,2.22045e-16,0.442787,0.77396,0.59972,0.925534
68,386.113,1,18.7083,33.1985,16.3755,1.33517,2.22045e-16,0.443153,0.800451,0.584867,0.918559
69,387.856,1,18.7256,33.4997,16.0717,1.35256,2.22045e-16,0.441818,0.755414,0.576957,0.966638
70,396.982,1,18.7177,33.3002,16.6551,1.41504,2.22045e-16,0.443223,0.764747,0.578441,0.992193
71,397.699,1,18.7141,33.159,16.5763,1.39899,2.22045e-16,0.44472,0.871364,0.583781,0.988625
72,391.953,1,18.7949,32.9612,16.1304,1.36457,2.22045e-16,0.445262,0.875635,0.589363,0.909823
73,392.497,1,18.7024,33.4921,16.4177,1.38814,2.22045e-16,0.441799,0.780305,0.588162,0.912042
74,392.308,1,18.7937,33.2855,17.0123,1.38467,2.22045e-16,0.440909,0.776102,0.593529,0.923675
75,396.116,1,18.7348,33.6146,17.1597,1.39568,2.22045e-16,0.442089,0.843101,0.592926,0.956061
76,397.094,1,18.7045,33.5188,17.9356,1.41877,2.22045e-16,0.445178,0.741497,0.591722,0.985141
77,393.768,1,18.8137,33.5688,17.9848,1.38316,2.22045e-16,0.440953,0.779907,0.597477,0.990796
78,396.665,1,18.7558,33.7142,17.9851,1.41412,2.22045e-16,0.439516,0.769046,0.597463,0.955555
79,391.71,1,18.7285,33.3687,17.159,1.38629,2.22045e-16,0.443982,0.748278,0.59313,0.914021
80,391.778,1,18.7963,33.2856,16.7449,1.38199,2.22045e-16,0.439686,0.792713,0.58612,0.910404
81,388.538,1,18.8389,33.4329,16.972,1.34715,2.22045e-16,0.434816,0.810641,0.580921,0.969975
82,385.367,1,18.7757,33.2547,15.8257,1.32529,2.22045e-16,0.434227,0.80486,0.593507,0.945299
83,393.051,1,18.7237,33.0663,15.8895,1.38928,2.22045e-16,0.443638,0.789412,0.603719,0.893761
84,395.66,1,18.7928,32.9483,15.4755,1.40454,2.22045e-16,0.441141,0.835134,0.600024,0.885512
85,401.12,1,18.8694,32.6332,15.1387,1.43794,2.22045e-16,0.44474,0.843638,0.608074,0.909655
86,400.306,1,18.8626,32.0304,14.7091,1.45209,2.22045e-16,0.442857,0.821737,0.622568,0.806989
87,402.686,1,18.8027,32.4888,15.4022,1.47527,2.22045e-16,0.443561,0.778699,0.624433,0.830462
88,408.091,1,18.9487,32.3978,17.0801,1.49553,2.22045e-16,0.439619,0.825589,0.627164,0.911711
89,409.025,1,18.7453,32.1795,17.5101,1.48897,2.22045e-16,0.442876,0.847994,0.618619,0.969168
90,407.539,1,18.7255,32.4674,17.3579,1.47772,2.22045e-16,0.451031,0.814501,0.617639,0.985994
91,403.083,1,18.8286,32.918,16.4058,1.44156,2.22045e-16,0.448885,0.845486,0.61354,0.961108
92,406.849,1,18.8052,32.9626,15.9765,1.47014,2.22045e-16,0.449245,0.869217,0.607223,0.953399
93,402.56,1,18.7818,32.9653,16.5813,1.42349,2.22045e-16,0.447902,0.901199,0.614591,0.98171
94,395.02,1,18.681,33.2736,17.0354,1.36887,2.22045e-16,0.442232,0.873244,0.603507,1.01411
95,388.642,1,18.8288,33.2239,17.6311,1.33695,2.22045e-16,0.447639,0.829504,0.605018,0.949899
96,390.682,1,18.8137,33.3829,17.7984,1.34795,2.22045e-16,0.444812,0.845777,0.597093,0.979446
97,395.47,1,18.754,34.0615,17.4867,1.38898,2.22045e-16,0.45034,0.843832,0.587465,0.954166
98,387.308,1,18.8476,33.3848,18.0646,1.3562,2.22045e-16,0.449157,0.783893,0.587321,0.848069
99,385.071,1,18.7733,33.1504,17.2114,1.34955,2.22045e-16,0.449696,0.777319,0.581742,0.805768
100,380.273,1,18.7973,33.0472,17.3566,1.30835,2.22045e-16,0.448781,0.744499,0.596074,0.854607
101,388.609,1,18.6897,33.6401,18.3544,1.35904,2.22045e-16,0.444842,0.790372,0.584415,0.898008
102,386.36,1,18.7132,33.8082,18.1295,1.35742,2.22045e-16,0.441968,0.745437,0.588618,0.858291
103,385.577,1,18.7518,33.8093,17.5585,1.34327,2.22045e-16,0.442047,0.742253,0.586627,0.91421
104,395.032,1,18.9323,33.4745,16.8382,1.41162,2.22045e-16,0.446448,0.756388,0.591182,0.905899
105,399.385,1,18.9655,33.3728,18.2315,1.43102,2.22045e-16,0.447286,0.781216,0.596355,0.956945
106,391.635,1,18.8062,32.9364,17.694,1.37475,2.22045e-16,0.44807,0.810851,0.59285,0.892833
107,384.937,1,18.7228,32.808,19.405,1.32069,2.22045e-16,0.443294,0.775382,0.613657,0.93905
108,393.921,1,18.8023,33.0746,19.8655,1.36994,2.22045e-16,0.446845,0.835547,0.611887,0.97804
109,398.554,1,18.7623,33.2254,18.2018,1.40627,2.22045e-16,0.445639,0.874516,0.609219,0.937217
110,396.401,1,18.5991,33.3655,17.8903,1.3926,2.22045e-16,0.441691,0.81832,0.615308,0.979553
111,394.776,1,18.6571,33.2997,19.5241,1.38538,2.22045e-16,0.447888,0.778909,0.61315,0.984827
112,395.775,1,18.7002,33.0243,18.6356,1.41177,2.22045e-16,0.441941,0.72858,0.615557,0.943408
113,391.475,1,18.7045,33.208,18.8392,1.38633,2.22045e-16,0.441275,0.740976,0.61752,0.880905
114,391.488,1,18.6453,32.9434,19.5087,1.37087,2.22045e-16,0.440118,0.79089,0.620597,0.906598
115,391.84,1,18.6568,32.6222,19.2226,1.36555,2.22045e-16,0.436427,0.843271,0.621934,0.90692
116,388.558,1,18.6737,32.4505,19.1989,1.35027,2.22045e-16,0.444846,0.830278,0.616803,0.855667
117,390.941,1,18.6578,32.3696,18.4829,1.36507,2.22045e-16,0.44808,0.867073,0.613381,0.836743
118,393.381,1,18.7178,32.6761,18.3557,1.38246,2.22045e-16,0.454364,0.858207,0.611573,0.843696
119,392.142,1,18.7393,32.2531,18.0944,1.36403,2.22045e-16,0.444766,0.888787,0.62794,0.857998
120,390.328,1,18.798,32.1251,18.4756,1.34888,2.22045e-16,0.445353,0.877308,0.63521,0.86181
121,386.422,1,18.7504,32.0125,19.0052,1.33957,2.22045e-16,0.443171,0.793035,0.627337,0.851353
122,384.036,1,18.7495,32.3062,17.3442,1.33054,2.22045e-16,0.442736,0.771407,0.632489,0.820557
123,383.058,1,18.7775,32.3034,17.5957,1.32735,2.22045e-16,0.446855,0.774301,0.629822,0.792956
124,395.405,1,18.7901,32.3853,17.6664,1.40454,2.22045e-16,0.446888,0.813478,0.625028,0.848341
125,388.331,1,18.714,32.7907,18.3287,1.34967,2.22045e-16,0.446844,0.834706,0.623095,0.831073
126,389.099,1,18.7151,32.8337,20.1765,1.3528,2.22045e-16,0.44408,0.796788,0.62632,0.885936
127,387.35,1,18.6489,32.4454,19.7712,1.35007,2.22045e-16,0.441126,0.801096,0.627137,0.828313
128,391.407,1,18.6916,32.594,18.7611,1.38818,2.22045e-16,0.443587,0.771561,0.626241,0.817861
129,393.588,1,18.7654,32.5142,19.285,1.39211,2.22045e-16,0.443694,0.80537,0.618839,0.862009
130,391.617,1,18.8128,32.5421,19.7149,1.36394,2.22045e-16,0.435536,0.856154,0.622964,0.893784
131,399.588,1,18.8681,32.7891,19.1429,1.42875,3.8896e-08,0.440218,0.834392,0.606044,0.915291
132,397.665,1,18.8495,32.918,19.8569,1.40647,2.22045e-16,0.443859,0.817517,0.611613,0.960362
133,394.622,1,18.8288,33.4546,19.3381,1.37124,2.22045e-16,0.446155,0.833878,0.606785,1.01706
134,393.922,1,18.752,33.6903,20.0412,1.36633,2.22045e-16,0.44707,0.862847,0.591253,1.00051
135,396.006,1,18.7425,33.3945,19.8309,1.3776,2.22045e-16,0.441368,0.873758,0.601079,1.01897
136,400.638,1,18.724,32.9732,17.1739,1.4334,2.22045e-16,0.440579,0.899717,0.599428,0.874592
