Cl_pop,1,0.023319,0.0064507,-0.030408,0.011784,0.0011988,0.021641,0.013862,0.009477,0.0049175,0.010365
V1_pop,0.023319,1,0.72965,-0.13869,-0.019008,-0.084739,0.32082,0.13157,0.25459,-0.059966,0.27958
Q_pop,0.0064507,0.72965,1,-0.096551,0.019697,0.18143,-0.047717,0.11343,0.095598,0.016796,-0.091685
V2_pop,-0.030408,-0.13869,-0.096551,1,-0.0024042,-0.055683,-0.11686,-0.057944,-0.14962,0.0071551,-0.066931
omega_Cl,0.011784,-0.019008,0.019697,-0.0024042,1,0.037926,-0.030705,0.016917,-0.0086225,0.015139,-0.053608
omega_V1,0.0011988,-0.084739,0.18143,-0.055683,0.037926,1,0.11173,0.83458,-0.033704,0.058786,-0.26169
corr_V1_Q,0.021641,0.32082,-0.047717,-0.11686,-0.030705,0.11173,1,0.22343,0.21067,-0.015281,0.20258
omega_Q,0.013862,0.13157,0.11343,-0.057944,0.016917,0.83458,0.22343,1,0.057022,-0.014311,0.00026322
omega_V2,0.009477,0.25459,0.095598,-0.14962,-0.0086225,-0.033704,0.21067,0.057022,1,-0.091477,0.19422
a,0.0049175,-0.059966,0.016796,0.0071551,0.015139,0.058786,-0.015281,-0.014311,-0.091477,1,-0.45054
b,0.010365,0.27958,-0.091685,-0.066931,-0.053608,-0.26169,0.20258,0.00026322,0.19422,-0.45054,1
