iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,677.204,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,673.193,1,28.7578,21.8305,15.7443,0.95,0.285,-0.659327,0.974679,0.974679,0.974679,0.974679
3,660.778,1,29.0572,21.3294,16.6586,0.9025,0.27075,-0.660685,0.95,1.00235,0.95,0.95
4,655.377,1,29.5959,22.7241,17.1991,0.857375,0.257212,-0.679864,0.925945,0.989041,0.925945,0.925945
5,644.721,1,28.8254,22.0948,17.9336,0.814506,0.244352,-0.669883,0.9025,0.963998,0.9025,0.9025
6,632.013,1,30.1252,22.4269,16.1979,0.773781,0.232134,-0.696754,0.879648,0.952416,0.879648,0.879648
7,628.271,1,30.8826,21.7805,17.0161,0.735092,0.220528,-0.750778,0.857375,1.01399,0.857375,0.857375
8,618.013,1,31.514,20.56,18.3152,0.698337,0.209501,-0.748847,0.835666,0.988317,0.835666,0.835666
9,615.451,1,31.6074,21.5749,17.1931,0.66342,0.199026,-0.757667,0.814506,0.963292,0.814506,0.814506
10,615.871,1,30.4609,19.8132,16.0063,0.630249,0.189075,-0.753221,0.793882,1.07712,0.793882,0.793882
11,609.011,1,27.7099,20.2268,17.0539,0.598737,0.179621,-0.670988,0.773781,1.04984,0.773781,0.773781
12,599.47,1,29.2624,20.8665,18.193,0.5688,0.17064,-0.703561,0.754188,1.02326,0.754188,0.763952
13,594.649,1,29.238,20.8986,18.645,0.54036,0.162108,-0.700438,0.735092,1.03553,0.735092,0.755667
14,575.975,1,29.5788,21.1284,17.4845,0.513342,0.154003,-0.697881,0.716479,1.00931,0.716479,0.736533
15,575.169,1,30.4451,21.134,17.7914,0.487675,0.146302,-0.718053,0.698337,0.98375,0.698337,0.717884
16,572.904,1,28.8302,22.2343,18.8194,0.463291,0.138987,-0.667411,0.680655,0.958841,0.680655,0.699706
17,569.596,1,29.4573,20.6753,18.9786,0.440127,0.132038,-0.689796,0.66342,0.957304,0.66342,0.697456
18,565.855,1,29.7514,21.9612,18.3948,0.41812,0.125436,-0.69963,0.646622,0.949955,0.646622,0.763361
19,541.459,1,29.9035,22.5224,20.0686,1.15768,0.108151,-0.703099,0.630249,0.925902,0.630249,0.826435
20,550.559,1,31.0129,22.8494,19.1463,1.09979,0.102744,-0.736241,0.614291,0.902457,0.614291,0.906308
21,543.059,1,29.9291,22.9366,21.5073,1.0448,0.0976066,-0.703751,0.598737,0.904689,0.598737,0.914108
22,529.485,1,29.2362,22.8198,21.1451,0.992564,0.0927263,-0.689606,0.583577,1.04467,0.583577,0.890962
23,527.802,1,28.5504,22.9359,21.1331,0.942935,0.08809,-0.668818,0.5688,1.07657,0.5688,0.875533
24,519.632,1,29.4682,23.5025,21.111,0.895789,0.0836855,-0.692831,0.554398,1.06539,0.554398,0.885634
25,520.143,1,29.0404,24.4046,23.2266,1.38564,0.0710769,-0.668847,0.54036,1.25173,0.54036,1.00186
