popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.11091,6.32409,2.11091,-1.01431,5.23613,1.36104,1.22405,1.36104,-1.76418,4.48626,All
2.27374,6.46382,2.27374,-0.851486,5.39896,1.48081,1.34283,1.48081,-1.64441,4.60603,All
2.44912,6.61432,2.44912,-0.676098,5.57435,1.61113,1.47206,1.61113,-1.5141,4.73635,All
2.63804,6.77902,2.63804,-0.487182,5.76326,1.75291,1.61257,1.75291,-1.37231,4.87813,All
2.84153,6.95846,2.84153,-0.283694,5.96675,1.90717,1.76528,1.90717,-1.21806,5.03239,All
3.06071,7.15253,3.06071,-0.0645091,6.18593,2.075,1.93127,2.075,-1.05022,5.20022,All
3.2968,7.3647,3.2968,0.171583,6.42203,2.2576,2.11186,2.2576,-0.867619,5.38282,All
3.55111,7.59592,3.55111,0.425886,6.67633,2.45628,2.30818,2.45628,-0.668947,5.5815,All
3.80262,7.82795,3.80262,0.677396,6.92784,2.67243,2.52152,2.67243,-0.452791,5.79765,All
3.82503,7.84885,3.82503,0.699805,6.95025,2.90761,2.75364,2.90761,-0.217613,6.03283,All
4.12007,8.12411,4.12007,0.994853,7.2453,3.16348,3.00601,3.16348,0.0382613,6.28871,All
4.43788,8.42059,4.43788,1.31266,7.5631,3.18043,3.0227,3.18043,0.0552069,6.30565,All
4.7802,8.74435,4.7802,1.65498,7.90543,3.44187,3.28034,3.44187,0.316653,6.5671,All
5.14893,9.09732,5.14893,2.02371,8.27415,3.74476,3.57882,3.74476,0.619543,6.86999,All
5.49433,9.4289,5.49433,2.36911,8.61955,4.07431,3.90345,4.07431,0.949088,7.19953,All
5.5461,9.4789,5.5461,2.42088,8.67132,4.43285,4.25658,4.43285,1.30763,7.55808,All
5.9739,9.89328,5.9739,2.84868,9.09913,4.82295,4.64085,4.82295,1.69773,7.94817,All
6.43471,10.3416,6.43471,3.30949,9.55993,4.99982,4.81514,4.99982,1.8746,8.12504,All
6.93106,10.8255,6.93106,3.80584,10.0563,5.24738,5.05919,5.24738,2.12216,8.3726,All
7.18604,11.0747,7.18604,4.06081,10.3113,5.70916,5.51487,5.70916,2.58394,8.83438,All
7.46569,11.3485,7.46569,4.34047,10.5909,6.21157,6.01113,6.21157,3.08635,9.33679,All
8.04157,11.9122,8.04157,4.91635,11.1668,6.7582,6.55268,6.7582,3.63298,9.88342,All
8.66186,12.52,8.66186,5.53664,11.7871,6.81921,6.61317,6.81921,3.69399,9.94443,All
8.87775,12.7322,8.87775,5.75252,12.003,7.35293,7.14256,7.35293,4.22771,10.4782,All
9.33001,13.1779,9.33001,6.20479,12.4552,8,7.78766,8,4.87478,11.1252,All
10.0497,13.889,10.0497,6.92447,13.1749,8.6386,8.4258,8.6386,5.51338,11.7638,All
10.5695,14.4042,10.5695,7.44423,13.6947,8.70401,8.49127,8.70401,5.57879,11.8292,All
10.8249,14.6577,10.8249,7.69966,13.9501,9.46998,9.26011,9.46998,6.34476,12.5952,All
11.6599,15.4906,11.6599,8.53465,14.7851,10.3034,10.0992,10.3034,7.17813,13.4286,All
12.2612,16.0936,12.2612,9.13594,15.3864,10.458,10.2552,10.458,7.33277,13.5832,All
12.5593,16.3933,12.5593,9.43405,15.6845,11.2101,11.0155,11.2101,8.08484,14.3353,All
13.528,17.373,13.528,10.4028,16.6533,12.1966,12.0154,12.1966,9.07134,15.3218,All
13.9529,17.804,13.9529,10.8277,17.0781,12.2774,12.0974,12.2774,9.15216,15.4026,All
14.5716,18.4322,14.5716,11.4463,17.6968,13.2699,13.1064,13.2699,10.1447,16.3951,All
15.6446,19.524,15.6446,12.5194,18.7698,14.0968,13.9481,14.0968,10.9715,17.222,All
15.6955,19.5759,15.6955,12.5703,18.8208,14.4376,14.2956,14.4376,11.3124,17.5629,All
16.9062,20.8036,16.9062,13.781,20.0315,15.7082,15.5911,15.7082,12.583,18.8334,All
17.3363,21.2389,17.3363,14.2111,20.4615,15.9162,15.8033,15.9162,12.7909,19.0414,All
18.2103,22.1222,18.2103,15.0851,21.3355,17.0905,17.0014,17.0905,13.9653,20.2157,All
19.028,22.9406,19.028,15.9028,22.1532,17.7355,17.6594,17.7355,14.6103,20.8608,All
