Cl_pop,0.71084,0.012922,0.063048,-0.16179,0.0005572,0.00021713,-0.0079198,0.0045753,0.0010376,0.00016133
beta_Cl_logtSCRMGDL,0.012922,0.04196,0.0053772,-0.0016189,-8.2388e-6,0.00015722,-0.00034638,0.00087768,-0.00093113,5.998e-5
V1_pop,0.063048,0.0053772,5.7296,-2.9143,0.00059678,0.050233,-0.24901,0.17093,-0.038203,0.0055405
V2_pop,-0.16179,-0.0016189,-2.9143,17.325,-0.0028023,-0.053814,0.5042,-0.25805,-0.083726,-0.0057941
omega_Cl,0.0005572,-8.2388e-6,0.00059678,-0.0028023,0.0020893,-5.4923e-5,0.00014802,9.7707e-6,-4.8186e-5,-6.4592e-6
omega_V1,0.00021713,0.00015722,0.050233,-0.053814,-5.4923e-5,0.0082027,-0.013041,-0.0025449,0.0012883,-9.5709e-5
omega_Q,-0.0079198,-0.00034638,-0.24901,0.5042,0.00014802,-0.013041,0.13588,-0.0081879,-0.0097872,-0.0001873
omega_V2,0.0045753,0.00087768,0.17093,-0.25805,9.7707e-6,-0.0025449,-0.0081879,0.080269,-0.011213,0.00088166
a,0.0010376,-0.00093113,-0.038203,-0.083726,-4.8186e-5,0.0012883,-0.0097872,-0.011213,0.068411,-0.002293
b,0.00016133,5.998e-5,0.0055405,-0.0057941,-6.4592e-6,-9.5709e-5,-0.0001873,0.00088166,-0.002293,0.00025999
