parameter,value,se_sa,rse_sa
Cl_pop,20.6281305031186,4.05830584212002,19.6736482809553
beta_Cl_tSCRMGDL,-0.415119026967051,0.183031341070724,44.0912916972247
V1_pop,23.8174375122612,2.51131811067558,10.5440314869421
Q_pop,23.4,,
V2_pop,13.3024298964645,3.97567285183493,29.886816790454
omega_Cl,0.223650726673577,0.0421122730912925,18.8294818969027
omega_V1,0.299407505816694,0.0804045733764772,26.8545616974957
omega_Q,0.945784583264528,0.385247280410477,40.7330894611047
omega_V2,0.794505425945428,0.225065195209237,28.3277102785571
a,1.85844565790614,0.208059817407788,11.1953672964645
