parameter,value
Cl_pop,13.4714002624623
beta_Cl_logtALBGDL,-1.18270954262876
V1_pop,23.8779704749825
beta_V1_logtCLCRMLMIN,-3.02254392309373
beta_V1_logtPROGDL,-2.17839575974874
Q_pop,23.4
beta_Q_LMP_1,0.853265705219981
beta_Q_logtAGEA,1.247882196646
beta_Q_logtALBGDL,16.3053626412587
beta_Q_logtPROGDL,-16.1920233297417
V2_pop,3.78910829052239
beta_V2_SEXF_1,3.90802543427286
beta_V2_logtHCM,30.1295102039231
omega_Cl,0.343418213803154
omega_V1,0.348854850299997
omega_Q,5.28311600059593e-8
omega_V2,1.55225289683945e-8
a,1.45372821698772
b,0.0415308325928941
