iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
1,494.807,1,13.5104,23.8532,24.0587,13.6697,0.232476,0.69774,0.4,0.258437,1.07038,0.25831,0.864854
2,486.325,1,13.4612,24.4405,23.3478,13.3705,0.445331,0.586031,0.4,0.246208,0.988489,0.219865,0.917805
3,484.273,1,13.5676,25.6846,23.2679,15.5504,0.354691,0.606395,0.4,0.258692,0.972362,0.22056,0.885793
4,478.147,1,13.4369,27.5214,23.6238,13.7744,0.298577,0.593998,0.4,0.249172,1.02119,0.234135,0.872924
5,481.631,1,13.3739,28.1729,23.3332,14.5347,0.308333,0.576768,0.4,0.253978,1.02544,0.250358,1.01176
6,478.516,1,13.4427,24.0727,23.8326,14.305,0.14597,0.631126,0.4,0.255969,1.04768,0.239476,0.920998
7,473.181,1,13.5102,23.8263,24.4171,14.1445,0.119344,0.620878,0.4,0.253797,1.10133,0.239354,0.885226
8,468.212,1,13.4541,26.0929,24.0442,13.8341,0.238283,0.566515,0.4,0.256966,1.1751,0.237484,0.795777
9,468.146,1,13.4177,32.4083,23.5627,14.6387,0.273978,0.568031,0.4,0.251168,1.04728,0.219667,0.873698
10,463.138,1,13.376,27.2953,24.2605,13.4191,0.361298,0.513569,0.4,0.257127,1.01797,0.230329,0.886857
11,467.921,1,13.3423,26.8487,23.9576,12.0263,0.532728,0.475085,0.4,0.258844,1.08204,0.226996,0.830738
12,463.922,1,13.4514,28.8349,23.8782,11.6966,0.70526,0.416076,0.4,0.259923,0.924309,0.229014,0.887807
13,467.258,1,13.4757,24.681,23.9434,13.1142,0.693852,0.426658,0.4,0.263073,0.915069,0.235717,0.893283
14,462.183,1,13.3374,26.1203,24.112,12.2788,0.677481,0.435333,0.4,0.249871,0.926841,0.229679,0.767252
15,452.612,1,13.492,24.9228,24.1887,12.8206,0.762319,0.375378,0.4,0.262295,0.929963,0.218971,0.774962
16,446.423,1,13.4867,23.1249,24.0501,12.9194,0.612999,0.400991,0.4,0.256911,0.87393,0.247802,0.753146
17,443.759,1,13.5139,24.0073,24.1087,13.3993,0.647388,0.386273,0.4,0.258765,0.849681,0.246876,0.731363
18,445.706,1,13.5605,24.9165,24.1026,14.0799,0.701969,0.357596,0.4,0.261732,0.964321,0.246097,0.770045
19,443.342,1,13.4623,24.0359,24.1075,13.5404,0.83884,0.298851,0.4,0.258556,0.920801,0.259444,0.831725
20,448.234,1,13.5618,26.5881,24.3389,12.9935,0.584469,0.406611,0.4,0.254669,0.864573,0.268875,0.788217
21,449.656,1,13.6325,22.5831,24.4324,12.8484,2.22045e-16,0.80574,0.306333,0.248707,0.87479,0.238343,0.840466
22,455.623,1,13.5591,25.2095,24.2625,12.0206,0.0450142,0.796611,0.306333,0.253955,0.971663,0.230027,0.857089
23,458.874,1,13.4148,28.3607,24.046,12.6975,0.144885,0.763742,0.306333,0.25675,0.865037,0.239944,0.920562
24,463.075,1,13.3791,27.7887,24.0748,12.379,0.0366518,0.839048,0.306333,0.246304,0.853775,0.228434,0.950906
25,462.158,1,13.5562,26.468,23.9878,13.2457,0.147794,0.789404,0.306333,0.260661,0.800653,0.234043,0.953634
26,459.353,1,13.5916,23.6364,24.659,12.0924,2.22045e-16,0.845435,0.306333,0.253385,0.776481,0.269614,0.8571
27,458.19,1,13.4337,24.1637,24.9459,12.6253,2.22045e-16,0.833425,0.306333,0.256924,0.710826,0.275588,0.918614
28,466.374,1,13.5398,26.3382,24.4186,13.3603,0.0927676,0.794662,0.306333,0.264665,0.855989,0.296419,0.913163
29,460.287,1,13.519,23.1189,24.3232,13.58,0.0696567,0.76927,0.306333,0.248102,0.936473,0.285522,0.973277
30,457.886,1,13.4273,24.171,24.4455,13.4033,0.1045,0.776404,0.306333,0.248764,0.805489,0.273207,0.910495
31,466.044,1,13.5784,25.2591,24.3617,12.4727,0.12816,0.790897,0.306333,0.258661,0.860595,0.285231,0.886813
32,464.85,1,13.6663,22.3827,25.3841,11.9484,0.166924,0.739255,0.306333,0.261949,0.901033,0.297788,1.00286
33,470.452,1,13.6607,26.193,25.1172,12.1489,0.267846,0.699496,0.306333,0.276176,0.931113,0.300918,1.06439
