iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,531.232,1,30.9422,23.8174,6.65121,1.5,-0.415546,1.5,1.5,1.5,1.5
2,526.539,1,20.8113,21.8865,14.0855,1.71774,-0.419762,1.46202,1.46202,1.46202,1.46202
3,534.936,1,20.8935,22.4936,14.2711,1.7658,-0.41699,1.425,1.425,1.425,1.425
4,542.018,1,21.0046,22.026,15.1065,1.85377,-0.429141,1.38892,1.38892,1.38892,1.38892
5,544.503,1,19.7803,22.4956,15.0757,1.88067,-0.37893,1.35375,1.35375,1.35375,1.35375
6,543.509,1,20.5972,22.5037,16.9145,1.9366,-0.425412,1.31947,1.31947,1.31947,1.31947
7,532.204,1,20.8209,22.5429,15.0118,1.88757,-0.43012,1.28606,1.28606,1.28606,1.28606
8,526.043,1,20.7976,21.8361,15.0065,1.85432,-0.42317,1.2535,1.2535,1.2535,1.2535
9,524.643,1,21.0103,21.8863,15.7822,1.85402,-0.434608,1.22176,1.22176,1.22176,1.22176
10,520.057,1,20.9164,22.0263,15.0142,1.84353,-0.427052,1.19082,1.19082,1.19082,1.19082
11,517.305,1,20.6237,22.2729,15.8503,1.82978,-0.421554,1.16067,1.16067,1.16067,1.16067
12,511.002,1,20.4313,21.9202,17.0571,1.78804,-0.411602,1.13128,1.13128,1.13128,1.13128
13,510.008,1,20.6026,22.3135,15.39,1.78309,-0.407127,1.10264,1.10264,1.10264,1.10264
14,503.944,1,20.3324,22.1802,15.2414,1.76528,-0.401945,1.07472,1.07472,1.07472,1.07472
15,503.879,1,19.7361,22.181,13.5531,1.77758,-0.380014,1.04751,1.04751,1.04751,1.04751
16,501.04,1,20.0836,22.604,14.6329,1.80744,-0.390763,1.02098,1.02098,1.02098,1.02098
17,496.205,1,20.5448,22.6596,15.0003,1.76753,-0.408575,0.995131,0.995131,0.995131,0.995131
18,490.476,1,20.9321,22.3939,13.7712,1.72277,-0.425228,0.969933,1.04092,0.969933,0.969933
19,495.513,1,19.98,22.8274,13.3364,1.77302,-0.379514,0.945374,1.01457,0.945374,0.963999
20,495.326,1,20.2771,22.8853,13.3592,1.79055,-0.39258,0.921437,0.988877,0.921437,0.93959
21,494.169,1,20.4773,22.8209,14.8005,1.83137,-0.416342,0.898105,0.963838,0.898105,0.915799
22,489.936,1,20.3983,23.4644,16.0438,1.82245,-0.410868,0.875365,0.939433,0.875365,0.89261
23,489.376,1,20.555,23.2533,14.3769,1.82816,-0.412813,0.8532,0.915646,0.8532,0.870009
24,484.864,1,21.1189,23.1574,13.9495,1.81932,-0.441115,0.831597,0.907645,0.831597,0.84798
25,483.672,1,20.2708,23.2016,15.1692,1.79404,-0.395506,0.81054,0.895151,0.81054,0.860567
26,475.096,1,20.3915,23.3681,15.4204,1.74862,-0.401759,0.790017,0.901026,0.790017,0.911731
27,479.434,1,20.8863,23.0087,13.7649,1.77,-0.425569,0.770013,0.913039,0.770013,0.888645
28,474.982,1,20.5718,23.294,13.1233,1.75281,-0.419692,0.750516,0.889921,0.750516,0.894022
29,475.816,1,20.2491,23.7016,14.1311,1.75153,-0.410737,0.731512,0.930184,0.731512,0.871385
30,481.996,1,20.7249,23.6268,14.4355,1.83494,-0.423047,0.71299,0.906631,0.71299,0.885731
31,476.07,1,20.7237,23.7913,15.0798,1.78848,-0.424295,0.694937,0.961479,0.694937,0.863304
32,482.557,1,20.7333,23.675,15.8292,1.83793,-0.412282,0.677341,1.0135,0.677341,0.841444
33,473.584,1,20.8189,23.4859,14.8558,1.79139,-0.424184,0.66019,1.02238,0.66019,0.876295
34,479.682,1,20.1109,23.2342,15.5195,1.82144,-0.399032,0.643474,1.0368,0.643474,0.854107
35,485.643,1,19.5191,23.0473,15.0375,1.88467,-0.365852,0.627181,1.09505,0.627181,0.832481
36,479.526,1,20.1187,23.6358,14.1444,1.84381,-0.392234,0.6113,1.13918,0.6113,0.811402
37,483.581,1,20.9425,23.7438,13.2155,1.85474,-0.425115,0.595821,1.20135,0.595821,0.844649
38,480.191,1,21.1921,23.4518,14.466,1.85254,-0.435108,0.580735,1.20315,0.580735,0.823262
39,478.876,1,21.5434,23.3251,13.8287,1.826,-0.442807,0.56603,1.22596,0.56603,0.813291
40,482.097,1,20.5568,23.2816,14.0171,1.84,-0.404144,0.551698,1.29989,0.551698,0.7934
41,481.27,1,20.7093,23.2742,13.716,1.84779,-0.413504,0.537729,1.26698,0.537729,0.815739
42,482.217,1,21.0411,23.0937,13.9763,1.88517,-0.430168,0.524113,1.2349,0.524113,0.825129
43,474.959,1,20.7542,22.7134,14.3558,1.83744,-0.420413,0.510842,1.20363,0.510842,0.873816
44,477.513,1,20.6937,22.4355,15.125,1.85166,-0.416261,0.497908,1.17315,0.497908,0.894944
45,470.142,1,20.0443,22.8463,13.7695,1.87123,-0.393094,0.4853,1.14345,0.4853,0.872284
46,470.378,1,19.7632,23.2658,14.6017,1.88123,-0.381989,0.473012,1.11449,0.473012,0.850197
47,468.121,1,20.3035,23.6558,15.1177,1.86908,-0.408853,0.461035,1.08627,0.461035,0.845452
48,472.38,1,20.4802,23.5243,13.7701,1.93318,-0.408044,0.449362,1.05877,0.449362,0.824044
49,462.102,1,20.664,23.2649,13.1153,1.88423,-0.417377,0.437984,1.03196,0.437984,0.803179
50,456.943,1,20.1831,23.5292,14.0046,1.8552,-0.403989,0.426894,1.00583,0.426894,0.782842
51,449.298,1,20.7591,23.7917,15.5125,1.811,-0.422157,0.416084,0.980362,0.416084,0.76302
52,445.336,1,20.3337,23.8933,15.3797,1.77015,-0.400977,0.405549,0.964203,0.405549,0.7437
53,439.982,1,20.3143,23.8119,14.6816,1.72533,-0.4009,0.39528,1.00538,0.39528,0.724869
54,451.54,1,20.3586,23.8818,14.6599,1.75741,-0.404875,0.385271,1.10073,0.385271,0.794681
55,441.936,1,20.6737,23.5981,14.6545,1.72549,-0.41576,0.375516,1.07286,0.375516,0.774559
56,449.226,1,21.2218,24.2401,14.6806,1.77963,-0.435585,0.366008,1.04865,0.366008,0.754947
57,441.642,1,20.8834,24.4219,15.1171,1.73886,-0.424963,0.35674,1.02209,0.35674,0.753844
