iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3
1242,-529.989,2,13.466,26.2494,4.44049e-05,24.3668,11.3355,8.37265,1.84162,0.262292,0.660102,2.47239e-08,0.321008,0.804281,2.20058e-08
1243,-527.083,2,13.5062,26.3745,4.44049e-05,24.3033,11.0559,8.37265,1.8446,0.264355,0.62301,2.55155e-08,0.322606,0.787836,2.25797e-08
1244,-532.505,2,13.5342,26.295,4.44049e-05,24.3816,10.9596,8.37265,1.84049,0.268812,0.601374,2.58283e-08,0.317797,0.79662,2.15389e-08
1245,-537.697,2,13.468,26.3404,4.44049e-05,24.3531,11.0424,8.37265,1.82669,0.269675,0.57744,2.48997e-08,0.318168,0.809241,2.1354e-08
1246,-533.309,2,13.491,26.807,4.44049e-05,24.2574,11.4208,8.37265,1.81468,0.268558,0.579212,2.46471e-08,0.312156,0.832239,2.20227e-08
1247,-519.779,2,13.5345,27.135,4.44049e-05,24.1471,11.7551,8.37265,1.85392,0.26652,0.605195,2.55078e-08,0.31292,0.826461,2.15017e-08
1248,-533.818,2,13.4891,27.6501,4.44049e-05,24.0699,12.0141,8.37265,1.83442,0.265449,0.580539,2.55713e-08,0.319288,0.842708,2.12569e-08
1249,-540.325,2,13.4713,27.9306,4.44049e-05,23.8802,12.0194,8.37265,1.80953,0.265307,0.578608,2.55175e-08,0.32053,0.83224,2.05224e-08
1250,-531.389,2,13.4833,27.824,4.44049e-05,23.8134,11.7656,8.37265,1.80206,0.263454,0.586807,2.64315e-08,0.333573,0.82631,2.01859e-08
1251,-522.223,2,13.47,27.5071,4.44049e-05,23.6962,11.7793,8.37265,1.81894,0.261841,0.604003,2.69776e-08,0.335988,0.817525,2.10395e-08
1252,-523.369,2,13.4601,27.6562,4.44049e-05,23.8,11.68,8.37265,1.85348,0.262029,0.601997,2.67922e-08,0.337694,0.808519,2.04665e-08
1253,-533.923,2,13.5054,28.7117,4.44049e-05,23.7815,11.742,8.37265,1.86062,0.259136,0.590279,2.5506e-08,0.33324,0.797673,2.03525e-08
1254,-546.065,2,13.5287,28.9723,4.44049e-05,23.8946,11.5903,8.37265,1.85074,0.25771,0.567335,2.47387e-08,0.326227,0.785925,1.91467e-08
1255,-535.032,2,13.597,29.0413,4.44049e-05,23.9113,11.3383,8.37265,1.89225,0.258436,0.573951,2.38196e-08,0.32257,0.770646,1.7903e-08
1256,-530.039,2,13.6113,29.1915,4.44049e-05,23.923,11.2457,8.37265,1.91601,0.260757,0.560862,2.41654e-08,0.318382,0.783608,1.76506e-08
1257,-523.931,2,13.6145,29.6039,4.44049e-05,23.7308,11.5114,8.37265,1.93241,0.262099,0.576786,2.44174e-08,0.310936,0.808198,1.79044e-08
1258,-531.014,2,13.6054,30.3435,4.44049e-05,23.6781,11.5305,8.37265,1.93457,0.261579,0.60235,2.36771e-08,0.311846,0.819612,1.70821e-08
1259,-525.278,2,13.5671,30.6148,4.44049e-05,23.5029,11.6949,8.37265,1.92723,0.262151,0.6424,2.37913e-08,0.311244,0.807406,1.76106e-08
1260,-529.936,2,13.5288,30.271,4.44049e-05,23.6198,11.7593,8.37265,1.93705,0.263527,0.671144,2.25693e-08,0.309546,0.82702,1.65806e-08
1261,-519.235,2,13.4983,29.1812,4.44049e-05,23.6873,11.6138,8.37265,1.95638,0.262873,0.718428,2.23119e-08,0.301391,0.851688,1.66176e-08
1262,-531.216,2,13.5484,28.3148,4.44049e-05,23.7826,11.4706,8.37265,1.95274,0.264197,0.718467,2.20428e-08,0.299041,0.841288,1.60583e-08
1263,-527.578,2,13.5358,27.9797,4.44049e-05,23.7513,11.3779,8.37265,1.95965,0.26475,0.721677,2.27097e-08,0.294735,0.817205,1.58037e-08
1264,-538.985,2,13.4944,27.2128,4.44049e-05,23.7019,11.41,8.37265,1.93546,0.264687,0.70012,2.22494e-08,0.293992,0.807926,1.58359e-08
1265,-530.352,2,13.4917,27.2503,4.44049e-05,23.7323,11.4974,8.37265,1.95636,0.266284,0.684637,2.25122e-08,0.292602,0.777802,1.58057e-08
1266,-527.063,2,13.5149,27.7293,4.44049e-05,23.6508,11.6369,8.37265,1.98234,0.26448,0.709738,2.16729e-08,0.294159,0.772356,1.55074e-08
1267,-530.444,2,13.4608,27.5662,4.44049e-05,23.5855,11.8537,8.37265,1.98518,0.261234,0.716579,2.164e-08,0.298343,0.774956,1.5025e-08
1268,-533.471,2,13.4376,28.3922,4.44049e-05,23.5755,12.1399,8.37265,1.95775,0.259315,0.707291,2.34638e-08,0.298224,0.772784,1.49012e-08
1269,-460.213,2,13.4754,28.9367,4.44049e-05,23.4568,12.0676,8.37265,1.9402,0.263599,0.714178,2.51486e-08,0.294425,0.791405,5.75562e-08
1270,-486.241,2,13.5167,30.2566,4.44049e-05,23.4321,11.9882,8.37265,1.93182,0.26371,0.697081,2.37513e-08,0.295349,0.815301,6.45289e-08
1271,-495.05,2,13.4905,30.8831,4.44049e-05,23.4673,12.0125,8.37265,1.91554,0.261608,0.686997,2.30963e-08,0.293035,0.807603,6.67305e-08
1272,-497.224,2,13.4654,31.9173,4.44049e-05,23.4831,12.2475,8.37265,1.92168,0.258352,0.66494,2.23917e-08,0.287817,0.825557,6.49708e-08
1273,-488.326,2,13.474,31.7892,4.44049e-05,23.4394,12.4099,8.37265,1.9272,0.260769,0.660024,2.17937e-08,0.287013,0.844672,6.74446e-08
1274,-494.221,2,13.5132,32.5474,4.44049e-05,23.2537,12.4181,8.37265,1.91511,0.26386,0.673229,2.18041e-08,0.283827,0.824194,6.78258e-08
1275,-487.793,2,13.5121,32.5418,4.44049e-05,23.2595,12.2146,8.37265,1.90632,0.263874,0.684812,2.14209e-08,0.290582,0.832659,7.09666e-08
1276,-481.104,2,13.5166,33.0704,4.44049e-05,23.2155,12.0278,8.37265,1.93276,0.266882,0.679584,2.12212e-08,0.295719,0.849576,7.05126e-08
1277,-485.986,2,13.4939,32.6606,4.44049e-05,23.3283,12.0377,8.37265,1.93106,0.267991,0.69777,2.14924e-08,0.298207,0.825028,7.04405e-08
1278,-486.075,2,13.5074,33.0392,4.44049e-05,23.081,12.1046,8.37265,1.94546,0.266642,0.70741,2.08188e-08,0.299901,0.811469,7.03781e-08
1279,-500.458,2,13.5168,32.7294,4.44049e-05,23.0455,12.2913,8.37265,1.92708,0.264799,0.686492,1.96459e-08,0.301833,0.79085,7.1801e-08
1280,-494.371,2,13.5121,31.5107,4.44049e-05,23.0914,12.1955,8.37265,1.93896,0.263053,0.653604,1.9102e-08,0.308578,0.768089,7.33188e-08
1281,-494.482,2,13.5109,30.5869,4.44049e-05,23.1808,12.0978,8.37265,1.93668,0.263933,0.632263,1.9324e-08,0.312113,0.76063,7.31702e-08
1282,-491.533,2,13.5249,29.7246,4.44049e-05,23.1906,12.1188,8.37265,1.91797,0.259863,0.612331,2.01286e-08,0.326331,0.77505,7.46586e-08
1283,-486.499,2,13.5199,29.5194,4.44049e-05,23.218,11.9302,8.37265,1.94092,0.253297,0.601538,2.08693e-08,0.335826,0.776179,7.26095e-08
1284,-479.889,2,13.5384,30.4498,4.44049e-05,23.2115,11.8477,8.37265,1.94806,0.258031,0.59369,2.17433e-08,0.344158,0.799259,7.2141e-08
1285,-481.628,2,13.5566,30.5488,4.44049e-05,23.3097,11.503,8.37265,1.9739,0.2581,0.591556,2.12559e-08,0.345657,0.814875,7.0785e-08
1286,-488.885,2,13.531,31.0871,4.44049e-05,23.3257,11.4726,8.37265,1.95563,0.258341,0.602629,2.09187e-08,0.34521,0.830021,7.04422e-08
1287,-491.251,2,13.5492,30.9914,4.44049e-05,23.282,11.3219,8.37265,1.96143,0.260801,0.58611,2.03859e-08,0.343065,0.804383,7.13258e-08
1288,-487.957,2,13.5356,31.7856,4.44049e-05,23.0817,11.464,8.37265,1.9689,0.25942,0.604435,2.02005e-08,0.346446,0.786869,6.94489e-08
1289,-489.076,2,13.5619,32.3347,4.44049e-05,23.0426,11.6416,8.37265,1.96561,0.25801,0.588484,1.99017e-08,0.347117,0.798572,7.14496e-08
1290,-491.242,2,13.5613,32.7882,4.44049e-05,23.0875,11.4876,8.37265,1.95434,0.257584,0.584163,1.94535e-08,0.345905,0.80583,7.35883e-08
1291,-498.719,2,13.5443,32.7192,4.44049e-05,23.1158,11.4907,8.37265,1.94036,0.256562,0.574058,1.8736e-08,0.350437,0.795915,7.37237e-08
1292,-493.75,2,13.5241,33.5437,4.44049e-05,22.9912,11.5887,8.37265,1.94645,0.255565,0.571838,1.83762e-08,0.342841,0.822037,7.24282e-08
1293,-485.481,2,13.5166,33.6044,4.44049e-05,22.8272,11.6043,8.37265,1.95229,0.255472,0.596319,1.88539e-08,0.346166,0.848601,6.90018e-08
1294,-488.722,2,13.5007,34.1941,4.44049e-05,22.705,11.6701,8.37265,1.95759,0.255203,0.599934,1.85153e-08,0.343119,0.87806,6.82114e-08
1295,-484.954,2,13.5397,34.5172,4.44049e-05,22.5054,11.7206,8.37265,1.96851,0.254933,0.601401,1.88635e-08,0.347686,0.882157,6.67888e-08
1296,-482.328,2,13.5625,34.7774,4.44049e-05,22.3902,11.708,8.37265,1.97646,0.255635,0.599019,1.88934e-08,0.353089,0.876719,6.86635e-08
1297,-493.064,2,13.5375,35.6978,4.44049e-05,22.0937,11.7,8.37265,1.96626,0.257461,0.581152,1.92712e-08,0.355299,0.843242,6.87095e-08
1298,-491.694,2,13.4706,36.3031,4.44049e-05,22.0434,12.1465,8.37265,1.97044,0.258059,0.5772,1.93368e-08,0.365834,0.812591,6.63283e-08
1299,-503.291,2,13.4518,35.7347,4.44049e-05,22.0365,12.3233,8.37265,1.95219,0.260521,0.577106,1.86841e-08,0.366192,0.77735,6.53422e-08
1300,-502.099,2,13.4666,35.3267,4.44049e-05,21.9813,12.5513,8.37265,1.94304,0.260646,0.586621,1.82987e-08,0.359991,0.765059,6.40096e-08
1301,-510.675,2,13.4477,34.9608,4.44049e-05,22.1392,12.4791,8.37265,1.91359,0.260202,0.583519,1.85181e-08,0.355575,0.749372,6.2412e-08
1302,-510.066,2,13.4437,34.2083,4.44049e-05,22.2571,12.7021,8.37265,1.88099,0.259544,0.595979,1.81049e-08,0.354209,0.75403,6.30435e-08
1303,-503.959,2,13.4479,33.5262,4.44049e-05,22.3006,12.7174,8.37265,1.87321,0.259456,0.609294,1.83311e-08,0.352763,0.748304,6.27869e-08
1304,-505.099,2,13.4503,33.4185,4.44049e-05,22.1363,13.231,8.37265,1.878,0.25815,0.62332,1.78962e-08,0.35103,0.731503,6.30026e-08
1305,-505.662,2,13.4536,34.117,4.44049e-05,21.9966,13.0086,8.37265,1.88273,0.255502,0.633108,1.83967e-08,0.34745,0.724758,6.03194e-08
1306,-506.186,2,13.4657,34.7913,4.44049e-05,21.9616,13.0262,8.37265,1.88583,0.256204,0.628514,1.83585e-08,0.342935,0.71913,6.03104e-08
1307,-514.597,2,13.4847,34.451,4.44049e-05,22.0261,13.1581,8.37265,1.86194,0.259374,0.620981,1.84568e-08,0.341125,0.704967,6.04516e-08
1308,-502.421,2,13.4454,34.1215,4.44049e-05,22.0684,13.2292,8.37265,1.87096,0.259048,0.631506,1.87933e-08,0.33583,0.685291,6.25972e-08
1309,-506.164,2,13.4464,34.306,4.44049e-05,22.1466,13.1033,8.37265,1.86519,0.258338,0.645945,1.90808e-08,0.337682,0.687048,6.10983e-08
1310,-501.25,2,13.4531,34.6955,4.44049e-05,22.181,12.9928,8.37265,1.87491,0.257631,0.667531,1.9412e-08,0.343002,0.676728,5.92724e-08
1311,-502.215,2,13.477,34.9253,4.44049e-05,22.2064,12.8811,8.37265,1.86484,0.258619,0.671131,1.91685e-08,0.35516,0.670544,6.13987e-08
1312,-511.371,2,13.4907,34.9631,4.44049e-05,22.0554,12.9074,8.37265,1.84109,0.259513,0.652364,1.90306e-08,0.357106,0.674989,6.30899e-08
1313,-517.209,2,13.4844,35.3139,4.44049e-05,22.0393,13.0123,8.37265,1.82119,0.25973,0.640036,1.90783e-08,0.353981,0.671957,6.23525e-08
1314,-504.589,2,13.5275,35.9596,4.44049e-05,21.9558,12.8689,8.37265,1.83357,0.261467,0.64314,1.92062e-08,0.358415,0.689543,5.92397e-08
1315,-497.756,2,13.5433,36.5773,4.44049e-05,21.8659,12.8271,8.37265,1.83718,0.263002,0.671027,1.90964e-08,0.360294,0.71462,5.93103e-08
1316,-499.602,2,13.5435,37.4296,4.44049e-05,21.7576,12.8191,8.37265,1.84204,0.264563,0.695381,1.89886e-08,0.364471,0.729851,5.73948e-08
1317,-495.092,2,13.5666,38.1814,4.44049e-05,21.7076,12.8512,8.37265,1.87217,0.268188,0.699244,1.91524e-08,0.365102,0.716251,5.57552e-08
1318,-495.716,2,13.5622,38.4965,4.44049e-05,21.4708,12.8504,8.37265,1.87904,0.268476,0.70923,1.85481e-08,0.362193,0.719606,5.85851e-08
1319,-507.563,2,13.5277,39.0777,4.44049e-05,21.375,13.0233,8.37265,1.8668,0.266872,0.721256,1.8378e-08,0.358115,0.733119,5.61284e-08
1320,-496.95,2,13.5064,39.2063,4.44049e-05,21.3765,13.2081,8.37265,1.87529,0.268364,0.7331,1.83355e-08,0.353166,0.733807,5.66671e-08
1321,-501.761,2,13.5345,39.1362,4.44049e-05,21.4905,13.2208,8.37265,1.87051,0.269234,0.740736,1.82749e-08,0.348601,0.739616,5.65058e-08
1322,-499.724,2,13.5534,39.246,4.44049e-05,21.5141,13.2218,8.37265,1.87828,0.2691,0.746453,1.88358e-08,0.349845,0.71651,5.52014e-08
1323,-509.768,2,13.5591,38.9891,4.44049e-05,21.5226,13.1371,8.37265,1.88168,0.268993,0.733665,1.84633e-08,0.348269,0.695544,5.39679e-08
1324,-503.254,2,13.5249,38.8898,4.44049e-05,21.6011,13.3646,8.37265,1.88167,0.266327,0.751891,1.77201e-08,0.351121,0.683849,5.5883e-08
1325,-494.997,2,13.518,38.184,4.44049e-05,21.6819,13.6292,8.37265,1.88347,0.26628,0.751892,1.78748e-08,0.351398,0.687949,5.88623e-08
1326,-494.326,2,13.5104,36.859,4.44049e-05,21.7394,13.8932,8.37265,1.88071,0.265599,0.755552,1.84819e-08,0.347207,0.692591,6.11051e-08
1327,-501.158,2,13.4718,35.7684,4.44049e-05,21.8512,14.1126,8.37265,1.87222,0.262795,0.758227,1.8407e-08,0.346889,0.691794,6.24084e-08
1328,-493.031,2,13.4536,35.166,4.44049e-05,21.9286,14.2798,8.37265,1.8969,0.258784,0.804985,1.7344e-08,0.347044,0.694837,6.2111e-08
1329,-503.105,2,13.4709,35.7052,4.44049e-05,21.9607,14.1775,8.37265,1.87323,0.258927,0.836663,1.78147e-08,0.341197,0.690592,6.12917e-08
1330,-513.254,2,13.4597,35.3211,4.44049e-05,21.9613,14.1518,8.37265,1.85086,0.259845,0.842337,1.72955e-08,0.337203,0.685606,6.04851e-08
1331,-510.949,2,13.4297,34.6326,4.44049e-05,21.9832,14.0616,8.37265,1.8306,0.258196,0.840975,1.72112e-08,0.338812,0.694858,5.98509e-08
1332,-498.942,2,13.4436,34.2613,4.44049e-05,22.014,14.0145,8.37265,1.81117,0.258323,0.870555,1.76437e-08,0.342119,0.708771,6.15819e-08
1333,-490.562,2,13.4497,33.7067,4.44049e-05,21.9061,14.0361,8.37265,1.80633,0.258352,0.898503,1.79301e-08,0.349541,0.712068,6.50619e-08
1334,-490.493,2,13.4607,33.6563,4.44049e-05,21.8659,13.8285,8.37265,1.82023,0.258714,0.919419,1.7381e-08,0.348711,0.710743,6.8285e-08
1335,-495.803,2,13.4928,33.276,4.44049e-05,21.7842,13.8287,8.37265,1.82003,0.260729,0.923838,1.7231e-08,0.347948,0.705153,6.96891e-08
1336,-504.868,2,13.5262,33.4771,4.44049e-05,21.8557,13.7502,8.37265,1.80515,0.261491,0.916507,1.73453e-08,0.345536,0.69497,6.98269e-08
1337,-500.613,2,13.5119,33.0533,4.44049e-05,21.9121,13.8227,8.37265,1.79513,0.26214,0.917437,1.70083e-08,0.343505,0.693535,7.30555e-08
1338,-499.243,2,13.4924,33.2511,4.44049e-05,21.8326,13.9778,8.37265,1.80513,0.263591,0.908359,1.64945e-08,0.340027,0.700413,7.33246e-08
1339,-494.972,2,13.4811,33.1232,4.44049e-05,21.8892,13.8805,8.37265,1.79967,0.262033,0.913038,1.71898e-08,0.336995,0.703947,7.4754e-08
1340,-494.919,2,13.464,32.1036,4.44049e-05,22.0575,14.0607,8.37265,1.80255,0.261454,0.92545,1.71637e-08,0.336764,0.703033,7.54787e-08
1341,-498.971,2,13.4354,31.9434,4.44049e-05,22.1162,14.1745,8.37265,1.81031,0.26239,0.944802,1.67181e-08,0.335638,0.687382,7.47092e-08
1342,-497.123,2,13.4362,32.4776,4.44049e-05,22.1835,14.3718,8.37265,1.81798,0.263266,0.961402,1.67988e-08,0.328681,0.67399,7.43595e-08
1343,-502.1,2,13.4467,31.7005,4.44049e-05,22.1967,14.577,8.37265,1.81755,0.261526,0.960256,1.64924e-08,0.326943,0.679586,7.34272e-08
1344,-495.445,2,13.4638,30.9445,4.44049e-05,22.2483,14.5734,8.37265,1.80921,0.260802,0.95497,1.67859e-08,0.327509,0.701833,7.42917e-08
1345,-498.04,2,13.4763,30.5949,4.44049e-05,22.2731,14.3386,8.37265,1.80585,0.262117,0.969145,1.66531e-08,0.325866,0.720334,7.26494e-08
1346,-495.128,2,13.4534,31.0416,4.44049e-05,22.2282,14.1801,8.37265,1.814,0.261565,0.969176,1.66845e-08,0.325415,0.72858,7.16039e-08
1347,-491.889,2,13.4523,31.6921,4.44049e-05,22.2186,14.1663,8.37265,1.80867,0.261437,0.967634,1.75273e-08,0.320285,0.729989,7.3766e-08
1348,-497.766,2,13.4324,31.7686,4.44049e-05,22.3517,13.9306,8.37265,1.81809,0.260705,0.956596,1.75428e-08,0.315435,0.710928,7.44441e-08
1349,-501.026,2,13.4206,31.9801,4.44049e-05,22.5406,13.8966,8.37265,1.81349,0.260376,0.955244,1.7391e-08,0.314323,0.708001,7.41528e-08
1350,-488.732,2,13.4637,31.6234,4.44049e-05,22.6803,13.8074,8.37265,1.83092,0.261177,0.94888,1.71785e-08,0.315854,0.709488,7.57686e-08
1351,-494.372,2,13.4539,31.3078,4.44049e-05,22.8144,13.5534,8.37265,1.82918,0.261224,0.957265,1.68609e-08,0.319803,0.710325,7.65001e-08
1352,-494.876,2,13.4716,31.0996,4.44049e-05,22.9051,13.4711,8.37265,1.8472,0.260343,0.926917,1.6965e-08,0.318413,0.698561,7.60899e-08
1353,-492.382,2,13.4999,31.1417,4.44049e-05,22.923,13.3068,8.37265,1.86005,0.260131,0.915363,1.69062e-08,0.319231,0.695465,7.59239e-08
1354,-500.395,2,13.5382,30.4012,4.44049e-05,23.0587,13.1996,8.37265,1.85525,0.26045,0.903811,1.6777e-08,0.316735,0.688665,7.63322e-08
1355,-498.497,2,13.5271,30.1217,4.44049e-05,23.2384,13.0582,8.37265,1.86901,0.258672,0.90553,1.66628e-08,0.314103,0.694454,7.25092e-08
1356,-509.478,2,13.5303,29.8273,4.44049e-05,23.2176,13.1497,8.37265,1.87,0.259073,0.88999,1.61597e-08,0.305092,0.6895,7.10429e-08
1357,-502.878,2,13.4959,30.8316,4.44049e-05,23.1785,13.4367,8.37265,1.86908,0.257643,0.900302,1.57406e-08,0.297364,0.697679,7.18326e-08
1358,-509.422,2,13.4669,32.1379,4.44049e-05,23.0975,13.5821,8.37265,1.86477,0.256691,0.913914,1.52572e-08,0.290945,0.704603,7.01303e-08
1359,-502.533,2,13.4536,32.5268,4.44049e-05,23.0367,13.6182,8.37265,1.86978,0.258879,0.903751,1.50804e-08,0.286266,0.714552,7.00233e-08
1360,-503.027,2,13.4376,32.4017,4.44049e-05,23.1027,13.6052,8.37265,1.87359,0.258041,0.907473,1.49012e-08,0.28022,0.737428,7.04472e-08
1361,-420.131,2,13.4427,31.9342,4.44049e-05,23.1515,13.4925,8.37265,1.87194,0.257141,0.89765,4.74754e-08,0.273729,0.741202,7.36218e-08
1362,-464.823,2,13.4531,31.1524,4.44049e-05,23.2477,13.4233,8.37265,1.87221,0.255253,0.890833,4.98084e-08,0.269966,0.745456,7.29677e-08
1363,-458.138,2,13.4703,30.8169,4.44049e-05,23.2332,13.5212,8.37265,1.89377,0.254113,0.8773,5.22064e-08,0.265413,0.742477,7.21604e-08
1364,-468.162,2,13.4655,30.5867,4.44049e-05,23.2103,13.6598,8.37265,1.89526,0.256084,0.871096,5.04718e-08,0.263056,0.732163,7.39681e-08
1365,-456.01,2,13.4447,30.8324,4.44049e-05,23.1227,13.847,8.37265,1.91372,0.256418,0.865532,5.26548e-08,0.26172,0.730188,7.26761e-08
1366,-467.148,2,13.4566,31.246,4.44049e-05,23.1007,13.6623,8.37265,1.90632,0.257588,0.867083,5.15389e-08,0.263538,0.7302,7.28028e-08
1367,-460.872,2,13.475,30.9861,4.44049e-05,23.0884,13.6485,8.37265,1.90435,0.257397,0.883583,5.18553e-08,0.265343,0.717886,7.39454e-08
1368,-470.801,2,13.5041,30.9622,4.44049e-05,23.1201,13.6253,8.37265,1.89749,0.259926,0.875974,5.11013e-08,0.267415,0.707447,7.30304e-08
1369,-467.323,2,13.5183,30.3097,4.44049e-05,23.1806,13.3216,8.37265,1.87873,0.261797,0.861955,5.22122e-08,0.271039,0.704361,7.46418e-08
1370,-460.267,2,13.5251,30.236,4.44049e-05,23.2401,13.1503,8.37265,1.88691,0.263951,0.853361,5.2221e-08,0.271283,0.704007,7.558e-08
1371,-470.468,2,13.5419,30.123,4.44049e-05,23.2603,13.0107,8.37265,1.86835,0.265772,0.849815,5.15835e-08,0.272919,0.710873,7.6277e-08
1372,-460.806,2,13.5145,30.4388,4.44049e-05,23.2983,12.891,8.37265,1.86647,0.264791,0.828399,5.06184e-08,0.278838,0.738905,7.86996e-08
1373,-463.609,2,13.5082,30.4435,4.44049e-05,23.1923,12.7389,8.37265,1.87062,0.264152,0.801057,5.04662e-08,0.284035,0.745104,7.91874e-08
1374,-461.652,2,13.4856,30.3909,4.44049e-05,23.1177,12.7481,8.37265,1.86984,0.263009,0.792249,5.0638e-08,0.28397,0.750502,8.13177e-08
1375,-459.957,2,13.4758,30.3847,4.44049e-05,23.0244,12.8136,8.37265,1.88557,0.260476,0.795069,4.88254e-08,0.281046,0.750541,8.38889e-08
1376,-465.646,2,13.4644,30.0527,4.44049e-05,22.8622,12.9499,8.37265,1.88194,0.258588,0.799163,4.8862e-08,0.279463,0.73853,8.51775e-08
1377,-461.679,2,13.459,30.2019,4.44049e-05,22.8203,12.9865,8.37265,1.87435,0.258479,0.820717,4.88385e-08,0.276451,0.748747,8.59106e-08
1378,-450.214,2,13.4939,30.6643,4.44049e-05,22.751,12.9675,8.37265,1.86971,0.260383,0.837946,5.10665e-08,0.278222,0.756157,8.74072e-08
1379,-447.018,2,13.5052,31.0773,4.44049e-05,22.6565,13.1464,8.37265,1.87294,0.258634,0.863201,5.28012e-08,0.281514,0.758872,8.84257e-08
1380,-454.193,2,13.508,31.7566,4.44049e-05,22.5501,13.137,8.37265,1.85157,0.258563,0.906527,5.42558e-08,0.280306,0.757651,9.06576e-08
1381,-449.038,2,13.5294,31.2007,4.44049e-05,22.4642,13.3555,8.37265,1.84734,0.259909,0.939582,5.64107e-08,0.281403,0.75526,8.95579e-08
1382,-455.676,2,13.5303,31.6767,4.44049e-05,22.4168,13.4889,8.37265,1.8432,0.261231,0.948363,5.61309e-08,0.282093,0.754021,8.94672e-08
1383,-448.527,2,13.5633,31.5518,4.44049e-05,22.3155,13.5275,8.37265,1.86486,0.263468,0.942456,5.70104e-08,0.282091,0.741657,8.7286e-08
1384,-457.373,2,13.5663,31.5726,4.44049e-05,22.1946,13.6958,8.37265,1.85825,0.263996,0.932156,5.81174e-08,0.286334,0.726316,8.67275e-08
1385,-443.29,2,13.556,31.4284,4.44049e-05,22.1461,13.9008,8.37265,1.86866,0.265309,0.937554,5.79358e-08,0.293344,0.718591,8.86316e-08
1386,-444.15,2,13.5535,30.949,4.44049e-05,22.176,14.0087,8.37265,1.85969,0.265976,0.935185,5.82732e-08,0.298278,0.736072,9.20681e-08
1387,-452.559,2,13.5502,31.1241,4.44049e-05,22.155,14.0411,8.37265,1.859,0.265388,0.920382,5.77947e-08,0.306297,0.74395,9.01571e-08
1388,-444.34,2,13.5126,31.3652,4.44049e-05,22.2233,14.2991,8.37265,1.86783,0.264063,0.91036,5.78053e-08,0.308728,0.743708,9.23315e-08
1389,-449.404,2,13.4926,31.8723,4.44049e-05,22.1682,14.5436,8.37265,1.86451,0.26063,0.910772,5.89358e-08,0.313065,0.745778,9.13099e-08
1390,-453.431,2,13.4847,32.0455,4.44049e-05,22.0377,14.7065,8.37265,1.85821,0.259622,0.905938,5.81968e-08,0.322358,0.752864,8.94043e-08
1391,-447.63,2,13.4568,32.1814,4.44049e-05,21.9416,14.7804,8.37265,1.867,0.257563,0.896537,5.77132e-08,0.331079,0.75603,8.81278e-08
1392,-452.091,2,13.4484,32.2634,4.44049e-05,21.9766,14.7581,8.37265,1.8651,0.257675,0.88694,5.68996e-08,0.339464,0.758903,8.70025e-08
1393,-455.066,2,13.4353,32.2432,4.44049e-05,22.018,14.5954,8.37265,1.86501,0.256822,0.880875,5.56208e-08,0.3462,0.749293,8.65932e-08
1394,-445.666,2,13.4616,32.0983,4.44049e-05,22.083,14.3475,8.37265,1.87198,0.255994,0.875097,5.59487e-08,0.349942,0.740742,8.81344e-08
1395,-431.189,2,13.4725,33.0751,4.44049e-05,22.1538,14.0378,8.37265,1.88521,0.254494,0.876674,5.7949e-08,0.355214,0.739311,9.14405e-08
1396,-437.487,2,13.4859,33.9965,4.44049e-05,22.1387,13.8317,8.37265,1.89503,0.253191,0.875283,5.90807e-08,0.356065,0.733328,9.31965e-08
1397,-440.018,2,13.5453,33.9207,4.44049e-05,22.1386,13.6736,8.37265,1.91087,0.254866,0.865641,5.91422e-08,0.354635,0.730958,9.23078e-08
1398,-441.882,2,13.5665,34.091,4.44049e-05,22.2016,13.4164,8.37265,1.90273,0.256526,0.879234,6.13636e-08,0.348119,0.740757,9.09711e-08
1399,-433.825,2,13.5983,34.8595,4.44049e-05,22.2963,13.0635,8.37265,1.91184,0.259642,0.901491,6.20726e-08,0.343636,0.741686,9.05221e-08
1400,-443.36,2,13.6166,35.3947,4.44049e-05,22.4453,12.9506,8.37265,1.90967,0.260284,0.898337,6.19928e-08,0.338869,0.745278,9.11377e-08
1401,-440.114,2,13.6058,35.3154,4.44049e-05,22.5283,12.9432,8.37265,1.91386,0.25947,0.895682,6.13854e-08,0.333873,0.738581,9.47558e-08
1402,-437.803,2,13.5788,35.0649,4.44049e-05,22.5712,13.0162,8.37265,1.91445,0.260835,0.878916,6.22778e-08,0.33078,0.743746,9.69995e-08
1403,-442.135,2,13.5349,34.9537,4.44049e-05,22.6721,13.0971,8.37265,1.90017,0.259828,0.876041,6.43747e-08,0.33328,0.732806,9.88988e-08
1404,-437.579,2,13.5045,35.1443,4.44049e-05,22.7052,13.339,8.37265,1.88988,0.25873,0.885529,6.5645e-08,0.328681,0.751523,1.00631e-07
1405,-442.202,2,13.4815,35.1003,4.44049e-05,22.6747,13.5714,8.37265,1.88323,0.258184,0.881567,6.70966e-08,0.323872,0.759798,1.00503e-07
1406,-435.659,2,13.4641,34.6487,4.44049e-05,22.6982,13.8591,8.37265,1.88914,0.259162,0.883949,6.80542e-08,0.320399,0.765446,9.9948e-08
1407,-446.749,2,13.4725,34.218,4.44049e-05,22.71,13.8101,8.37265,1.88189,0.260976,0.869582,6.81796e-08,0.318532,0.759199,1.00196e-07
