standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.78521,0.153428,-2.54175,0.055104,-2.27229,0.0621394,-1.75111,0.114395,All
-1.50445,0.127857,-2.15088,0.073472,-1.92568,0.0828525,-1.4373,0.068637,All
-1.22368,0.434714,-1.76001,0.110208,-1.57906,0.207131,-1.1235,0.274548,All
-0.942921,0.332428,-1.36914,0.128576,-1.23245,0.227844,-0.809699,0.411822,All
-0.662158,0.358,-0.978275,0.293888,-0.885832,0.165705,-0.495896,0.366064,All
-0.381396,0.358,-0.587405,0.404096,-0.539217,0.165705,-0.182094,0.388943,All
-0.100634,0.0767142,-0.196536,0.385728,-0.192601,0.310697,0.131708,0.480459,All
0.180129,0.434714,0.194333,0.36736,0.154014,0.414263,0.445511,0.114395,All
0.460891,0.204571,0.585202,0.404096,0.500629,0.352123,0.759313,0.22879,All
0.741654,0.281285,0.976072,0.238784,0.847244,0.455689,1.07312,0.480459,All
1.02242,0.588142,1.36694,0.146944,1.19386,0.372836,1.38692,0.343185,All
1.30318,0.358,1.75781,0.055104,1.54048,0.165705,1.70072,0.114395,All
1.58394,0.127857,2.14868,0.09184,1.88709,0.124279,2.01452,0.045758,All
