parameter,value,se_lin,rse_lin
Cl_pop,20.6145298336492,4.02766667028273,19.5379991820544
beta_Cl_tSCRMGDL,-0.414263064372665,0.182257733471291,43.9956513495334
V1_pop,24.0762221795768,2.16173003692586,8.9786928397745
Q_pop,23.4,,
V2_pop,12.6965186850844,2.93153431581473,23.0892765846014
omega_Cl,0.223260294925643,0.0425984717024769,19.0801824913222
omega_V1,0.303200320397948,0.0710604147561902,23.4367874885237
omega_Q,0.875781931707116,0.248001854161855,28.3177632676708
omega_V2,0.794294407365526,0.187233579372307,23.5723149547677
a,1.87797410781569,0.221336454167832,11.785916176729
