parameter,value,se_lin,rse_lin
Cl_pop,20.6286450295336,4.04345190083322,19.6011511907074
beta_Cl_tSCRMGDL,-0.414738994597929,0.182849039995145,44.0877376800339
V1_pop,23.9220519442167,2.1299848489614,8.90385512885042
Q_pop,23.4,,
V2_pop,12.7774426583986,2.98665564382207,23.3744398129539
omega_Cl,0.224006270683794,0.0427277474082406,19.0743532660097
omega_V1,0.299152450032743,0.0706876686488547,23.6293129610397
omega_Q,0.878825925535443,0.24768915225577,28.1840971071558
omega_V2,0.807470432565663,0.188931516865826,23.3979486116307
a,1.87613707748782,0.220997287325864,11.7793784887926
