iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9774,0.0452441,26.0066,0.164916,33.2707,0.734365,20.5733,0.776223
2,14.0348,0.0426599,26.005,0.152133,31.0702,0.659142,19.897,0.681041
3,14.0242,0.04312,25.9934,0.147713,30.4429,0.6222,19.7793,0.646666
4,14.0263,0.0433013,26.0119,0.148366,30.7793,0.646388,19.6829,0.631044
5,14.0257,0.0424818,26.0011,0.149109,31.2749,0.656799,19.426,0.614916
6,14.0092,0.0428267,25.9626,0.150232,31.7824,0.668203,19.2781,0.606374
7,14.0187,0.0425283,25.9425,0.150803,32.3717,0.679687,18.8177,0.587901
8,14.0473,0.0429319,25.9272,0.149831,32.776,0.678803,18.8265,0.590139
9,14.0506,0.0441928,25.8841,0.147965,32.9799,0.673939,19.0705,0.597431
10,14.0416,0.0440078,25.8477,0.14647,33.47,0.681799,19.1065,0.586501
11,14.0377,0.0437505,25.8445,0.146372,33.3982,0.676453,18.9631,0.572381
12,14.0283,0.0432076,25.8643,0.144648,33.859,0.681447,18.9166,0.564325
13,14.0242,0.0427578,25.8668,0.143849,33.658,0.674569,19.023,0.561747
14,14.021,0.0423716,25.8864,0.143248,33.5943,0.670291,19.1199,0.562313
15,14.0198,0.0425309,25.8394,0.142569,33.7597,0.671664,19.291,0.558269
16,14.0212,0.042557,25.7984,0.142506,33.8811,0.670288,19.5801,0.555422
17,14.0094,0.0425982,25.83,0.142441,34.3561,0.674322,19.5788,0.552497
18,14.0031,0.0423604,25.8028,0.141098,34.5948,0.672335,19.4944,0.545566
19,14.0029,0.0420128,25.7549,0.141613,34.6155,0.674693,19.4472,0.540378
20,13.9978,0.0420601,25.6846,0.142824,35.1768,0.676984,19.4846,0.539467
21,13.9949,0.0421294,25.6282,0.143635,35.8911,0.681989,19.3663,0.537562
22,13.9899,0.0419898,25.6332,0.142518,35.6663,0.676977,19.2759,0.533241
23,13.9919,0.0418058,25.6622,0.14207,35.4048,0.675858,19.1902,0.530887
24,13.9969,0.0419634,25.6924,0.140914,35.099,0.675216,19.1099,0.528211
25,13.9913,0.0419398,25.7265,0.140504,34.8956,0.673481,19.1402,0.528607
26,13.9933,0.042174,25.7445,0.140192,34.7166,0.671339,19.1272,0.526922
27,13.9954,0.0425342,25.7611,0.13987,34.6033,0.669061,19.1261,0.529481
28,13.9939,0.0425013,25.7716,0.140628,34.6584,0.670633,19.1691,0.529125
29,13.9911,0.0424757,25.7643,0.140113,34.8179,0.671681,19.1059,0.526472
30,13.9924,0.0426767,25.7523,0.139959,34.8316,0.672542,19.0071,0.52496
31,13.995,0.0427509,25.7514,0.139766,34.7002,0.671296,18.94,0.523237
32,13.9933,0.0427276,25.7506,0.139153,34.4677,0.670875,18.8888,0.523121
33,13.996,0.0426133,25.7716,0.138582,34.289,0.668578,18.9533,0.523993
34,13.9962,0.0423337,25.7608,0.138533,34.3398,0.668965,18.9792,0.52207
35,13.9939,0.0423036,25.7457,0.139316,34.5715,0.675039,18.976,0.522425
36,13.9948,0.0423274,25.7387,0.14029,34.6152,0.67861,18.9359,0.520436
37,13.9929,0.0422238,25.7315,0.14044,34.5951,0.680022,18.9471,0.518469
38,13.9916,0.042339,25.7255,0.140641,34.5684,0.683123,18.9761,0.519047
39,13.9927,0.042409,25.7267,0.141695,34.5575,0.686169,19.0069,0.519978
40,13.9941,0.0423488,25.7091,0.142162,34.7503,0.686755,19.0256,0.519365
41,13.9934,0.0422923,25.6611,0.143283,35.0131,0.690192,19.0413,0.517241
42,13.9946,0.0424265,25.6315,0.143556,35.1223,0.694291,19.0553,0.516264
43,13.9935,0.0423592,25.6226,0.143649,35.0715,0.694748,19.0541,0.515191
44,13.996,0.0424091,25.6107,0.144165,35.1157,0.694747,19.0799,0.516728
45,13.9983,0.0424678,25.5941,0.14466,35.1083,0.693177,19.0802,0.518754
46,13.9978,0.0424171,25.5781,0.144756,35.1467,0.692599,19.0708,0.519222
47,13.9973,0.0423582,25.5685,0.14515,35.309,0.694567,19.0411,0.518281
48,13.9989,0.0424011,25.5602,0.14577,35.3606,0.695712,19.0179,0.520307
49,13.9992,0.0424831,25.5502,0.146612,35.2845,0.698341,19.0204,0.523497
50,13.9998,0.0424698,25.5518,0.147207,35.1921,0.696856,19.0178,0.52584
51,13.9993,0.0425201,25.5461,0.147147,35.1146,0.696475,19.0198,0.528476
52,13.9991,0.0425,25.5462,0.147052,35.2453,0.696534,19.0457,0.528935
53,13.9989,0.0424471,25.5413,0.14717,35.1917,0.694275,19.0431,0.529432
54,14,0.042462,25.5393,0.146878,35.2313,0.693192,19.0279,0.529157
55,14.0008,0.0424825,25.5446,0.1466,35.2226,0.693079,19.0539,0.52894
56,13.9993,0.0424793,25.5547,0.146559,35.2386,0.694045,19.0443,0.529604
57,13.9995,0.0423678,25.5615,0.146551,35.1564,0.693087,19.0698,0.529633
58,13.9981,0.0424198,25.5604,0.14638,35.1324,0.691741,19.0426,0.528135
59,13.9962,0.0424339,25.5579,0.146577,35.1268,0.691679,19.0217,0.527264
60,13.9949,0.0425055,25.5576,0.146513,35.0679,0.690681,19.0095,0.525805
61,13.9947,0.0425013,25.558,0.146496,35.0715,0.689367,19.0203,0.524033
62,13.9967,0.0425091,25.5507,0.146348,35.1509,0.690886,18.9722,0.522709
63,13.9949,0.0424379,25.5362,0.146725,35.1837,0.691092,18.9509,0.521337
64,13.9927,0.0424148,25.5383,0.147128,35.1376,0.69152,18.9417,0.521112
65,13.9902,0.04243,25.5439,0.147447,35.1395,0.690849,18.9365,0.521311
66,13.9866,0.0424274,25.5471,0.147592,35.1937,0.690769,18.9372,0.520094
67,13.985,0.0424606,25.5364,0.147504,35.1179,0.689214,18.9625,0.518959
68,13.9832,0.0425312,25.5338,0.147196,35.048,0.687201,18.9549,0.516846
69,13.9817,0.0425318,25.5289,0.147139,35.023,0.685514,18.9413,0.515607
70,13.9808,0.0425519,25.5259,0.14697,35.0839,0.68438,18.9117,0.514122
71,13.9831,0.0424957,25.5256,0.146704,35.0677,0.68368,18.8767,0.513506
72,13.9843,0.0424115,25.5205,0.146669,35.0526,0.6824,18.8366,0.51308
73,13.985,0.042388,25.5271,0.146559,35.0113,0.681394,18.8277,0.511365
74,13.9858,0.0423499,25.5248,0.14674,34.9781,0.680898,18.8185,0.510383
75,13.9853,0.0422759,25.5311,0.146673,35.0038,0.680946,18.811,0.509997
76,13.9856,0.0422599,25.5275,0.146483,34.9805,0.67964,18.8196,0.509657
77,13.9857,0.0422896,25.5327,0.146297,34.9856,0.67876,18.8073,0.50851
