iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,678.457,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,672.959,1,18.4271,25.5051,18.2185,0.95,0.285,-0.337645,0.974679,0.974679,0.974679,0.976347
3,661.109,1,19.8067,23.9684,16.1714,0.9025,0.27075,-0.339991,0.95,0.95,0.95,0.951626
4,652.373,1,19.4291,25.1274,16.9827,0.857375,0.257212,-0.348798,0.925945,0.925945,0.925945,0.92753
5,637.569,1,18.3891,24.4538,16.5547,0.814506,0.244352,-0.316677,0.9025,0.9025,0.9025,0.904044
6,624.94,1,18.9193,24.6021,15.1222,0.773781,0.232134,-0.34278,0.879648,0.879648,0.879648,0.881153
7,622.929,1,18.5499,23.6501,14.0807,0.735092,0.220528,-0.35529,0.857375,0.857375,0.857375,0.858842
8,618.631,1,20.0533,23.7511,15.6639,0.698337,0.209501,-0.390017,0.835666,0.835666,0.849625,0.837096
9,611.867,1,19.9063,24.103,13.9226,0.66342,0.199026,-0.398839,0.814506,0.814506,0.828112,0.8159
10,602.295,1,18.9758,22.2743,11.8732,0.630249,0.189075,-0.369114,0.793882,0.809589,0.807144,0.795241
11,592.032,1,18.5402,25.0306,13.5674,0.598737,0.179621,-0.346294,0.773781,0.789089,0.786707,0.775105
12,596.222,1,19.0287,25.5328,14.6565,0.5688,0.17064,-0.361402,0.754188,0.859081,0.766787,0.755479
13,592.227,1,18.7699,24.3287,14.6749,0.54036,0.162108,-0.343966,0.735092,0.837329,0.747372,0.73635
14,576.826,1,18.671,24.5443,14.601,0.513342,0.154003,-0.333694,0.716479,0.839665,0.728448,0.717705
15,566.4,1,19.1848,25.8143,14.8056,0.487675,0.146302,-0.35355,0.698337,0.900189,0.710003,0.699532
16,552.437,1,18.7969,25.7288,14.9922,0.463291,0.138987,-0.343019,0.680655,0.88989,0.692025,0.68182
17,554.278,1,18.8762,26.0037,15.3436,0.440127,0.132038,-0.33447,0.66342,0.958156,0.674503,0.664556
18,548.561,1,19.0233,25.7856,15.7025,0.41812,0.125436,-0.346309,0.646622,0.933895,0.657424,0.700321
19,537.389,1,19.1092,26.0411,14.549,0.8968,0.113789,-0.354855,0.630249,0.910248,0.640778,0.693091
20,541.144,1,19.0198,25.892,15.8303,1.10387,0.104211,-0.350594,0.614291,0.8872,0.624553,0.694923
21,542.782,1,19.5165,26.5455,16.2614,1.22396,0.103554,-0.376741,0.598737,0.877074,0.608739,0.700239
22,520.283,1,18.6465,26.7575,15.5947,1.16277,0.0983767,-0.339081,0.583577,0.959631,0.593325,0.682509
23,525.68,1,18.6497,25.9703,16.9299,1.10463,0.0934579,-0.346735,0.5688,0.940167,0.578302,0.665227
