Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.7996,0.0717269,13.3055,0.0139773,54.3246,0.00968641,4.56289,0.0621452,All
9.80054,0.179317,16.3874,0.0279545,159.574,0.000341071,9.184,0.0559306,All
10.8015,0.0788996,19.4694,0.05125,264.823,0.000136428,13.8051,0.0248581,All
11.8024,0.10759,22.5513,0.0885227,370.072,0,18.4262,0.0139827,All
12.8034,0.0645543,25.6332,0.0582386,475.322,0,23.0473,0.0108754,All
13.8043,0.093245,28.7152,0.0326136,580.571,0,27.6684,0.00621452,All
14.8053,0.0788996,31.7971,0.0326136,685.82,0,32.2895,0.0108754,All
15.8062,0.0502089,34.879,0.0186363,791.07,0,36.9106,0.0201972,All
16.8072,0.0717269,37.9609,0.00698863,896.319,0,41.5318,0.00776815,All
17.8081,0.10759,41.0429,0.00232954,1001.57,0,46.1529,0.00466089,All
18.8091,0.10759,44.1248,0.00465909,1106.82,0,50.774,0.00932177,All
19.81,0.0502089,47.2067,0.00931817,1212.07,0,55.3951,0.00310726,All
20.811,0.0143454,50.2887,0.00232954,1317.32,6.82141e-05,60.0162,0.00310726,All
