iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,695.41,1,6.75429,26.1537,23.8987,6.55784,1,0.3,1,1,1,1
2,641.247,1,13.6572,25.5843,27.1242,8.37138,1.42122,0.220218,0.289748,0.831997,0.546188,0.86369
3,575.415,1,14.0142,26.4453,26.209,8.86393,1.46938,0.155633,0.236506,0.752417,0.419391,0.808461
4,551.032,1,13.5127,22.2349,25.155,10.1535,1.28941,0.137914,0.240198,0.643848,0.441904,0.714013
5,532.353,1,13.3484,24.7272,25.3035,10.3112,1.21238,0.125921,0.255647,0.662908,0.350301,0.674522
6,514.282,1,13.6002,22.7182,24.9406,11.2088,1.4363,0.108597,0.2535,0.500859,0.340742,0.685797
7,510.196,1,13.5034,23.4697,24.1418,10.5233,1.67177,0.0890862,0.25729,0.51623,0.318552,0.764141
8,490.157,1,13.6254,23.192,25.4153,11.5417,1.66665,0.0731154,0.255126,0.539481,0.334556,0.689128
9,487.694,1,13.4883,22.78,25.733,11.2673,1.66661,0.0697935,0.254424,0.52394,0.352747,0.684207
10,485.129,1,13.3447,23.1856,25.4342,10.2685,1.62423,0.0637546,0.249903,0.681065,0.339897,0.684131
11,490.599,1,13.4175,24.5926,25.5301,10.9136,1.64465,0.062694,0.261033,0.736948,0.330511,0.757347
12,484.643,1,13.47,21.278,25.6185,10.8036,1.55089,0.064064,0.258921,0.740375,0.341126,0.700757
13,480.863,1,13.5952,21.1923,25.5454,10.6195,1.65381,0.0572508,0.268461,0.623624,0.349753,0.747245
14,476.551,1,13.5965,21.796,25.173,10.4961,1.55664,0.0560959,0.269355,0.68027,0.337024,0.789398
15,463.371,1,13.606,22.1903,25.4769,10.1337,1.55347,0.047963,0.267405,0.675111,0.313527,0.803996
16,457.85,1,13.5944,23.9698,25.3589,10.2773,1.44915,0.0501586,0.258422,0.649258,0.330339,0.805717
17,467.364,1,13.6151,24.1422,25.2233,10.3946,1.58805,0.0479554,0.263642,0.680671,0.361061,0.741668
18,461.203,1,13.5575,25.2788,25.3007,10.0133,1.60124,0.0443549,0.259722,0.685499,0.342361,0.728073
19,462.242,1,13.4776,24.226,24.871,10.5587,1.48105,0.0491723,0.254382,0.688639,0.344034,0.819477
20,471.634,1,13.5908,24.1916,24.7482,12.7034,1.59093,0.0520406,0.265099,0.714456,0.309571,0.790763
21,457.895,1,13.6002,24.5673,25.1111,11.9136,1.59131,0.0452519,0.262935,0.665099,0.296674,0.761644
22,450.266,1,13.4374,22.5681,24.762,11.6185,1.59075,0.0399653,0.259918,0.659787,0.277393,0.798891
23,461.556,1,13.3721,23.7989,24.6794,11.3784,1.65953,0.0421277,0.257757,0.688336,0.277752,0.851921
24,467.803,1,13.4594,22.1783,24.8008,11.0655,1.71416,0.0406824,0.257489,0.795608,0.288423,0.81566
25,472.446,1,13.5034,23.265,25.5685,10.8281,1.81795,0.0386337,0.256608,0.767648,0.28784,0.845604
26,477.094,1,13.6515,21.1155,25.7528,10.5079,1.73702,0.0448719,0.254777,0.807344,0.272869,0.953634
27,476.895,1,13.6071,20.7233,25.6588,11.5137,1.76692,0.0398272,0.265796,0.790719,0.284433,1.00662
28,480.058,1,13.555,19.8875,26.3264,10.2558,1.69065,0.044152,0.260639,0.777385,0.294617,1.12161
29,485.54,1,13.5363,19.6352,25.8027,12.8049,1.69074,0.0478032,0.267551,0.855973,0.274197,1.08874
30,474.399,1,13.5096,20.29,25.7046,13.0942,1.65886,0.0444399,0.256644,0.802275,0.261531,1.10314
31,469.285,1,13.5895,20.5607,25.1076,12.1968,1.61985,0.0419839,0.263501,0.766454,0.263403,1.15595
32,463.085,1,13.4928,20.6469,24.9169,11.1584,1.53903,0.0430143,0.254585,0.742177,0.269656,1.14208
33,460.349,1,13.526,21.9044,25.1795,11.3659,1.47153,0.0463169,0.261205,0.738178,0.256606,1.1069
34,460.494,1,13.543,20.3544,25.0356,11.6583,1.56124,0.0428193,0.257354,0.807267,0.263318,0.936034
35,473.928,1,13.6265,21.3884,24.7746,12.97,1.56127,0.0457414,0.271175,0.861697,0.281631,1.09073
36,464.491,1,13.4,22.4738,24.4034,12.126,1.56246,0.0417441,0.254982,0.833749,0.275305,1.03578
37,462.632,1,13.5418,24.3541,24.664,12.7645,1.56244,0.0408822,0.25897,0.896307,0.254848,1.01445
38,460.569,1,13.4419,23.6545,24.5071,13.1318,1.48048,0.0434748,0.251796,0.847406,0.290052,0.988715
39,458.54,1,13.5145,21.7125,24.3543,13.8559,1.56117,0.0389696,0.249364,0.866692,0.274792,0.967928
40,466.351,1,13.4365,26.2456,24.0083,12.1603,1.63802,0.0407461,0.263967,0.902638,0.277662,0.837997
41,476.198,1,13.4856,30.5751,23.4479,12.5238,1.82161,0.0349517,0.262738,0.98521,0.282889,0.843813
42,475.792,1,13.5431,27.8181,23.4342,12.2926,1.77178,0.0376082,0.269858,0.963452,0.277482,0.860632
43,474.068,1,13.6477,28.2421,23.5533,12.6045,1.73954,0.0389813,0.262024,1.06461,0.274825,0.797209
44,468.581,1,13.5096,27.6089,23.1812,12.9058,1.61956,0.044129,0.258094,1.09456,0.253218,0.759323
45,463.007,1,13.5312,29.3749,23.2378,12.9896,1.58529,0.0479497,0.261339,0.944081,0.23192,0.727793
46,457.706,1,13.645,25.3308,23.1944,13.5389,1.67455,0.0386016,0.270783,0.835357,0.25397,0.738139
47,463.278,1,13.4142,25.894,23.5149,13.2566,1.60995,0.0433061,0.263683,0.864805,0.270639,0.773443
48,460.639,1,13.4048,24.7191,23.8445,13.4246,1.68636,0.0370065,0.249618,0.871343,0.267843,0.820921
