standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.70225,0.251047,-2.12398,0.0561714,-2.19002,0.0294477,-2.27877,0.0675387,All
-1.41627,0.150628,-1.74054,0.0748952,-1.70241,0.103067,-1.95986,0.112564,All
-1.13029,0.451884,-1.35709,0.205962,-1.2148,0.279753,-1.64096,0.0900516,All
-0.844303,0.251047,-0.973653,0.205962,-0.727191,0.235582,-1.32205,0.202616,All
-0.558321,0.451884,-0.590212,0.3932,-0.239582,0.368097,-1.00314,0.427745,All
-0.272339,0.200837,-0.20677,0.599162,0.248027,0.441716,-0.684239,0.225129,All
0.0136432,0.150628,0.176672,0.318305,0.735636,0.294477,-0.365334,0.337693,All
0.299625,0.401675,0.560113,0.337029,1.22324,0.250306,-0.0464281,0.382719,All
0.585607,0.276151,0.943555,0.337029,1.71085,0.117791,0.272477,0.382719,All
0.87159,0.37657,1.327,0.168514,2.19846,0.0736193,0.591383,0.180103,All
1.15757,0.476989,1.71044,0.0561714,2.68607,0,0.910289,0.405232,All
1.44355,0.251047,2.09388,0.0374476,3.17368,0,1.22919,0.382719,All
1.72954,0.075314,2.47732,0.0187238,3.66129,0.0147239,1.5481,0.180103,All
