iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Q_LMP_1,beta_Q_logtAGEA,beta_Q_logtALBGDL,beta_Q_logtPROGDL,beta_V1_ANTU_1,beta_V1_logtCLCRMLMIN,beta_V1_logtPROGDL,beta_V2_SEXF_1,beta_V2_logtHCM,beta_V2_logtRAL,omega_Cl,omega_Q,omega_V1,omega_V2
127,280.274,1,13.5064,25.1025,2.19353,1.36561,0.0436281,0.93868,1.38705,18.4173,-18.0995,-0.234561,-1.44917,-0.457799,5.33652,45.5124,0.276276,0.246051,0.114501,0.0895107,0.107301
128,278.894,1,13.5823,25.1766,2.31471,1.30732,0.0437101,0.928413,1.3607,18.1276,-17.8825,-0.279633,-1.45211,-0.498609,5.19939,44.0182,0.276208,0.254032,0.111602,0.0961064,0.104584
129,284.735,1,13.6205,25.0531,2.14793,1.33837,0.041388,0.90999,1.37796,18.1398,-17.8702,-0.260109,-1.51987,-0.40877,5.2693,44.545,0.258048,0.262365,0.110866,0.100458,0.101936
130,280.5,1,13.478,24.8647,2.22988,1.30941,0.0412422,0.866831,1.42105,17.9454,-17.7044,-0.227001,-1.55826,-0.432724,5.18764,43.6496,0.25261,0.268059,0.119198,0.0988088,0.0993549
131,280.812,1,13.4218,25.4793,2.25633,1.35324,0.038473,0.901126,1.38668,18.1735,-18.0423,-0.227115,-1.54418,-0.379354,5.13253,43.2449,0.250999,0.26312,0.122552,0.106461,0.0968392
132,291.615,1,13.4834,25.3428,2.31606,1.4098,0.0406389,0.900281,1.34093,18.1667,-18.0685,-0.235683,-1.48381,-0.355147,5.11284,42.8953,0.267427,0.256458,0.132727,0.103765,0.0943871
133,288.167,1,13.5364,25.5271,2.23602,1.35819,0.0398614,0.878914,1.26933,17.8187,-17.6979,-0.256455,-1.50599,-0.486335,5.11512,42.6768,0.23833,0.261164,0.132904,0.101138,0.100498
134,289.149,1,13.3749,24.9681,2.26755,1.38757,0.0431013,0.929891,1.23284,18.1495,-18.2166,-0.204964,-1.59419,-0.494602,5.18356,43.3962,0.258445,0.255666,0.129538,0.103515,0.0979534
135,283.296,1,13.4744,25.064,2.25183,1.39525,0.0383137,0.907465,1.30464,18.1968,-18.0901,-0.207775,-1.5417,-0.495866,5.21122,43.7279,0.263863,0.255136,0.126258,0.101469,0.0954732
136,282.504,1,13.474,24.9028,2.26332,1.31586,0.0418337,0.897396,1.21342,18.2519,-18.1145,-0.197844,-1.55072,-0.531734,5.13035,43.1106,0.271829,0.262979,0.123062,0.100436,0.0930557
137,284.818,1,13.5326,25.0544,2.24175,1.32504,0.0436322,0.869884,1.20844,18.097,-17.9605,-0.210047,-1.43384,-0.479297,5.16655,43.6474,0.256215,0.266298,0.119946,0.0978928,0.102898
138,293.841,1,13.5336,25.0629,2.30741,1.39253,0.0450338,0.862498,1.19693,17.9599,-17.7302,-0.230313,-1.39274,-0.436623,5.12728,43.3674,0.256314,0.262627,0.116908,0.0963905,0.100292
139,290.224,1,13.6544,25.363,2.27121,1.3925,0.0430871,0.867632,1.24505,18.137,-17.98,-0.270179,-1.34928,-0.51387,5.15417,43.0382,0.245034,0.26964,0.12293,0.0975106,0.0977527
140,290.162,1,13.6267,25.3037,2.27855,1.35891,0.0455101,0.843163,1.36263,18.8212,-18.6296,-0.264412,-1.47673,-0.523666,5.15541,43.1225,0.264108,0.266576,0.119818,0.0950416,0.099604
141,288.913,1,13.5931,24.9982,2.29465,1.35892,0.0463251,0.82144,1.35545,18.5219,-18.2762,-0.240273,-1.46695,-0.53483,5.12768,42.6214,0.262648,0.262353,0.116784,0.0926351,0.097082
142,284.748,1,13.6162,25.1329,2.25692,1.35892,0.0455055,0.762785,1.37139,18.5199,-18.2844,-0.227817,-1.36053,-0.409975,5.17264,43.139,0.271606,0.257913,0.113827,0.0911414,0.0946238
143,285.366,1,13.5247,25.3958,2.18863,1.32148,0.0456366,0.758179,1.40569,18.3552,-18.1457,-0.232528,-1.39298,-0.453403,5.278,43.5023,0.259582,0.264859,0.110945,0.0888337,0.106285
144,286.419,1,13.6119,25.2831,2.04222,1.34304,0.045504,0.772401,1.42644,18.4844,-18.1443,-0.237474,-1.40183,-0.406481,5.46785,45.1419,0.251549,0.266912,0.108135,0.0865843,0.106612
145,291.684,1,13.481,25.6244,1.96548,1.34308,0.0486526,0.804756,1.4483,18.3927,-18.1129,-0.242273,-1.42915,-0.36081,5.48745,45.3844,0.223923,0.261579,0.108361,0.0894057,0.103912
146,284.681,1,13.4373,25.6115,2.06758,1.35268,0.0440184,0.718966,1.46646,18.1767,-17.9974,-0.249049,-1.51588,-0.412992,5.38956,44.6385,0.250701,0.257927,0.105618,0.0947448,0.101281
147,286.311,1,13.5534,25.6954,2.07824,1.35274,0.0458569,0.738351,1.46854,18.2258,-18.0965,-0.260056,-1.47811,-0.377634,5.3875,45.2998,0.252063,0.259641,0.102943,0.0923458,0.10229
148,285.475,1,13.5625,25.628,2.10812,1.3787,0.0451035,0.794667,1.47578,18.4518,-18.428,-0.252655,-1.4736,-0.378127,5.35989,44.9316,0.259999,0.26233,0.100337,0.0900075,0.108124
149,281.971,1,13.4362,25.6646,2.1674,1.34756,0.0455812,0.787068,1.41515,18.4473,-18.4905,-0.262218,-1.35107,-0.488395,5.28284,44.2678,0.255778,0.262183,0.0977961,0.0938111,0.105386
150,279.04,1,13.5418,25.5471,2.18792,1.37332,0.0437251,0.788204,1.46824,18.4482,-18.2967,-0.256091,-1.27369,-0.496253,5.24506,43.4832,0.242619,0.26397,0.0953199,0.0914357,0.102717
151,274.064,1,13.668,25.6216,2.24172,1.31115,0.0422148,0.82358,1.52404,18.5124,-18.2408,-0.227143,-1.36584,-0.459209,5.19525,43.1713,0.235126,0.257286,0.100238,0.0891205,0.100117
152,281.82,1,13.5292,25.7897,2.25977,1.33297,0.0450736,0.767705,1.46357,18.4023,-18.2098,-0.223134,-1.40265,-0.379277,5.18247,43.0566,0.231582,0.256691,0.0977003,0.0992372,0.104124
153,270.755,1,13.463,25.6186,2.15023,1.32997,0.0405547,0.73556,1.49993,18.4727,-18.4491,-0.252943,-1.51736,-0.394601,5.33241,44.3691,0.223774,0.254614,0.0952264,0.0967245,0.101487
154,281.849,1,13.5604,25.8461,2.05064,1.39336,0.0420789,0.744699,1.4464,18.3142,-18.2669,-0.298752,-1.46358,-0.473429,5.48164,45.6869,0.234006,0.258096,0.10353,0.0998383,0.0989176
155,290.23,1,13.5921,25.6055,2.06166,1.35343,0.0446055,0.757206,1.38502,18.1584,-18.0938,-0.267353,-1.43224,-0.450033,5.44698,45.2214,0.25834,0.262586,0.117221,0.0973103,0.0971255
156,282.412,1,13.5461,26.0475,2.04069,1.26221,0.0456777,0.754314,1.37595,18.0313,-17.9692,-0.26822,-1.43884,-0.473663,5.4694,45.2409,0.254953,0.260996,0.114253,0.101051,0.0946662
157,273.225,1,13.5181,26.3091,2.00614,1.30884,0.04471,0.792356,1.39611,18.4119,-18.2639,-0.310708,-1.32666,-0.513388,5.45148,45.1151,0.233986,0.259725,0.11136,0.0984925,0.0922692
158,280.897,1,13.7194,25.7651,2.02055,1.34073,0.0449953,0.755289,1.43485,18.1513,-17.9906,-0.275733,-1.45259,-0.501415,5.38556,44.8037,0.242068,0.260723,0.108541,0.0959986,0.0899329
159,282.432,1,13.6363,25.8146,1.9954,1.30736,0.0420647,0.727956,1.44001,18.2007,-18.0518,-0.277956,-1.5593,-0.467873,5.41582,44.9035,0.240116,0.263181,0.112034,0.108189,0.0887881
160,275.205,1,13.577,25.644,1.95994,1.30704,0.0403761,0.772465,1.38756,18.4268,-18.3543,-0.265741,-1.58018,-0.529881,5.40427,44.5889,0.212074,0.263679,0.109198,0.108762,0.0865399
161,282.479,1,13.4847,25.4604,1.97085,1.34222,0.0433436,0.810912,1.38138,18.3807,-18.264,-0.288415,-1.62817,-0.365241,5.42041,45.167,0.226897,0.259057,0.106433,0.106471,0.090624
162,271.859,1,13.5687,25.6841,1.98608,1.29864,0.0416424,0.788701,1.44073,18.1788,-17.9783,-0.283369,-1.62158,-0.456592,5.44362,45.5681,0.250573,0.261524,0.103738,0.103775,0.0883293
163,268.736,1,13.5285,25.5044,1.91832,1.32457,0.0416751,0.788801,1.4118,18.2856,-18.1272,-0.266901,-1.52935,-0.332422,5.46197,45.5025,0.248831,0.263537,0.101111,0.103842,0.0860928
164,276.791,1,13.6174,25.7444,1.82829,1.29234,0.0458869,0.738161,1.43998,18.3912,-18.2803,-0.287054,-1.3919,-0.403113,5.54064,45.9267,0.230487,0.260996,0.105859,0.101213,0.0839128
165,273.764,1,13.6079,25.8837,1.79654,1.35611,0.0417643,0.808489,1.46175,18.3553,-18.2651,-0.267894,-1.46596,-0.436897,5.57345,46.347,0.21844,0.261272,0.103179,0.0986501,0.0817881
166,271.106,1,13.5229,25.7937,1.80307,1.28864,0.0443738,0.788666,1.41818,18.2439,-18.0547,-0.2551,-1.41961,-0.427611,5.62198,46.7721,0.207572,0.26201,0.100566,0.0961522,0.0822902
167,271.354,1,13.6652,26.1107,1.79923,1.33175,0.045085,0.778548,1.39895,18.2721,-18.0418,-0.240352,-1.30171,-0.511756,5.63378,46.8922,0.213773,0.263466,0.09802,0.0937176,0.0802065
168,269.455,1,13.6742,25.6185,1.79308,1.33175,0.044495,0.78095,1.42006,18.3314,-18.0834,-0.213524,-1.31974,-0.410456,5.61891,46.7968,0.195143,0.256795,0.0955381,0.0913446,0.0781757
169,267.049,1,13.6206,25.8128,1.7811,1.35461,0.0429365,0.800248,1.4904,18.2644,-17.9834,-0.236797,-1.34374,-0.457034,5.61999,46.8749,0.2069,0.263802,0.093119,0.0890317,0.0761962
170,265.809,1,13.547,25.7276,1.80849,1.39411,0.0411699,0.80739,1.52757,18.2373,-17.8658,-0.228426,-1.33215,-0.517145,5.61802,47.0585,0.199291,0.263903,0.092664,0.0867774,0.0742669
171,260.788,1,13.5609,25.7588,1.85687,1.34923,0.0413335,0.82495,1.5797,18.436,-17.9922,-0.244198,-1.33374,-0.607223,5.57676,46.9472,0.191991,0.265211,0.0903177,0.0845802,0.0723864
172,268.99,1,13.6296,25.7032,1.8663,1.34929,0.0451359,0.816781,1.51752,18.3077,-18.0299,-0.241453,-1.35055,-0.579243,5.53,46.8146,0.204538,0.26651,0.0880308,0.0873551,0.0732217
173,270.343,1,13.4909,25.7836,1.8625,1.30286,0.0461909,0.835482,1.45171,18.2967,-18.0426,-0.272211,-1.26195,-0.5493,5.54158,46.9126,0.201413,0.259762,0.0901875,0.0903692,0.0740864
174,280.651,1,13.5638,25.901,1.8388,1.32589,0.04908,0.842394,1.39253,18.3537,-18.1131,-0.28823,-1.31753,-0.473719,5.58373,46.8214,0.212276,0.255723,0.0953011,0.088081,0.0835056
175,277.073,1,13.5555,25.435,1.84323,1.32584,0.0476457,0.857312,1.36603,18.3921,-18.2191,-0.281062,-1.43023,-0.425502,5.55754,46.4501,0.207236,0.259207,0.092888,0.0899733,0.0813912
176,277.633,1,13.5472,25.5116,1.81454,1.28164,0.0480907,0.87331,1.36745,18.4755,-18.2735,-0.290426,-1.38116,-0.429582,5.64039,46.895,0.223786,0.262078,0.090536,0.0926826,0.0890195
177,281.21,1,13.5605,25.5511,1.76383,1.36208,0.0453891,0.882417,1.31677,18.2279,-18.0487,-0.295598,-1.30638,-0.442825,5.69284,47.2021,0.230887,0.265718,0.0882436,0.0957668,0.0884395
178,273.795,1,13.4992,25.4733,1.80315,1.32971,0.0435948,0.877629,1.30357,18.3275,-18.1832,-0.281537,-1.3613,-0.461044,5.70537,47.2395,0.242777,0.258989,0.0860092,0.0987133,0.0901683
179,274.165,1,13.4058,25.6075,1.85782,1.30182,0.0426246,0.919561,1.27042,18.2133,-18.066,-0.257997,-1.45185,-0.301766,5.60919,45.9104,0.237824,0.264715,0.0934677,0.100699,0.0878852
180,274.18,1,13.4552,25.6387,1.87888,1.30186,0.0432447,0.92428,1.22716,18.3193,-18.1803,-0.273792,-1.36522,-0.370261,5.58587,46.243,0.249611,0.264592,0.0933133,0.0981488,0.0870993
181,276.179,1,13.4652,25.4395,1.88354,1.3019,0.0437669,0.940533,1.3557,18.7027,-18.4707,-0.270958,-1.44267,-0.363134,5.60134,46.403,0.246967,0.262744,0.0930857,0.09832,0.0848939
182,283.831,1,13.4492,25.4928,1.90011,1.40802,0.0450551,0.923993,1.3582,18.617,-18.4198,-0.28364,-1.45745,-0.368906,5.62002,46.8093,0.250117,0.26684,0.0907287,0.105772,0.0827444
183,277.841,1,13.5461,25.2737,1.95634,1.43472,0.0406625,0.930881,1.30831,18.6297,-18.5087,-0.284826,-1.31868,-0.480401,5.56439,46.5145,0.235844,0.267904,0.0920917,0.103094,0.0806492
184,275.943,1,13.3812,25.3062,1.95028,1.35753,0.0440059,0.961013,1.30245,18.5325,-18.4321,-0.328235,-1.29454,-0.450168,5.54923,46.251,0.206982,0.262654,0.0897599,0.100484,0.0789565
185,269.699,1,13.6151,25.4342,1.93856,1.29002,0.0453225,0.972708,1.26421,18.6998,-18.5336,-0.283069,-1.29209,-0.440064,5.54621,46.1255,0.210832,0.267146,0.0875192,0.0979395,0.0769573
186,274.29,1,13.5929,25.1565,1.98455,1.37822,0.0429989,0.947954,1.22583,18.8879,-18.6897,-0.265533,-1.38577,-0.394331,5.47715,45.4582,0.199991,0.264482,0.0990153,0.0954596,0.0750087
187,276.241,1,13.4768,24.7578,1.98148,1.35141,0.0454446,0.911862,1.27231,18.8371,-18.5105,-0.27197,-1.43757,-0.340544,5.47543,45.1145,0.196749,0.265136,0.0972788,0.0945826,0.0731094
188,270.577,1,13.5206,24.9723,2.00919,1.35136,0.0433468,0.959798,1.30121,19.0715,-18.9594,-0.270103,-1.4555,-0.376992,5.43242,44.26,0.185855,0.262948,0.0970195,0.0926837,0.0712582
189,270.947,1,13.6021,25.2102,1.97806,1.28787,0.0441541,0.963464,1.36762,19.28,-19.1543,-0.289065,-1.42994,-0.345029,5.4546,44.4927,0.171865,0.267217,0.0988218,0.0934527,0.0738312
190,272.992,1,13.4754,25.4863,2.00591,1.28788,0.0439916,0.969129,1.40094,19.4238,-19.1825,-0.300322,-1.46934,-0.354618,5.43718,44.4736,0.1943,0.260451,0.0963196,0.10305,0.0781333
191,277.068,1,13.4537,25.4486,2.03589,1.31837,0.0440922,0.998635,1.38924,19.5127,-19.3272,-0.292163,-1.48541,-0.423495,5.42411,44.3708,0.199377,0.261538,0.0985101,0.102361,0.076927
192,275.781,1,13.5288,25.7465,2.09346,1.30332,0.0474153,0.996762,1.32607,19.3907,-19.0967,-0.294138,-1.36788,-0.367325,5.39574,44.0553,0.199954,0.266948,0.0998645,0.0997687,0.0749791
193,268.486,1,13.4127,25.3416,2.08049,1.41438,0.0394438,1.02116,1.36249,19.3187,-19.0326,-0.280629,-1.32821,-0.421533,5.39456,44.2268,0.200397,0.260189,0.0973359,0.0976254,0.0730806
194,270.798,1,13.4978,25.2842,2.10626,1.41445,0.0430369,1.00639,1.38983,19.1227,-18.8781,-0.244382,-1.2404,-0.469164,5.34705,43.9823,0.204058,0.254691,0.0948713,0.0951535,0.0751638
195,265.307,1,13.4792,25.4637,2.15136,1.41447,0.0450616,1.01511,1.46096,19.2322,-18.9172,-0.262629,-1.34957,-0.396615,5.27743,43.6715,0.212094,0.250867,0.0924691,0.0927441,0.0732606
196,273.271,1,13.4817,25.5025,2.15845,1.34374,0.0428086,0.981776,1.46928,19.3342,-18.9672,-0.311326,-1.42018,-0.479063,5.22281,43.217,0.209104,0.257419,0.094431,0.105819,0.0718811
197,274.097,1,13.5565,25.1169,2.15726,1.36607,0.0414564,1.01985,1.40313,19.2958,-18.8949,-0.28049,-1.46877,-0.584018,5.27317,44.0312,0.218636,0.257651,0.0952324,0.111671,0.070061
198,273.957,1,13.5434,25.4313,2.19335,1.33024,0.0431449,1.03045,1.4049,19.2513,-18.8954,-0.269782,-1.41901,-0.561693,5.22314,43.3194,0.213635,0.261676,0.102079,0.109975,0.068287
199,272.19,1,13.6389,25.393,2.2408,1.33022,0.0438908,1.00662,1.30841,19.1881,-18.8999,-0.259202,-1.39322,-0.552292,5.1341,42.6241,0.223757,0.264656,0.0994945,0.112047,0.066558
200,265.791,1,13.5421,25.3361,2.27161,1.35871,0.0406066,1.01542,1.22858,19.132,-18.8569,-0.259893,-1.49095,-0.519983,5.06337,42.0905,0.224293,0.2666,0.0969753,0.10921,0.0648727
201,267.301,1,13.5496,25.7467,2.21811,1.30255,0.0441745,0.989931,1.29438,18.8466,-18.4494,-0.267383,-1.39167,-0.531172,5.11056,42.3472,0.22341,0.25985,0.108176,0.106445,0.0632301
202,273.231,1,13.4723,25.37,2.17751,1.36949,0.0423351,0.97574,1.29021,18.8442,-18.5375,-0.26102,-1.52645,-0.557053,5.16845,42.982,0.224531,0.257227,0.126547,0.0994246,0.0522157
203,263.554,1,13.5569,25.2564,2.18471,1.34416,0.0439373,0.971331,1.30997,18.6566,-18.4245,-0.237997,-1.50145,-0.518053,5.19159,42.9534,0.22283,0.252075,0.125385,0.0917314,0.0423338
204,258.763,1,13.561,25.2396,2.19382,1.38565,0.0416254,0.950336,1.33488,18.3876,-17.967,-0.252253,-1.34362,-0.475216,5.19946,43.0816,0.223935,0.252689,0.113042,0.0870404,0.0421513
205,255.467,1,13.5891,25.2928,2.19331,1.38564,0.0423658,0.923001,1.39123,18.5467,-18.1408,-0.253553,-1.38438,-0.538352,5.21474,43.1527,0.225633,0.265091,0.094628,0.0918201,0.0402254
206,254.807,1,13.54,25.4444,2.18625,1.36488,0.0446199,0.903749,1.39698,18.4671,-18.083,-0.270109,-1.28855,-0.637191,5.22865,43.2567,0.221352,0.266283,0.0898914,0.0875109,0.0395859
207,246.822,1,13.5502,25.6289,2.19215,1.36481,0.0412985,0.945098,1.43139,18.6587,-18.2879,-0.257631,-1.35106,-0.609832,5.19919,42.8913,0.218684,0.262523,0.0783367,0.0948248,0.0405882
208,248.375,1,13.4654,25.3765,2.17608,1.36481,0.0407,0.945971,1.41567,18.8018,-18.4313,-0.232743,-1.30517,-0.586993,5.20433,42.874,0.21391,0.260237,0.0705826,0.0935436,0.0468707
209,238.624,1,13.5811,25.0946,2.25065,1.31659,0.0421902,0.925157,1.40703,18.6968,-18.2969,-0.229852,-1.19241,-0.567941,5.11882,42.2294,0.214724,0.257389,0.0699748,0.0788868,0.0441926
210,237.734,1,13.5427,25.1486,2.27483,1.31659,0.0409173,0.934979,1.44943,18.8736,-18.4985,-0.206596,-1.31978,-0.488191,5.06265,41.8443,0.200783,0.258094,0.062717,0.0854545,0.046057
211,240.805,1,13.4767,25.2856,2.31282,1.35466,0.0421088,0.960532,1.48906,18.8953,-18.5511,-0.234159,-1.43358,-0.509402,5.0358,41.5621,0.213994,0.26322,0.0567137,0.0836778,0.0483915
212,235.974,1,13.4312,25.5865,2.34756,1.34613,0.0415373,0.926294,1.50568,18.8715,-18.5151,-0.265696,-1.41322,-0.49023,4.9991,41.2551,0.223571,0.256739,0.0452916,0.0845662,0.0552287
213,232.01,1,13.5118,25.5194,2.38071,1.38393,0.0396451,0.928312,1.51566,18.9376,-18.5877,-0.255599,-1.37166,-0.465625,4.95321,40.9575,0.225859,0.263293,0.0430961,0.0809631,0.0514827
214,231.407,1,13.4952,25.1307,2.37015,1.38401,0.0421115,0.945973,1.50892,19.0733,-18.7688,-0.249185,-1.34683,-0.555895,4.94458,40.8339,0.216159,0.252017,0.0419234,0.0833804,0.0464463
215,237.609,1,13.5076,25.2908,2.36421,1.39882,0.0457054,0.953225,1.4854,18.9952,-18.7166,-0.260297,-1.3141,-0.470449,4.97807,41.0091,0.226271,0.248358,0.0365887,0.0802157,0.0555522
216,222.041,1,13.5846,25.6041,2.35918,1.31951,0.0463661,0.963453,1.49747,19.0329,-18.7989,-0.288889,-1.28445,-0.434031,4.96976,40.747,0.221914,0.256977,0.0274412,0.082076,0.0503656
217,212.471,1,13.6155,25.985,2.36348,1.29327,0.0483717,0.959455,1.48527,19.0021,-18.7501,-0.291315,-1.26239,-0.543348,4.96806,40.5144,0.224212,0.252308,0.0272062,0.079156,0.0381602
218,208.994,1,13.6035,25.8065,2.38121,1.33351,0.04744,0.971256,1.48817,19.0182,-18.7624,-0.270948,-1.26588,-0.541841,4.96395,40.4362,0.222341,0.251217,0.0272839,0.0766249,0.0330105
219,215.356,1,13.4854,25.82,2.39487,1.35444,0.0489676,0.973581,1.48207,19.0537,-18.8209,-0.283959,-1.23701,-0.513296,4.95785,40.4125,0.225118,0.251374,0.0295921,0.0763811,0.0326444
220,211.334,1,13.6178,25.8469,2.40429,1.391,0.044361,0.977143,1.48408,19.0944,-18.8513,-0.262891,-1.35969,-0.53303,4.94004,40.2187,0.221379,0.259676,0.0297231,0.0812497,0.0298289
221,214.917,1,13.6541,25.9281,2.40494,1.44219,0.0414114,0.967756,1.48412,19.0589,-18.7939,-0.279934,-1.22904,-0.506212,4.92524,40.1872,0.215097,0.260237,0.0334505,0.0875399,0.0279072
222,210.947,1,13.4263,26.2333,2.42684,1.39285,0.0451736,0.975533,1.47851,19.0112,-18.7313,-0.298279,-1.21607,-0.463702,4.91993,40.1444,0.218373,0.264438,0.026442,0.0873897,0.0283637
223,202.925,1,13.6503,25.5901,2.41483,1.3928,0.0431576,0.975771,1.4813,18.9774,-18.6851,-0.267323,-1.25873,-0.415711,4.94134,40.3586,0.220718,0.269344,0.028554,0.0853364,0.0239784
224,202.527,1,13.5906,25.6266,2.41732,1.3635,0.0434773,0.967683,1.48428,18.9369,-18.6394,-0.292045,-1.20419,-0.490734,4.94119,40.3684,0.221439,0.260414,0.0282253,0.0860653,0.0246799
225,207.43,1,13.6682,25.557,2.43419,1.34622,0.0477215,0.964771,1.46008,18.8278,-18.5551,-0.298072,-1.18492,-0.47837,4.92533,40.1944,0.225257,0.262539,0.026433,0.0928416,0.024286
226,206.481,1,13.5781,25.5949,2.44824,1.32992,0.0458993,0.975736,1.45479,18.8712,-18.6473,-0.266737,-1.33656,-0.397774,4.90331,40.0115,0.227466,0.268524,0.0235991,0.103931,0.0261525
227,210.05,1,13.6572,25.7035,2.44022,1.37563,0.0486561,0.984689,1.43923,18.8767,-18.6661,-0.300546,-1.31505,-0.460558,4.89947,39.9519,0.223406,0.260491,0.0238111,0.0941259,0.0258633
228,206.675,1,13.4545,25.684,2.43576,1.33295,0.0484695,0.985091,1.43477,18.8846,-18.6843,-0.311139,-1.20725,-0.488266,4.89706,39.9266,0.226129,0.247021,0.0245482,0.101302,0.0242915
229,198.835,1,13.6667,25.6293,2.42456,1.40548,0.0406581,0.97427,1.43634,18.8096,-18.6294,-0.279783,-1.3143,-0.477772,4.91939,40.115,0.221561,0.264563,0.0238404,0.107695,0.0209756
230,199.528,1,13.5515,25.89,2.43219,1.40548,0.0420765,0.990931,1.42772,18.8488,-18.6873,-0.271276,-1.36204,-0.527886,4.91689,40.1745,0.219364,0.254139,0.0232661,0.103546,0.0230469
231,191.536,1,13.6231,25.6863,2.42066,1.37989,0.0421085,0.996645,1.42391,18.8869,-18.727,-0.291146,-1.3692,-0.4158,4.94126,40.3323,0.222895,0.254994,0.022406,0.0922935,0.0212859
232,188.187,1,13.526,25.6986,2.4212,1.35311,0.0420388,1.00535,1.41157,18.9349,-18.7946,-0.317249,-1.54837,-0.534451,4.92517,40.2812,0.218217,0.252268,0.0196224,0.10133,0.0214644
233,182.734,1,13.4028,25.475,2.43958,1.31072,0.0438168,0.997774,1.42038,18.9274,-18.7507,-0.312326,-1.52521,-0.397946,4.90436,40.1046,0.218155,0.26284,0.0173405,0.0945052,0.0208292
234,181.203,1,13.4419,25.1915,2.44551,1.31073,0.0430521,0.993218,1.41805,18.9165,-18.728,-0.270978,-1.41656,-0.438416,4.90139,40.1567,0.222291,0.265463,0.0175893,0.0923858,0.0201129
235,176.677,1,13.5129,25.588,2.44183,1.3539,0.0428858,0.988504,1.40928,18.8679,-18.6493,-0.282128,-1.40059,-0.476179,4.90697,40.2211,0.220399,0.253392,0.0159573,0.0964531,0.0178068
236,177.764,1,13.5548,25.3044,2.44412,1.38462,0.0389337,0.991299,1.41197,18.8997,-18.6686,-0.266748,-1.35686,-0.507271,4.91196,40.253,0.221015,0.263984,0.0165591,0.0946352,0.0195523
237,177.595,1,13.5665,25.2993,2.43828,1.40448,0.0400057,0.98445,1.40942,18.8941,-18.6566,-0.264364,-1.4165,-0.420598,4.91465,40.2931,0.221374,0.262581,0.0163692,0.0972858,0.0172536
238,174.055,1,13.5069,25.4229,2.45479,1.32554,0.0423767,0.985036,1.39817,18.8987,-18.6891,-0.279118,-1.38825,-0.401679,4.91249,40.319,0.220346,0.266343,0.016556,0.0904429,0.017678
239,176.728,1,13.4684,25.1264,2.46934,1.36472,0.0467228,0.990218,1.40412,18.9401,-18.7334,-0.24877,-1.36269,-0.354893,4.90258,40.2261,0.220373,0.262013,0.0156648,0.0878613,0.0151978
240,176.273,1,13.575,24.9074,2.46811,1.40776,0.0484023,0.991281,1.40847,18.9722,-18.7678,-0.237224,-1.44953,-0.50095,4.90051,40.2279,0.218321,0.263311,0.0146425,0.0899189,0.0129453
241,163.338,1,13.5612,24.6517,2.46572,1.32126,0.0474946,1.00001,1.40159,19.0049,-18.8071,-0.239252,-1.36233,-0.432481,4.89788,40.1932,0.217583,0.254477,0.0134932,0.0916119,0.0121677
242,156.511,1,13.5786,24.8888,2.4709,1.34334,0.0450232,1.00098,1.40156,19.0139,-18.8063,-0.253319,-1.36477,-0.337888,4.89444,40.1883,0.220092,0.263898,0.0140815,0.0880888,0.00995817
243,158.409,1,13.5193,24.7936,2.47034,1.33483,0.0464079,1.00667,1.40031,19.0252,-18.8342,-0.277273,-1.37056,-0.416484,4.89877,40.2379,0.220163,0.255463,0.0151124,0.0841924,0.0101151
244,159.997,1,13.5237,24.8215,2.47095,1.33479,0.0460103,1.00644,1.39283,19.0717,-18.869,-0.277559,-1.40331,-0.463482,4.89777,40.2265,0.221367,0.255756,0.0141001,0.101598,0.00997237
245,151.161,1,13.5047,24.9691,2.4656,1.35932,0.0429876,1.00164,1.39833,19.0868,-18.8822,-0.273141,-1.42559,-0.638781,4.89555,40.2218,0.221493,0.255533,0.0118356,0.0898001,0.0106086
246,141.407,1,13.552,25.4046,2.45923,1.33015,0.0431984,1.00309,1.39189,19.105,-18.9156,-0.301023,-1.30479,-0.632451,4.90401,40.3145,0.222736,0.253898,0.0105445,0.0928777,0.00908556
247,142.61,1,13.4498,25.6712,2.4621,1.37908,0.0416315,1.00633,1.39289,19.1125,-18.9206,-0.290133,-1.34388,-0.655971,4.8962,40.2351,0.221936,0.255752,0.0110995,0.0831097,0.00936612
248,143.495,1,13.5848,25.6776,2.46684,1.34023,0.0457842,1.00246,1.40071,19.1045,-18.9039,-0.258681,-1.35706,-0.589463,4.89204,40.215,0.222898,0.252631,0.010475,0.0883347,0.00892108
249,143.139,1,13.4862,25.5332,2.46325,1.38294,0.0420897,1.00383,1.39651,19.0785,-18.8747,-0.262073,-1.34461,-0.639087,4.89403,40.2243,0.223831,0.258223,0.0104857,0.0886849,0.00906125
250,134.775,1,13.5726,25.1838,2.46736,1.33248,0.0426796,1.00411,1.39964,19.0715,-18.8667,-0.238462,-1.42788,-0.571216,4.89052,40.1945,0.22527,0.260435,0.00948229,0.0874864,0.00854634
251,136.526,1,13.515,25.3458,2.47223,1.33249,0.0436719,1.00885,1.39323,19.0781,-18.8836,-0.254631,-1.27947,-0.589215,4.8929,40.2049,0.226306,0.255815,0.00834694,0.0991516,0.00891987
