parameter,value,se_sa,rse_sa
Cl_pop,20.5600468463036,4.02302337893328,19.5671897491642
beta_Cl_tSCRMGDL,-0.410671178794612,0.18212475812654,44.3480739654305
V1_pop,24.4309629919577,2.13310527070387,8.73115509775876
Q_pop,23.4,,
V2_pop,12.7157261217017,4.07940766840883,32.081594313726
omega_Cl,0.222986080941156,0.0425816022692764,19.0960808358766
omega_V1,0.275098692507571,0.0818336890845931,29.7470294528358
omega_Q,0.966306194481064,0.39344619444732,40.7165137401
omega_V2,0.913456970865587,0.262866420218093,28.777099371085
a,1.53710379450012,0.293202222403174,19.0749787654077
b,0.0425269838011797,0.0166635189675803,39.1834018737017
