iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
519,440.64,1,13.4886,37.38,13.7642,1.61793,0.025222,0.256964,1.00994,0.234717,0.809321
520,452.72,1,13.5663,40.0312,13.0784,1.60287,0.0304088,0.261804,1.11303,0.247016,0.857527
521,457.855,1,13.5122,37.1064,13.1378,1.57992,0.032697,0.258934,1.11962,0.270489,0.894983
522,460.357,1,13.4748,35.6067,13.2486,1.60894,0.035792,0.261623,1.07647,0.252675,0.858987
523,464.841,1,13.3872,37.6335,14.4682,1.51604,0.0449977,0.257511,1.05212,0.241964,0.906239
524,466.331,2,13.6029,39.17,13.1426,1.63545,0.0406314,0.254938,1.08648,0.221183,0.927148
525,473.144,2,13.5339,40.1037,12.6881,1.59385,0.0462969,0.261185,1.14627,0.213435,0.958956
526,479.362,2,13.5656,40.6146,13.7205,1.6941,0.0445467,0.263459,1.13982,0.231404,0.925995
527,460.802,2,13.4857,42.2954,13.0632,1.61071,0.0413212,0.261,0.950836,0.227001,0.861729
528,459.001,2,13.5032,44.1176,13.0408,1.65166,0.0400243,0.263558,0.961243,0.207387,0.832531
529,462.609,2,13.4408,41.4005,12.6273,1.70454,0.0415614,0.260652,0.954487,0.198244,0.811516
530,469.259,2,13.2664,37.179,13.4917,1.74228,0.0407153,0.24938,0.954305,0.226399,0.865625
531,469.071,2,13.3475,37.892,13.2195,1.83693,0.0391028,0.251127,0.894395,0.222764,0.792343
532,463.244,2,13.5113,35.5789,12.8981,1.74829,0.0352062,0.259203,0.927535,0.2479,0.812103
533,456.527,2,13.57,30.3266,13.1248,1.66796,0.0331905,0.262627,0.902718,0.25182,0.874593
534,453.772,2,13.539,29.7717,12.8769,1.66792,0.0308849,0.263571,0.9463,0.248147,0.847265
535,454.223,2,13.6299,31.3604,12.4531,1.64148,0.0348057,0.268859,0.942597,0.224035,0.846854
536,466.228,2,13.6291,33.3386,13.126,1.75337,0.0366738,0.268947,0.939659,0.236039,0.821516
537,454.392,2,13.5168,36.6367,13.8249,1.69066,0.0346041,0.255904,1.00631,0.215704,0.783394
538,455.776,2,13.5898,36.5614,14.3468,1.69064,0.0345614,0.261286,1.05855,0.222174,0.744229
539,446.014,2,13.5577,36.3812,14.764,1.59052,0.035123,0.257334,1.07825,0.202012,0.752409
540,447.084,2,13.4974,36.5583,14.1304,1.64746,0.0328934,0.262476,1.02339,0.206061,0.728836
541,439.724,2,13.4915,36.5086,14.1193,1.61059,0.0274172,0.263006,1.02029,0.212655,0.794818
542,450.14,2,13.5705,34.7015,14.2254,1.64911,0.030396,0.262303,0.983126,0.227734,0.827664
543,450.611,2,13.5201,32.561,14.0919,1.62479,0.0365457,0.257189,0.929242,0.227191,0.758877
544,448.915,2,13.4961,35.7197,14.5578,1.57555,0.036053,0.26218,0.90911,0.249364,0.768599
545,446.148,2,13.4669,37.6356,13.9562,1.54082,0.0336064,0.263687,0.94608,0.265407,0.779047
546,452.545,2,13.509,37.9517,14.0367,1.59944,0.0330978,0.26154,0.949305,0.26794,0.813722
547,454.16,2,13.6227,44.4671,13.9415,1.69699,0.0263656,0.269328,1.04031,0.257524,0.808236
548,461.444,2,13.5489,44.5129,14.6937,1.76738,0.0283135,0.26616,0.948101,0.269099,0.818864
549,459.499,2,13.5713,46.1395,13.7111,1.76732,0.0264459,0.262874,0.987411,0.28381,0.783206
550,453.45,2,13.6217,43.6476,14.1548,1.76785,0.0254853,0.260536,0.994674,0.270992,0.706862
551,450.754,2,13.4705,42.858,14.1437,1.68275,0.0307606,0.25935,0.936615,0.277909,0.679485
552,446.39,2,13.4844,42.2344,14.0383,1.67396,0.0280456,0.263679,0.910903,0.273824,0.698148
553,437.896,2,13.5032,41.222,14.1064,1.55757,0.0330134,0.257386,0.861711,0.262069,0.683385
554,445.085,2,13.5329,38.0567,13.7734,1.70696,0.0296311,0.256494,0.79529,0.256072,0.687315
555,446.123,2,13.4945,36.954,13.6311,1.66677,0.032852,0.258091,0.819161,0.266425,0.654363
556,451.655,2,13.5316,41.7669,13.8611,1.72644,0.0333758,0.270593,0.791707,0.261217,0.647638
557,455.104,2,13.4503,38.0176,13.8015,1.72482,0.0377223,0.261728,0.757246,0.267319,0.646118
558,455.244,2,13.4853,42.1172,13.6009,1.77092,0.0317121,0.262287,0.804398,0.278424,0.675834
559,450.442,2,13.6432,39.6461,12.8395,1.80326,0.0268844,0.258153,0.780946,0.273278,0.697639
560,437.596,2,13.4542,38.6132,13.5129,1.76657,0.0230959,0.250386,0.731138,0.263968,0.693893
561,444.945,2,13.3932,36.1818,13.8076,1.76671,0.0278951,0.256436,0.720349,0.259475,0.69547
562,456.9,2,13.4095,38.5778,13.1197,1.84539,0.0283256,0.255673,0.761125,0.256472,0.737475
563,462.377,2,13.5712,38.1341,12.53,1.8876,0.0308179,0.262358,0.686999,0.277491,0.739458
564,470.768,2,13.6321,39.8852,11.9235,1.91731,0.0358669,0.267019,0.676148,0.277127,0.740525
565,475.813,2,13.702,38.4381,11.8334,1.84175,0.042017,0.268544,0.724876,0.298487,0.730932
566,463.102,2,13.6638,38.7002,12.0538,1.77736,0.0407351,0.265758,0.666077,0.290885,0.746808
567,455.203,2,13.6796,37.88,12.1923,1.78642,0.0380407,0.270722,0.630403,0.265538,0.707173
568,463.076,2,13.608,36.3286,11.8048,1.75883,0.0427848,0.262905,0.646388,0.266257,0.72056
569,462.843,2,13.4324,37.9165,12.329,1.75881,0.0425906,0.254926,0.605587,0.281606,0.785742
570,461.403,2,13.5171,37.3537,12.4812,1.7746,0.0400851,0.252353,0.628035,0.282196,0.783167
571,458.865,2,13.4902,36.7157,12.557,1.70232,0.0407981,0.253644,0.709538,0.277624,0.758366
572,465.119,2,13.4469,33.9792,12.5353,1.70405,0.041957,0.252701,0.753322,0.289105,0.750556
573,469.053,2,13.502,33.1752,12.5852,1.67153,0.0442701,0.259737,0.767256,0.320463,0.731857
574,464.646,2,13.5229,33.2267,12.28,1.63841,0.0425237,0.258367,0.799065,0.321431,0.758757
575,469.598,2,13.4211,32.5139,12.209,1.63841,0.0421053,0.252421,0.899348,0.299315,0.822969
576,463.214,2,13.4611,34.2311,12.9838,1.68862,0.037417,0.254685,0.871464,0.29309,0.816019
577,458.424,2,13.5454,33.3673,12.9774,1.60366,0.0392721,0.257194,0.877602,0.305987,0.770025
578,459.693,2,13.551,32.6957,13.4838,1.57415,0.0384788,0.264298,0.905384,0.303871,0.812406
579,464.114,2,13.5144,32.5184,13.7165,1.5424,0.0426919,0.25759,0.943516,0.312044,0.782639
580,452.359,2,13.5658,29.7487,13.1409,1.54231,0.0385149,0.259901,0.93493,0.308027,0.742012
581,453.759,2,13.5367,31.7035,13.1761,1.56538,0.0356236,0.262072,0.973142,0.301954,0.738
582,455.818,2,13.5484,31.5009,13.1813,1.61747,0.0351356,0.259135,0.925436,0.301646,0.72372
583,466.436,2,13.542,29.9164,14.3776,1.6176,0.0409442,0.258803,0.956844,0.287043,0.766235
584,467.879,2,13.4375,30.1712,13.8455,1.6176,0.0402808,0.259655,1.02178,0.279833,0.812032
585,471.789,2,13.5061,34.0164,13.1319,1.64462,0.0385985,0.258001,1.10192,0.28943,0.840721
586,469.48,2,13.5462,33.6861,13.713,1.58914,0.0397639,0.262026,1.11624,0.305342,0.834569
587,470.065,2,13.4544,35.5382,14.0822,1.58597,0.0429497,0.260007,0.968963,0.293886,0.890846
588,465.995,2,13.4028,34.9833,13.3075,1.55649,0.0446229,0.257217,0.926807,0.288878,0.865261
589,459.649,2,13.452,30.8273,12.4461,1.53832,0.0417702,0.261272,0.940678,0.282254,0.862275
590,461.53,2,13.5084,30.1892,12.5208,1.52534,0.0408614,0.265071,0.906868,0.294959,0.906467
591,461.403,2,13.5523,29.7367,12.8126,1.52537,0.0421447,0.263659,0.910087,0.277239,0.911536
592,452.527,2,13.4452,28.5915,13.0286,1.4773,0.0393405,0.258909,0.97604,0.288854,0.875155
593,468.2,2,13.4335,28.4449,12.6744,1.49045,0.0423209,0.256425,1.0118,0.300845,0.905982
594,461.583,2,13.388,27.74,13.6538,1.54976,0.0382118,0.258828,1.0191,0.296136,0.885333
595,463.506,2,13.3859,28.9461,13.5546,1.62129,0.0331537,0.254719,1.05297,0.294868,0.922639
596,469.904,2,13.336,29.4904,13.9732,1.64378,0.0352815,0.25181,1.06471,0.299557,0.906804
597,467.952,2,13.4084,30.7235,13.411,1.61129,0.0363932,0.26049,1.06507,0.301337,0.912766
598,474.16,2,13.4387,30.7252,13.7182,1.66914,0.0364072,0.258198,1.08139,0.30042,0.893739
599,470.853,2,13.5345,28.869,13.3032,1.66915,0.0363194,0.258167,1.14131,0.292303,0.851982
600,475.399,2,13.5403,28.9823,13.1466,1.56369,0.0413201,0.262307,1.21283,0.306927,0.866482
601,474.044,2,13.5086,29.6866,13.7147,1.56375,0.0447247,0.255133,1.12325,0.317971,0.829795
602,487.016,2,13.5102,28.4434,13.2563,1.63191,0.0466932,0.256799,1.17362,0.312567,0.797918
603,488.119,2,13.5005,28.5629,12.7562,1.60127,0.0511262,0.252403,1.19557,0.303194,0.813715
604,478.628,2,13.515,30.7052,12.7699,1.61727,0.0495849,0.250822,1.11536,0.300403,0.789033
605,473.533,2,13.4567,30.1818,12.5439,1.60801,0.0469043,0.26072,1.04247,0.305825,0.773462
606,478.339,2,13.4328,31.4592,13.0418,1.51176,0.0511553,0.259935,1.01435,0.324908,0.810557
607,479.32,2,13.4245,29.7591,13.0119,1.5421,0.0494313,0.259907,0.985937,0.334246,0.836789
608,473.638,2,13.4582,31.5151,13.085,1.5605,0.0467995,0.255464,1.0185,0.342208,0.789375
609,471.183,2,13.5028,32.755,13.1845,1.56047,0.045448,0.257452,0.971219,0.343793,0.804755
610,468.697,2,13.5162,31.8141,13.0763,1.56047,0.0448538,0.26255,0.977413,0.332923,0.756574
611,469.248,2,13.538,32.2597,13.9305,1.62687,0.0419761,0.25895,0.964164,0.335713,0.728041
612,461.177,2,13.4956,32.0801,14.3081,1.60741,0.0389347,0.26024,0.964111,0.338816,0.728416
613,457.649,2,13.5905,30.4627,14.2853,1.60739,0.0380373,0.261625,0.916642,0.337229,0.711615
614,459.895,2,13.5025,30.3797,14.0939,1.56657,0.0395813,0.264065,0.897645,0.337972,0.72857
615,470.566,2,13.4639,30.5108,13.9053,1.59326,0.0415646,0.260249,0.959199,0.333113,0.723414
616,467.52,2,13.4689,34.5928,14.3913,1.58067,0.0435571,0.256949,0.995622,0.319531,0.717224
617,461.615,2,13.4893,34.8722,14.2985,1.53776,0.0418033,0.255632,1.06188,0.326013,0.727473
618,459.331,2,13.5295,34.2329,14.1379,1.53773,0.0407783,0.25691,1.03022,0.319798,0.738586
619,467.544,2,13.5539,32.8089,13.7379,1.57133,0.0411494,0.257544,1.00402,0.330906,0.733518
620,467.755,2,13.5805,31.3843,13.7772,1.57142,0.0442537,0.258382,0.96143,0.31812,0.725727
621,465.935,2,13.5351,30.5714,13.682,1.57142,0.0438521,0.258998,0.997023,0.311755,0.705762
622,471.196,2,13.4796,29.6172,13.6066,1.58717,0.0445468,0.259261,0.984126,0.31698,0.716654
623,469.584,2,13.4437,30.7446,13.6886,1.57245,0.0459716,0.256102,0.945696,0.312029,0.759066
624,464.011,2,13.4662,30.8581,13.8976,1.55563,0.0464986,0.256568,0.881673,0.305545,0.774935
625,458.224,2,13.4523,31.8693,13.6366,1.56205,0.0441034,0.256233,0.875908,0.296227,0.761867
626,466.803,2,13.4865,32.5718,13.4321,1.5871,0.0438304,0.257984,0.889752,0.293291,0.775267
627,462.162,2,13.4138,33.3309,13.7478,1.58705,0.0419082,0.256674,0.905309,0.297801,0.791551
628,474.451,2,13.4471,32.2127,13.5825,1.62072,0.0427643,0.259397,0.885249,0.310863,0.820559
629,462.675,2,13.448,30.6232,13.9622,1.59126,0.0432956,0.262709,0.846821,0.307496,0.80651
630,464.473,2,13.4398,30.7767,13.8873,1.55264,0.0460377,0.258717,0.842627,0.297319,0.805634
631,465.684,2,13.4531,29.7262,13.1302,1.57116,0.0451994,0.260928,0.848815,0.292144,0.809743
632,472.462,2,13.4882,29.9525,12.9339,1.57117,0.0456272,0.26674,0.871422,0.292762,0.844084
633,472.86,2,13.4806,33.2192,13.0766,1.60429,0.0449469,0.261217,0.855981,0.300303,0.870333
634,464.498,2,13.48,32.3816,13.3509,1.57249,0.0436888,0.259134,0.857557,0.302222,0.904371
635,461.185,2,13.4182,31.6642,13.9231,1.57246,0.0420235,0.257937,0.893275,0.298957,0.847059
636,453.188,2,13.4114,29.9318,13.8778,1.53952,0.0414705,0.256153,0.887035,0.298268,0.806288
637,457.804,2,13.3841,30.3899,14.4683,1.4986,0.0433541,0.255867,0.90104,0.304186,0.776525
638,462.465,2,13.4618,30.3181,14.2772,1.51891,0.0442776,0.261553,0.884794,0.295285,0.771207
639,463.012,2,13.5158,29.8355,14.2527,1.54851,0.0435056,0.258824,0.880327,0.305737,0.760876
640,459.879,2,13.4707,31.0127,14.7064,1.54851,0.0431042,0.261665,0.866339,0.30221,0.762144
641,458.389,2,13.3783,31.7342,14.62,1.52547,0.0446652,0.259767,0.874935,0.290674,0.74641
642,459.046,2,13.3382,31.3281,14.7241,1.5037,0.044488,0.257895,0.875686,0.282924,0.8162
643,458.79,2,13.3938,30.3821,14.5894,1.48185,0.045589,0.257734,0.870631,0.285396,0.812756
644,466.722,2,13.4661,29.6743,14.2721,1.50932,0.0449424,0.260446,0.918785,0.28811,0.818518
645,461.627,2,13.4809,31.0176,14.2023,1.52779,0.0440555,0.261717,0.940846,0.281006,0.799306
646,460.897,2,13.484,31.9337,13.9854,1.58019,0.0425321,0.260462,0.931411,0.2733,0.770055
647,455.75,2,13.479,32.9146,14.3231,1.60371,0.0399285,0.264246,0.948232,0.264315,0.746878
648,455.839,2,13.4496,34.2688,14.6315,1.63547,0.0384539,0.262813,0.935327,0.25577,0.736383
649,460.217,2,13.4985,36.1236,14.4804,1.6355,0.0400665,0.262056,0.91288,0.252431,0.752862
650,460.263,2,13.509,37.5625,14.4848,1.64936,0.0386806,0.26483,0.93154,0.255981,0.750684
651,460.969,2,13.5044,39.3985,14.5304,1.62006,0.0403995,0.25957,0.935746,0.262036,0.761964
652,464.788,2,13.4983,40.6531,14.5909,1.66282,0.0395716,0.256726,0.924751,0.264127,0.764656
653,467.21,2,13.5221,40.1168,14.4836,1.64556,0.0410172,0.259808,0.90767,0.266686,0.806541
654,467.496,2,13.4738,39.8621,14.5448,1.62489,0.0429602,0.262513,0.877389,0.266238,0.833643
655,466.667,2,13.4969,40.2184,14.8019,1.61242,0.0448353,0.260968,0.880697,0.266894,0.807718
656,467.964,2,13.461,39.4202,14.6036,1.60495,0.0456676,0.25846,0.910009,0.26502,0.799062
657,473.543,2,13.4379,39.785,14.2807,1.57987,0.0489611,0.256151,0.919681,0.262245,0.803456
658,459.369,2,13.457,39.274,14.0437,1.53335,0.0479233,0.254331,0.966034,0.257903,0.80671
659,472.466,2,13.4697,41.0619,13.7804,1.53335,0.0478842,0.256737,1.01441,0.268176,0.812444
660,480.372,2,13.4276,43.6603,13.7869,1.55878,0.0484603,0.256298,1.04314,0.278541,0.811956
661,468.714,2,13.3875,43.0076,13.6901,1.55878,0.0480627,0.254383,1.00478,0.272769,0.82565
662,478.451,2,13.4177,42.7981,13.4158,1.59046,0.0491794,0.254021,0.990389,0.276147,0.803861
663,480.034,2,13.4775,42.8536,13.7425,1.59858,0.0507933,0.255971,0.976131,0.271316,0.815392
664,473.622,2,13.458,40.1519,13.6246,1.55505,0.051932,0.256147,0.995261,0.271642,0.808414
665,463.835,2,13.4679,39.8687,13.7224,1.56502,0.0511499,0.256917,0.936671,0.260883,0.787731
666,457.038,2,13.4796,39.2751,13.7164,1.57735,0.048033,0.257644,0.909253,0.25328,0.778108
667,467.521,2,13.4832,39.3532,13.7663,1.594,0.0477813,0.256489,0.931312,0.247387,0.778366
668,469.774,2,13.4705,37.5725,13.8747,1.57345,0.0494581,0.26164,0.940276,0.241798,0.781817
669,464.945,2,13.5032,37.1057,13.9418,1.62509,0.0450164,0.263999,0.963003,0.240281,0.780641
670,453.74,2,13.4877,35.0495,13.872,1.62261,0.0424345,0.262101,0.945595,0.239466,0.773215
671,461.078,2,13.4839,34.8934,13.9946,1.6226,0.0421339,0.259475,0.943405,0.241316,0.782594
672,472.693,2,13.4772,35.9739,14.0855,1.6634,0.042844,0.260443,0.958992,0.237078,0.784261
673,465.535,2,13.4563,35.7972,13.8899,1.68593,0.0423122,0.259951,0.952607,0.233217,0.776855
674,468.415,2,13.4318,37.3116,13.8929,1.69906,0.0411765,0.259903,0.962694,0.245206,0.768026
675,464.551,2,13.4056,37.9128,13.8937,1.74046,0.0367319,0.257834,0.975688,0.251137,0.777067
676,466.884,2,13.4147,37.8069,13.9557,1.74045,0.0357743,0.258829,1.02506,0.255659,0.772262
677,465.409,2,13.45,37.0038,13.8072,1.71935,0.036064,0.260674,1.03853,0.259352,0.773139
678,463.047,2,13.4908,37.0861,13.5373,1.70996,0.0351213,0.260417,1.04592,0.259128,0.79603
679,464.491,2,13.4855,36.3592,13.4881,1.70994,0.0346285,0.258797,1.03607,0.258325,0.836877
680,467.994,2,13.4808,36.613,13.9604,1.68288,0.0359668,0.258027,1.05034,0.265254,0.843628
681,468.107,2,13.4996,35.0762,13.9759,1.66055,0.0375232,0.258135,1.04866,0.264603,0.856357
682,467.449,2,13.5132,33.979,13.9988,1.66056,0.0374793,0.259992,1.06471,0.263631,0.841076
683,456.544,2,13.4883,34.3939,14.0852,1.61337,0.0384031,0.258427,1.04393,0.264991,0.835028
684,462.458,2,13.4856,35.173,14.0885,1.59442,0.0389721,0.25844,1.05874,0.269843,0.820918
685,469.405,2,13.4648,35.6164,14.2539,1.58088,0.0411905,0.258469,1.07926,0.270559,0.804383
686,469.409,2,13.4502,35.8017,14.2147,1.57523,0.0417716,0.258392,1.12269,0.2734,0.79195
687,478.55,2,13.446,36.0152,14.2064,1.56467,0.0445465,0.256743,1.12687,0.276806,0.802628
688,463.829,2,13.4233,37.1164,14.1035,1.57924,0.0425636,0.255959,1.1166,0.280326,0.789087
689,467.569,2,13.4338,36.3134,14.1792,1.55271,0.043532,0.258423,1.11272,0.284044,0.787874
690,471.558,2,13.4599,36.4595,14.4726,1.54436,0.0445689,0.2605,1.10344,0.286682,0.792234
691,463.357,2,13.4673,36.8462,14.4913,1.55459,0.0439649,0.261153,1.10323,0.275161,0.780899
692,460.936,2,13.5078,37.9068,14.5089,1.53649,0.0447366,0.259008,1.09885,0.259378,0.800867
693,456.589,2,13.5311,38.7578,14.5776,1.51632,0.0462247,0.258343,1.05664,0.24692,0.791834
694,463.496,2,13.5226,37.5475,14.3945,1.51636,0.0479665,0.258003,1.01189,0.236007,0.813294
695,468.311,2,13.508,37.7483,14.1178,1.52259,0.0479272,0.257779,1.02898,0.236345,0.826417
696,468.508,2,13.4901,37.6444,13.7981,1.55319,0.0478185,0.254919,1.00636,0.231899,0.837936
697,467.489,2,13.5127,36.4878,13.9245,1.56251,0.0477088,0.258287,0.999927,0.230749,0.834077
698,467.783,2,13.5188,37.3481,14.0327,1.597,0.0456287,0.261833,1.02516,0.230094,0.817955
699,464.417,2,13.5402,37.6509,14.1691,1.59697,0.0440956,0.26177,1.04977,0.233608,0.830056
700,463.036,2,13.5264,38.2737,14.3766,1.57764,0.0436633,0.261342,1.05506,0.236771,0.847549
701,455.798,2,13.5054,38.0854,14.4487,1.54717,0.043844,0.258958,1.05935,0.233579,0.847641
702,460.346,2,13.4866,37.6172,14.5219,1.52617,0.0444466,0.257649,1.06652,0.23425,0.847043
703,470.206,2,13.476,37.9836,14.4568,1.56433,0.0444939,0.256221,1.06378,0.234247,0.833462
704,463.842,2,13.4882,39.5034,14.3724,1.58237,0.0436648,0.257148,1.07604,0.229638,0.827465
705,456.349,2,13.4737,40.9202,14.4057,1.59861,0.0417627,0.256626,1.06952,0.226712,0.819811
706,462.055,2,13.4696,40.9545,14.0747,1.63011,0.0418383,0.252287,1.03051,0.224604,0.80536
707,458.518,2,13.4852,41.1629,13.9451,1.61613,0.0422103,0.254716,1.02839,0.223785,0.791707
708,456.377,2,13.4686,41.7333,14.0114,1.60566,0.0421371,0.25496,1.01396,0.224538,0.790911
709,458.337,2,13.491,41.4303,13.7737,1.61276,0.0407346,0.256855,1.01278,0.224399,0.810922
710,463.725,2,13.4735,41.7546,13.711,1.62494,0.041172,0.255862,0.986955,0.231704,0.800282
711,466.073,2,13.4479,41.1434,13.8122,1.62496,0.0421207,0.256136,0.964341,0.238606,0.801878
712,458.826,2,13.4447,40.8132,13.7408,1.61967,0.0420288,0.256077,0.938365,0.24108,0.807517
713,476.306,2,13.4649,39.4168,13.3308,1.64566,0.0426346,0.259648,0.914605,0.247213,0.82412
714,470.994,2,13.4532,38.5861,13.3288,1.64568,0.0440664,0.257992,0.892507,0.253071,0.825937
715,462.89,2,13.4542,38.3714,13.2757,1.64567,0.0435736,0.257414,0.880851,0.25539,0.832339
716,461.698,2,13.4625,38.0984,13.4383,1.65632,0.0426574,0.25718,0.886182,0.249161,0.828427
717,464.88,2,13.4704,37.6164,13.4914,1.65632,0.0426783,0.257076,0.880587,0.24617,0.837213
718,461.157,2,13.4977,38.5455,13.3645,1.6675,0.0413457,0.255887,0.88784,0.243357,0.842653
719,459.875,2,13.5036,38.3933,13.5141,1.63337,0.0424019,0.255712,0.902067,0.240143,0.845725
720,460.329,2,13.4825,38.9258,13.6996,1.61226,0.0422918,0.255656,0.932745,0.242577,0.841034
721,464.018,2,13.4778,38.9575,13.8729,1.59747,0.0435036,0.25601,0.95195,0.240512,0.825914
722,462.731,2,13.5138,39.6738,13.9779,1.59749,0.0440719,0.256432,0.942376,0.24073,0.813054
723,464.616,2,13.4981,40.0105,13.9009,1.58989,0.0457306,0.255364,0.923913,0.239669,0.801004
724,448.042,2,13.5015,40.3584,14.1377,1.6044,0.0435419,0.255804,0.893412,0.236109,0.792716
725,463.248,2,13.4724,40.4076,14.191,1.6044,0.043438,0.254534,0.91514,0.239572,0.793089
726,462.204,2,13.4639,40.7551,14.1362,1.5954,0.0437681,0.254837,0.92071,0.244129,0.789727
727,462.144,2,13.4391,39.4388,14.3156,1.58491,0.0446715,0.25407,0.912153,0.240026,0.807327
728,460.526,2,13.4307,39.0015,14.3526,1.60243,0.0439961,0.253912,0.910675,0.239045,0.797146
729,457.991,2,13.3909,38.8615,14.2002,1.62183,0.0427538,0.255188,0.890023,0.240722,0.788452
730,456.864,2,13.3824,38.2975,14.319,1.63526,0.0421322,0.254354,0.908182,0.233015,0.776308
731,446.561,2,13.445,38.8639,14.2138,1.61826,0.0423505,0.256333,0.911528,0.224042,0.757973
732,443.934,2,13.4602,38.9964,14.1466,1.61017,0.0414281,0.256003,0.906762,0.219357,0.756675
733,450.741,2,13.4864,38.8844,14.2851,1.61017,0.0413848,0.259295,0.893547,0.218513,0.745981
734,454.747,2,13.4932,38.5565,14.3305,1.6013,0.0416761,0.259829,0.898216,0.221338,0.745819
735,455.446,2,13.4906,38.9302,14.5007,1.60131,0.0419144,0.260047,0.888279,0.222492,0.751942
736,452.826,2,13.4934,40.0111,14.5269,1.61182,0.0406841,0.260979,0.901569,0.221802,0.75272
737,460.318,2,13.4769,40.8596,14.6831,1.62942,0.0402327,0.26053,0.921653,0.223248,0.746914
738,465.098,2,13.4693,41.0975,14.565,1.64616,0.0400994,0.260239,0.94119,0.226798,0.743411
739,451.499,2,13.4581,40.5011,14.6616,1.64614,0.0397181,0.25962,0.949988,0.227162,0.72868
740,461.091,2,13.4413,39.9624,14.7718,1.64616,0.0405383,0.259436,0.952222,0.228207,0.724422
741,469.619,2,13.4176,40.0341,14.9597,1.64398,0.0414575,0.258073,0.970265,0.232961,0.732032
742,459.565,2,13.4301,39.3527,15.1754,1.63828,0.0419162,0.258802,0.960743,0.232337,0.735799
743,457.664,2,13.4276,38.7173,15.0452,1.63757,0.0416018,0.259424,0.966344,0.229368,0.739873
744,468.679,2,13.4246,38.492,14.9905,1.63198,0.0424127,0.260172,0.9841,0.229577,0.751041
745,452.261,2,13.4321,38.0269,15.022,1.63196,0.0413576,0.259948,0.980597,0.230631,0.747731
746,462.902,2,13.435,37.9179,14.9805,1.63196,0.0410785,0.258782,1.00557,0.23206,0.751087
747,455.827,2,13.4602,37.9602,14.8692,1.63195,0.04075,0.25905,1.0055,0.22899,0.754392
748,464.101,2,13.466,37.6897,14.738,1.6467,0.0404057,0.259952,0.99627,0.232431,0.752303
749,464.277,2,13.4684,37.0005,14.8143,1.65622,0.0408343,0.259798,0.979806,0.235193,0.744783
750,461.566,2,13.4864,36.6259,14.7982,1.66462,0.040316,0.258613,0.968097,0.241393,0.742774
751,469.37,2,13.4862,37.0627,14.6903,1.68008,0.0396336,0.258442,0.965531,0.244311,0.764332
752,460.385,2,13.4816,37.2918,14.6441,1.6611,0.0402604,0.25919,0.970319,0.241585,0.771208
753,461.876,2,13.49,37.2053,14.5549,1.67779,0.0389696,0.259758,0.976726,0.243282,0.764636
754,463.983,2,13.5014,37.0917,14.4938,1.6778,0.0395831,0.259418,0.969503,0.243062,0.763088
755,455.046,2,13.5027,37.0238,14.4704,1.67144,0.0391371,0.258698,0.958188,0.246656,0.757377
756,457.833,2,13.5084,37.3039,14.432,1.68026,0.0386515,0.259308,0.951151,0.246228,0.746412
757,452.466,2,13.5136,36.7914,14.5876,1.68416,0.0376083,0.26027,0.937649,0.247003,0.742465
758,447.407,2,13.5107,36.6022,14.6629,1.66987,0.0374572,0.259331,0.941115,0.241648,0.742563
759,451.146,2,13.4886,37.2823,14.6932,1.65631,0.0374011,0.260126,0.9479,0.240169,0.742043
760,466.577,2,13.4739,37.3119,14.6581,1.66028,0.037897,0.261283,0.961939,0.239437,0.747914
761,460.966,2,13.4933,37.1272,14.5546,1.66477,0.0368245,0.262767,0.969972,0.241727,0.767547
762,467.543,2,13.5155,37.7323,14.5265,1.67332,0.0364753,0.262751,1.00092,0.241261,0.779289
763,469.336,2,13.5114,38.3095,14.5185,1.67315,0.0367641,0.262902,1.024,0.24365,0.784282
764,458.115,2,13.5174,37.8351,14.5632,1.65999,0.0371319,0.262592,1.00919,0.246059,0.789465
765,456.358,2,13.5002,37.9773,14.5175,1.63671,0.0378832,0.261609,1.00064,0.250078,0.787
766,458.483,2,13.5118,38.0659,14.516,1.64601,0.0376724,0.260779,0.995829,0.248294,0.781347
767,449.705,2,13.5219,38.2653,14.4498,1.63912,0.0372655,0.260624,0.991135,0.247826,0.775064
768,453.228,2,13.5314,38.2264,14.406,1.64512,0.0364256,0.262309,0.989422,0.24645,0.771272
769,449.322,2,13.5362,38.0664,14.3552,1.6274,0.0368165,0.261329,0.992082,0.241665,0.778689
770,460.695,2,13.5128,37.8961,14.3742,1.61211,0.0375553,0.260482,1.00163,0.239083,0.804512
771,464.736,2,13.5231,37.2785,14.2643,1.60328,0.0380797,0.261459,1.02089,0.236778,0.826697
772,464.572,2,13.5075,37.0273,14.1379,1.59324,0.0389087,0.261323,1.05009,0.23257,0.834553
773,464.251,2,13.4951,36.448,14.01,1.58916,0.0393751,0.261002,1.06878,0.230016,0.842416
774,460.937,2,13.4893,36.0907,14.0717,1.57632,0.0405469,0.260511,1.07069,0.224744,0.847219
775,459.144,2,13.4688,36.175,14.0063,1.56616,0.0413066,0.260872,1.05945,0.224194,0.843329
776,456.895,2,13.4724,36.4225,14.0162,1.57199,0.0414512,0.260022,1.03943,0.224235,0.83412
777,456.329,2,13.4704,36.6623,14.1349,1.57199,0.0415877,0.260036,1.03032,0.222203,0.831786
