parameter,value
Cl_pop,13.5008590489815
V1_pop,23.3883719867305
beta_V1_logtCLCRMLMIN,-1.36948400229436
Q_pop,23.4
beta_Q_LMP_1,0.895208143005111
beta_Q_logtAGEA,1.25295625848612
beta_Q_logtALBGDL,17.4110325771125
beta_Q_logtPROGDL,-17.3872245382023
V2_pop,4.35845487151294
beta_V2_LLP_1,-0.481663280609677
beta_V2_SEXF_1,3.99871336133085
beta_V2_logtHCM,35.2046301835296
omega_Cl,0.257735130052891
omega_V1,0.166564442359324
omega_Q,4.89590767101699e-8
omega_V2,7.35750396607511e-8
a,1.40613758803418
b,0.039590262937733
