Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.82652,0.0801896,21.7629,6023.52,513.038,0.00102222,4.84346,0.0306792,All
9.81137,0.131219,21.7629,6023.52,1538.46,1.4003e-05,11.864,0.0552225,All
10.7962,0.10935,21.7629,0,2563.88,7.00151e-06,18.8846,0.0143169,All
11.7811,0.145799,21.7629,54211.7,3589.3,0,25.9051,0.0102264,All
12.7659,0.0437398,21.7629,54211.7,4614.72,0,32.9257,0.011249,All
13.7507,0.0728997,21.7629,102400,5640.14,0,39.9462,0.0173849,All
14.7356,0.0947696,21.7629,144565,6665.56,0,46.9668,0.00818111,All
15.7204,0.0583197,21.7629,120470,7690.98,0,53.9873,0.00204528,All
16.7053,0.0947696,21.7629,168659,8716.4,0,61.0079,0.00306792,All
17.6901,0.0656097,21.7629,114447,9741.82,0,68.0284,0,All
18.675,0.10206,21.7629,72282.3,10767.2,0,75.049,0,All
19.6598,0.0510298,21.7629,48188.2,11792.7,0,82.0695,0,All
20.6447,0.0437398,21.7629,12047,12818.1,7.00151e-06,89.0901,0.00102264,All
