parameter,value
Cl_pop,12.8915827941773
beta_Cl_logtRAN,-0.0417214762301019
V1_pop,25.91283971538
beta_V1_ANTU_1,-0.311052223840452
beta_V1_logtCLCRMLMIN,-3.22930375576077
beta_V1_logtPROGDL,-1.8346669045701
Q_pop,23.4
beta_Q_LMP_1,0.952954064338325
beta_Q_logtAGEA,1.36250314053843
beta_Q_logtALBGDL,18.0634956525838
beta_Q_logtPROGDL,-18.1727302977068
V2_pop,2.55524878325952
beta_V2_SEXF_1,4.88884478529832
beta_V2_logtHCM,39.4432561620532
beta_V2_logtRAL,0.229121097346639
omega_Cl,0.252826925475585
omega_V1,0.328630315247533
omega_Q,1.69727870649373e-8
omega_V2,5.5666136718809e-8
a,1.33105449776335
b,0.0442470751696021
