standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.89801,0.102298,-1.99059,0.0325964,-2.3426,0.0710151,-2.84426,0.0374419,All
-1.61728,0.179021,-1.55008,0.162982,-1.93821,0.159784,-2.46076,0,All
-1.33655,0.153447,-1.10958,0.17928,-1.53382,0.106523,-2.07726,0.0748838,All
-1.05582,0.537063,-0.669067,0.407455,-1.12942,0.106523,-1.69376,0.18721,All
-0.775092,0.255744,-0.228559,0.440051,-0.725032,0.266307,-1.31026,0.0748838,All
-0.494363,0.358042,0.21195,0.521542,-0.32064,0.461598,-0.926758,0.262093,All
-0.213634,0.179021,0.652458,0.277069,0.0837524,0.479352,-0.543258,0.411861,All
0.0670955,0.23017,1.09297,0.146684,0.488145,0.390583,-0.159758,0.449303,All
0.347825,0.332468,1.53347,0.130386,0.892537,0.319568,0.223742,0.355698,All
0.628554,0.332468,1.97398,0.0977891,1.29693,0.159784,0.607242,0.299535,All
0.909283,0.511489,2.41449,0.0162982,1.70132,0.0532613,0.990742,0.149768,All
1.19001,0.383616,2.855,0,2.10571,0.0355075,1.37424,0.355698,All
1.47074,0.281319,3.29551,0.0325964,2.51011,0.0532613,1.75774,0.149768,All
