parameter,value
Cl_pop,13.5304513608259
V1_pop,26.1893921124365
beta_V1_ANTU_1,-0.285874979542619
beta_V1_logtCLCRMLMIN,-3.16799554001342
beta_V1_logtPROGDL,-2.01770158513575
Q_pop,23.4
beta_Q_LMP_1,1.01696617179035
beta_Q_logtAGEA,1.35340765217937
beta_Q_logtALBGDL,18.9713629418719
beta_Q_logtPROGDL,-18.6439910333669
V2_pop,1.9046279543698
beta_V2_SEXF_1,5.45257916659319
beta_V2_logtALBGDL,0.44433907034939
beta_V2_logtHCM,44.6901188976584
beta_V2_logtRAL,0.315070091519007
omega_Cl,0.259835909569961
omega_V1,0.33770104723067
omega_Q,3.27159589786014e-8
omega_V2,2.63010981839896e-8
a,1.32320136417003
b,0.042909988762655
