Cl_pop,0.69851,-1.1758e-7,nan,-8.8267e-7,0.057743,1.6505e-7,-0.0010424,1.1921e-9,nan,-3.1006e-9,0.0088696,-1.7426e-10,0.00024572
V1_pop,-1.1758e-7,7.0676e-12,nan,8.0938e-11,1.0817e-6,-3.7858e-12,2.5563e-8,-5.7368e-14,nan,1.0721e-13,-1.3313e-6,2.3856e-14,-4.524e-9
Q2_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V2_pop,-8.8267e-7,8.0938e-11,nan,2.1386e-9,2.3867e-5,-8.3318e-12,3.9237e-7,-1.4296e-12,nan,7.1069e-13,-2.5791e-5,9.0397e-13,-2.376e-8
Q3_pop,0.057743,1.0817e-6,nan,2.3867e-5,3.672,-4.4011e-7,0.0062563,-1.7136e-8,nan,8.4801e-9,-0.60086,1.2937e-8,-0.001193
V3_pop,1.6505e-7,-3.7858e-12,nan,-8.3318e-12,-4.4011e-7,7.3676e-12,-1.4877e-8,1.8981e-14,nan,-1.3422e-13,7.7161e-7,-9.8493e-15,1.3454e-8
omega_Cl,-0.0010424,2.5563e-8,nan,3.9237e-7,0.0062563,-1.4877e-8,0.0021271,-3.0401e-10,nan,3.1109e-10,-0.0062611,1.5869e-10,-6.2708e-5
omega_V1,1.1921e-9,-5.7368e-14,nan,-1.4296e-12,-1.7136e-8,1.8981e-14,-3.0401e-10,2.1337e-15,nan,-8.5619e-17,2.1186e-8,-9.4085e-16,4.2956e-11
omega_Q2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_V2,-3.1006e-9,1.0721e-13,nan,7.1069e-13,8.4801e-9,-1.3422e-13,3.1109e-10,-8.5619e-17,nan,8.923e-15,-1.3193e-8,1.7526e-16,-2.9614e-10
omega_Q3,0.0088696,-1.3313e-6,nan,-2.5791e-5,-0.60086,7.7161e-7,-0.0062611,2.1186e-8,nan,-1.3193e-8,0.81467,-1.3228e-8,0.00085776
omega_V3,-1.7426e-10,2.3856e-14,nan,9.0397e-13,1.2937e-8,-9.8493e-15,1.5869e-10,-9.4085e-16,nan,1.7526e-16,-1.3228e-8,8.2864e-16,-4.0938e-11
a,0.00024572,-4.524e-9,nan,-2.376e-8,-0.001193,1.3454e-8,-6.2708e-5,4.2956e-11,nan,-2.9614e-10,0.00085776,-4.0938e-11,0.00029253
