Cl_pop,1,-0.052918,nan,-0.022838,0.036055,0.072758,-0.027043,0.03088,nan,-0.039274,0.011758,-0.0072432,0.01719
V1_pop,-0.052918,1,nan,0.65834,0.21233,-0.52464,0.20849,-0.46717,nan,0.4269,-0.5548,0.31173,-0.099494
Q2_pop,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
V2_pop,-0.022838,0.65834,nan,1,0.26933,-0.066376,0.18397,-0.66925,nan,0.16269,-0.6179,0.67906,-0.03004
Q3_pop,0.036055,0.21233,nan,0.26933,1,-0.084615,0.070791,-0.1936,nan,0.046848,-0.3474,0.23454,-0.0364
V3_pop,0.072758,-0.52464,nan,-0.066376,-0.084615,1,-0.11884,0.15139,nan,-0.52349,0.31495,-0.12606,0.2898
omega_Cl,-0.027043,0.20849,nan,0.18397,0.070791,-0.11884,1,-0.1427,nan,0.071407,-0.15041,0.11953,-0.079496
omega_V1,0.03088,-0.46717,nan,-0.66925,-0.1936,0.15139,-0.1427,1,nan,-0.019622,0.50816,-0.70758,0.054372
omega_Q2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
omega_V2,-0.039274,0.4269,nan,0.16269,0.046848,-0.52349,0.071407,-0.019622,nan,1,-0.15474,0.064454,-0.1833
omega_Q3,0.011758,-0.5548,nan,-0.6179,-0.3474,0.31495,-0.15041,0.50816,nan,-0.15474,1,-0.50911,0.055563
omega_V3,-0.0072432,0.31173,nan,0.67906,0.23454,-0.12606,0.11953,-0.70758,nan,0.064454,-0.50911,1,-0.083149
a,0.01719,-0.099494,nan,-0.03004,-0.0364,0.2898,-0.079496,0.054372,nan,-0.1833,0.055563,-0.083149,1
