parameter,value,se_lin,rse_lin
Cl_pop,20.6331891156866,4.04955217682569,19.6263997490673
beta_Cl_tSCRMGDL,-0.414611609892248,0.183100484048843,44.1619288221158
V1_pop,24.0167109008437,2.14274932446207,8.92190997055633
Q_pop,23.4,,
V2_pop,12.9181296373683,3.03553726212779,23.498272175152
omega_Cl,0.224385487696257,0.0427531472389318,19.0534368678982
omega_V1,0.299029646269045,0.0708664531819573,23.6988051406104
omega_Q,0.900338399343324,0.249823276961981,27.7477087664143
omega_V2,0.812273990983111,0.189643371151676,23.347216980584
a,1.855261502636,0.218733585626338,11.7899059143714
