iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
8348,455.477,2,6.6173,24.3936,12.4936,1.55376,0.0424976,0.714195,0.24289,0.984934,0.265052,0.926484
8349,457.221,2,6.62923,24.3917,12.5139,1.55189,0.0424499,0.712418,0.24303,0.986347,0.265117,0.926372
8350,473.305,2,6.62947,24.39,12.5193,1.54958,0.0425995,0.712426,0.243134,0.988405,0.265357,0.92865
8351,471.604,2,6.62218,24.3951,12.5202,1.55168,0.0425227,0.7135,0.243006,0.989411,0.265745,0.930166
8352,473.16,2,6.61479,24.4062,12.5133,1.55077,0.0426422,0.71448,0.242715,0.990024,0.2666,0.930768
8353,463.122,2,6.61094,24.4176,12.5052,1.55211,0.0425857,0.714973,0.242551,0.989359,0.267122,0.928682
8354,471.33,2,6.60741,24.4429,12.4992,1.55423,0.0425947,0.715367,0.242393,0.988847,0.267306,0.928583
8355,471.502,2,6.60188,24.462,12.4746,1.55638,0.0424961,0.716289,0.242595,0.990836,0.267441,0.929138
8356,463.429,2,6.60253,24.477,12.4733,1.55675,0.0425528,0.716241,0.242517,0.987316,0.26699,0.93033
8357,461.573,2,6.59978,24.4889,12.458,1.55675,0.0425429,0.716582,0.242418,0.986233,0.26665,0.931417
8358,458.787,2,6.59826,24.508,12.4443,1.55827,0.042331,0.716725,0.242486,0.985475,0.266983,0.931334
8359,464.768,2,6.59582,24.5211,12.4513,1.55979,0.0422681,0.717079,0.242308,0.983493,0.266988,0.933226
8360,462.343,2,6.59842,24.5384,12.4481,1.56156,0.0421926,0.716727,0.242181,0.982207,0.267201,0.931757
8361,469.324,2,6.5971,24.5456,12.4316,1.56494,0.0420972,0.716966,0.242043,0.981349,0.267655,0.930273
8362,476.552,2,6.60641,24.5533,12.4163,1.56676,0.0422168,0.715473,0.242092,0.979468,0.267658,0.930342
8363,472.881,2,6.60123,24.5686,12.4176,1.56856,0.0422084,0.71641,0.242285,0.97945,0.268306,0.929098
8364,465.282,2,6.60467,24.58,12.415,1.56933,0.0421871,0.715932,0.242184,0.97694,0.268906,0.929365
8365,473.078,2,6.606,24.5912,12.4167,1.57102,0.0422123,0.715778,0.242215,0.9757,0.269916,0.927581
8366,474.855,2,6.62081,24.5967,12.4249,1.5723,0.0422027,0.713463,0.242195,0.976882,0.270847,0.927424
8367,469.922,2,6.63352,24.598,12.4249,1.57404,0.0421049,0.711324,0.242222,0.977521,0.271306,0.927776
8368,467.673,2,6.6355,24.5918,12.4428,1.57586,0.0420116,0.710939,0.242086,0.97789,0.271636,0.927754
8369,457.222,2,6.64387,24.5882,12.4169,1.57666,0.0418815,0.709803,0.242159,0.975898,0.271661,0.927222
8370,452.826,2,6.65105,24.5828,12.4175,1.577,0.0417249,0.708738,0.242275,0.972702,0.271579,0.927184
8371,458.854,2,6.64741,24.576,12.4033,1.5741,0.0418191,0.70932,0.242207,0.973204,0.271754,0.924874
8372,462.769,2,6.64425,24.5826,12.3853,1.57325,0.0418787,0.709863,0.242206,0.971007,0.271956,0.924521
8373,464.789,2,6.64054,24.5919,12.3865,1.57252,0.0418926,0.71061,0.242261,0.970733,0.272192,0.925169
8374,464.903,2,6.63509,24.5997,12.3695,1.57316,0.0418267,0.711531,0.242308,0.971248,0.272662,0.924406
8375,472.084,2,6.63674,24.5897,12.3509,1.57316,0.0419173,0.711398,0.242383,0.970399,0.272985,0.925209
8376,468.275,2,6.64112,24.5834,12.3028,1.57607,0.0418514,0.710583,0.242304,0.966838,0.273287,0.925613
8377,467.189,2,6.63371,24.5829,12.2805,1.57607,0.0418777,0.71163,0.242281,0.966816,0.273355,0.925856
8378,471.24,2,6.6285,24.5794,12.2777,1.57599,0.04201,0.712283,0.242286,0.964756,0.273414,0.925961
8379,468.885,2,6.63624,24.5776,12.2689,1.57544,0.0420869,0.71104,0.242298,0.964464,0.273541,0.926303
8380,457.717,2,6.64158,24.5807,12.2621,1.5755,0.041997,0.71015,0.24228,0.962948,0.273825,0.925493
8381,458.842,2,6.63757,24.5824,12.2666,1.577,0.0417965,0.71066,0.242385,0.961156,0.273877,0.926467
8382,469.032,2,6.62847,24.5867,12.2757,1.57886,0.0416805,0.711966,0.242493,0.9617,0.274165,0.927267
8383,471.566,2,6.63035,24.5892,12.2943,1.58135,0.0415634,0.711784,0.242529,0.964197,0.274163,0.927757
8384,468.187,2,6.62621,24.6121,12.2914,1.58063,0.0415133,0.712306,0.242493,0.964649,0.275476,0.928986
8385,467.114,2,6.62253,24.6394,12.2587,1.58063,0.0414931,0.712756,0.242574,0.962229,0.276305,0.931065
8386,469.032,2,6.61849,24.6612,12.2338,1.58185,0.0413947,0.71331,0.24266,0.96072,0.277156,0.932801
8387,482.02,2,6.62985,24.6733,12.1914,1.58259,0.041488,0.711844,0.242807,0.960478,0.277459,0.936659
8388,472.283,2,6.64366,24.6863,12.1526,1.58318,0.0414568,0.709868,0.24292,0.959638,0.277978,0.939648
8389,475.625,2,6.65786,24.6936,12.135,1.58374,0.0415355,0.707812,0.243287,0.959982,0.278096,0.93928
8390,464.149,2,6.66481,24.6954,12.1303,1.58374,0.0415774,0.706695,0.243212,0.95685,0.277981,0.940329
8391,459.594,2,6.65791,24.6905,12.1205,1.58472,0.0415282,0.707863,0.243162,0.954791,0.278058,0.937901
8392,468.349,2,6.66245,24.6858,12.107,1.58638,0.0414482,0.707483,0.243295,0.954811,0.278315,0.937442
8393,464.499,2,6.65549,24.6826,12.0791,1.5858,0.0414829,0.708799,0.243276,0.954679,0.278465,0.936431
8394,476.828,2,6.65217,24.6862,12.0775,1.58824,0.04149,0.709628,0.243301,0.95526,0.278904,0.935562
8395,466.566,2,6.65801,24.6818,12.0673,1.58824,0.0414848,0.708773,0.243325,0.954298,0.279247,0.936261
8396,463.46,2,6.64928,24.6789,12.0504,1.58824,0.0414728,0.710157,0.243429,0.952836,0.279197,0.937001
8397,468.463,2,6.65604,24.6844,12.025,1.58824,0.0414704,0.709206,0.243554,0.952966,0.279187,0.938925
8398,465.047,2,6.64827,24.6834,12.0476,1.58702,0.0415086,0.710441,0.243575,0.952686,0.279412,0.939057
8399,467.279,2,6.64419,24.685,12.0742,1.58538,0.0416135,0.711083,0.243799,0.952688,0.279783,0.937038
8400,466.327,2,6.63921,24.6969,12.1111,1.58436,0.0416589,0.711994,0.244058,0.953232,0.279635,0.936877
8401,472.036,2,6.63326,24.6929,12.1463,1.58354,0.0417442,0.712939,0.244202,0.954963,0.279426,0.937486
8402,470.693,2,6.62424,24.6905,12.1814,1.58354,0.041741,0.71412,0.244304,0.958172,0.278826,0.938692
8403,467.733,2,6.62371,24.6806,12.2113,1.58449,0.0417332,0.714103,0.244496,0.960808,0.278004,0.936992
8404,470.191,2,6.62894,24.6747,12.2311,1.58833,0.0416571,0.713333,0.244861,0.959874,0.277083,0.935444
8405,465.179,2,6.62159,24.6715,12.2496,1.5896,0.0416448,0.71446,0.244831,0.959975,0.2763,0.934699
8406,459.104,2,6.6285,24.6623,12.2696,1.59115,0.0414933,0.713626,0.244972,0.961598,0.275139,0.933945
8407,461.521,2,6.62687,24.6624,12.2774,1.59322,0.0414114,0.713917,0.244948,0.960282,0.274299,0.933349
8408,462.462,2,6.62145,24.6663,12.2524,1.59348,0.0414385,0.714908,0.244885,0.959031,0.273567,0.93347
8409,466.7,2,6.62317,24.6808,12.2458,1.59348,0.0415197,0.714685,0.244828,0.957829,0.272978,0.93459
8410,461.113,2,6.62348,24.6846,12.2281,1.5923,0.0416034,0.71461,0.244751,0.956434,0.272284,0.934692
8411,462.82,2,6.62573,24.6822,12.2218,1.59298,0.0416135,0.71425,0.244564,0.954831,0.271769,0.934843
8412,466.076,2,6.63502,24.677,12.2158,1.59314,0.04167,0.712682,0.244595,0.952996,0.271087,0.935869
8413,455.302,2,6.63512,24.6698,12.209,1.59104,0.041745,0.712492,0.244563,0.95109,0.270753,0.933599
8414,457.489,2,6.62868,24.6694,12.2104,1.59039,0.04173,0.713465,0.244522,0.951072,0.270672,0.931289
8415,454.841,2,6.61532,24.6789,12.201,1.59047,0.0416356,0.715311,0.244424,0.948449,0.270802,0.930503
8416,461.355,2,6.60079,24.6787,12.2023,1.58955,0.0416628,0.717489,0.244446,0.946408,0.270839,0.9309
8417,459.382,2,6.59777,24.6768,12.2007,1.58955,0.0416445,0.717868,0.244574,0.943223,0.270719,0.931267
8418,463.557,2,6.59553,24.6747,12.2174,1.58955,0.0416548,0.718124,0.244497,0.941995,0.270931,0.930233
8419,458.966,2,6.59479,24.6705,12.2175,1.58952,0.0415913,0.718194,0.24439,0.944003,0.270693,0.928204
8420,459.05,2,6.59109,24.6637,12.228,1.58851,0.0416164,0.718874,0.244353,0.944816,0.270428,0.926275
8421,461.383,2,6.58734,24.6525,12.22,1.58851,0.0415802,0.719678,0.24436,0.944686,0.270134,0.926749
8422,463.542,2,6.58741,24.6604,12.2135,1.58867,0.0415086,0.719784,0.244267,0.948281,0.269934,0.926306
8423,472.773,2,6.58079,24.6579,12.2165,1.5873,0.041581,0.720682,0.244215,0.951025,0.2704,0.927162
8424,468.432,2,6.58158,24.6572,12.2128,1.58533,0.0416377,0.720417,0.244155,0.953029,0.270984,0.927683
8425,463.387,2,6.57722,24.6476,12.209,1.58302,0.0417146,0.72099,0.244164,0.952163,0.271625,0.927224
8426,463.124,2,6.5834,24.6446,12.2144,1.58043,0.0417946,0.719999,0.244132,0.953047,0.272202,0.925848
8427,468.976,2,6.58248,24.6373,12.2515,1.57876,0.0418182,0.720032,0.244287,0.955371,0.272662,0.926784
8428,470.628,2,6.57898,24.6385,12.2712,1.57751,0.0418746,0.720515,0.244387,0.957885,0.272811,0.927388
8429,467.78,2,6.57619,24.6407,12.2714,1.57751,0.0418672,0.720782,0.24427,0.958681,0.27322,0.927256
8430,467.94,2,6.57658,24.6404,12.2758,1.57666,0.0419219,0.720646,0.244269,0.9608,0.273662,0.925084
8431,468.595,2,6.57841,24.6388,12.3021,1.5762,0.0419551,0.720561,0.244513,0.961513,0.274644,0.922396
8432,461.892,2,6.57509,24.6281,12.3283,1.5762,0.041898,0.720982,0.244418,0.960531,0.275244,0.921015
8433,455.656,2,6.58392,24.6219,12.3363,1.57497,0.0418535,0.719498,0.244381,0.959602,0.275871,0.91891
8434,468.604,2,6.58786,24.6251,12.3119,1.57359,0.0419043,0.718729,0.244391,0.959497,0.276375,0.920525
8435,466.474,2,6.58714,24.6306,12.2764,1.57219,0.042,0.718737,0.244106,0.957329,0.276869,0.92222
8436,471.168,2,6.57914,24.6336,12.2529,1.57178,0.0420934,0.71981,0.243905,0.956239,0.277214,0.923679
8437,459.457,2,6.57931,24.6251,12.2402,1.57058,0.0421529,0.719795,0.243854,0.953769,0.277022,0.923915
8438,453.557,2,6.57963,24.6173,12.2313,1.56784,0.0422093,0.719702,0.243687,0.95136,0.277106,0.923638
8439,459.588,2,6.58051,24.61,12.2021,1.56662,0.0422416,0.71944,0.243761,0.948927,0.277151,0.923841
8440,466.841,2,6.58114,24.6099,12.2043,1.56596,0.0423341,0.719438,0.243876,0.947758,0.277304,0.923124
8441,457.687,2,6.58383,24.6113,12.1996,1.56478,0.0422983,0.71901,0.24389,0.945839,0.277484,0.924433
8442,464.838,2,6.58154,24.6154,12.1895,1.5634,0.0423296,0.719299,0.243905,0.945402,0.277669,0.926326
8443,464.511,2,6.5851,24.6265,12.1763,1.56398,0.0422761,0.718724,0.243846,0.945671,0.277685,0.927067
8444,477.018,2,6.5852,24.6349,12.1671,1.56449,0.0423899,0.71878,0.243752,0.947836,0.277345,0.927752
8445,463.675,2,6.5807,24.6404,12.1472,1.56449,0.0423777,0.719521,0.243666,0.947487,0.277354,0.928972
8446,464.86,2,6.57439,24.6416,12.1294,1.56449,0.0424071,0.72055,0.243756,0.946654,0.277208,0.928663
8447,455.917,2,6.57519,24.648,12.1193,1.56189,0.0424273,0.720466,0.243846,0.944507,0.276841,0.931414
8448,456.927,2,6.57908,24.6607,12.1137,1.56039,0.0423815,0.719969,0.243988,0.942865,0.27662,0.934099
8449,469.758,2,6.57673,24.6615,12.114,1.55977,0.0424961,0.720299,0.244088,0.940746,0.276882,0.934305
8450,467.452,2,6.57334,24.6733,12.1134,1.55988,0.042583,0.720817,0.244127,0.938763,0.277139,0.932949
8451,460.308,2,6.57863,24.6806,12.1196,1.55898,0.0426269,0.720123,0.24412,0.936521,0.27748,0.931942
8452,468.96,2,6.57844,24.6814,12.1395,1.55938,0.0426722,0.720363,0.244234,0.936479,0.277396,0.931727
8453,466.046,2,6.58935,24.6923,12.1444,1.56119,0.042627,0.718566,0.244216,0.936601,0.27737,0.930072
8454,460.738,2,6.59848,24.7035,12.1153,1.56067,0.0426326,0.7173,0.24444,0.936222,0.27721,0.928868
8455,461.134,2,6.59193,24.6971,12.1018,1.56067,0.0426249,0.71836,0.244547,0.934173,0.277279,0.928031
8456,462.001,2,6.58772,24.6836,12.1092,1.56231,0.0425613,0.719247,0.244688,0.933074,0.27742,0.925284
8457,467.398,2,6.59047,24.6807,12.1049,1.56275,0.0426564,0.719102,0.244628,0.931188,0.277438,0.924172
8458,473.98,2,6.59911,24.6712,12.095,1.56268,0.0427544,0.717922,0.244717,0.930348,0.277788,0.925208
8459,464.757,2,6.60565,24.6666,12.0867,1.56327,0.0427519,0.716758,0.244699,0.927962,0.277675,0.926637
8460,463.313,2,6.60099,24.6664,12.069,1.5649,0.0426765,0.717401,0.244912,0.925356,0.277557,0.927034
8461,470.363,2,6.59335,24.6627,12.0769,1.56559,0.0427095,0.718474,0.24516,0.923918,0.277883,0.926932
8462,462.371,2,6.58928,24.6596,12.1007,1.56453,0.0427456,0.719077,0.245127,0.922597,0.278391,0.926314
8463,458.156,2,6.58096,24.6609,12.1208,1.56365,0.0426956,0.72033,0.24506,0.921029,0.279207,0.925662
8464,458.849,2,6.57748,24.6489,12.1187,1.56135,0.0427627,0.720908,0.245147,0.920603,0.279838,0.922763
8465,464.461,2,6.58496,24.6326,12.1206,1.55941,0.0428982,0.71967,0.244941,0.920827,0.280064,0.920784
8466,465.251,2,6.59945,24.6175,12.1359,1.56005,0.0429256,0.717407,0.244863,0.920644,0.28021,0.918652
8467,460.691,2,6.60423,24.6092,12.1475,1.55683,0.0430891,0.716709,0.244805,0.921611,0.280243,0.91558
8468,456.954,2,6.6008,24.6015,12.1536,1.5569,0.0430669,0.717226,0.244851,0.922459,0.279417,0.913804
8469,458.831,2,6.60564,24.5948,12.1566,1.5569,0.0430439,0.716477,0.244958,0.922799,0.278741,0.912723
8470,448.38,2,6.60503,24.5877,12.1806,1.55607,0.0429227,0.716562,0.244972,0.924498,0.27805,0.910875
8471,458.07,2,6.60092,24.5804,12.1877,1.55458,0.0429498,0.717254,0.244918,0.926079,0.277787,0.909509
8472,458.171,2,6.59645,24.5693,12.1963,1.55345,0.0429627,0.717953,0.244901,0.927223,0.277746,0.907726
8473,469.157,2,6.60466,24.5527,12.2325,1.55216,0.0430791,0.716749,0.244932,0.92969,0.277665,0.9067
8474,461.461,2,6.61268,24.5409,12.2425,1.55255,0.0430591,0.715542,0.245006,0.929814,0.27765,0.905072
8475,461.976,2,6.62246,24.5282,12.2791,1.55117,0.0431197,0.713997,0.245085,0.930167,0.277645,0.904215
8476,471.055,2,6.62411,24.5073,12.3164,1.5487,0.0432607,0.713511,0.245094,0.930377,0.277924,0.90631
8477,462.846,2,6.63105,24.5004,12.3623,1.5487,0.0432941,0.712148,0.244894,0.93008,0.277603,0.906577
8478,457.464,2,6.64125,24.4998,12.4035,1.54742,0.0432807,0.710384,0.244764,0.929686,0.277409,0.908002
8479,465.894,2,6.64697,24.51,12.4214,1.54617,0.0433219,0.709422,0.244857,0.930266,0.277226,0.910053
8480,465.839,2,6.65237,24.5113,12.449,1.54507,0.0434355,0.708538,0.244743,0.92952,0.277071,0.910539
8481,468.153,2,6.65432,24.5118,12.464,1.54433,0.0434904,0.708119,0.244869,0.930643,0.277211,0.910355
8482,469.15,2,6.66346,24.5044,12.4676,1.54433,0.0436114,0.706855,0.244748,0.932261,0.276733,0.909679
8483,451.97,2,6.66907,24.4982,12.4664,1.54398,0.0434932,0.706195,0.244728,0.93352,0.276304,0.908875
8484,451.926,2,6.66667,24.4806,12.4665,1.54381,0.0433831,0.706609,0.244526,0.934534,0.276018,0.907827
8485,462.036,2,6.66497,24.4608,12.4884,1.54329,0.0434251,0.706807,0.244438,0.934939,0.275414,0.908473
8486,463.91,2,6.66364,24.4426,12.5093,1.54518,0.0433074,0.706873,0.244331,0.936792,0.274779,0.909505
8487,463.477,2,6.66758,24.4315,12.5338,1.54518,0.0433289,0.706168,0.244336,0.938474,0.273904,0.910048
8488,457.174,2,6.67089,24.418,12.5466,1.54597,0.0433054,0.705687,0.24433,0.938413,0.2731,0.908677
8489,462.257,2,6.67222,24.4101,12.5264,1.54597,0.0432748,0.705195,0.244386,0.939047,0.272546,0.909808
8490,465.553,2,6.66854,24.4042,12.5135,1.54597,0.0432906,0.705604,0.244438,0.938805,0.272221,0.911445
8491,459.03,2,6.66677,24.3974,12.5117,1.54427,0.0432595,0.705707,0.244488,0.9409,0.271782,0.913366
8492,466.523,2,6.66463,24.3943,12.5134,1.54427,0.0432582,0.706164,0.244614,0.939793,0.271867,0.915332
8493,476.277,2,6.66005,24.396,12.5149,1.54543,0.0432893,0.706818,0.244794,0.939713,0.272007,0.917532
8494,466.866,2,6.65917,24.3877,12.5175,1.54496,0.0433169,0.707006,0.244995,0.939295,0.272354,0.917901
8495,472.272,2,6.65688,24.3766,12.5057,1.54708,0.0432788,0.707312,0.245045,0.940221,0.272058,0.918944
8496,460.678,2,6.65913,24.3657,12.4994,1.54609,0.0432916,0.707017,0.244951,0.941588,0.271939,0.918427
8497,467.092,2,6.65431,24.3647,12.4817,1.54691,0.0433079,0.707816,0.244862,0.941077,0.27157,0.919918
8498,467.394,2,6.6556,24.3629,12.4918,1.54691,0.0433378,0.707649,0.244868,0.941823,0.27177,0.919708
8499,466.382,2,6.66594,24.3656,12.5048,1.54558,0.0433624,0.706207,0.244849,0.944909,0.271864,0.920259
8500,476.276,2,6.66487,24.372,12.5089,1.5467,0.0434073,0.706465,0.244986,0.946143,0.272353,0.919228
8501,465.573,2,6.67248,24.3841,12.5052,1.5467,0.0434513,0.705366,0.245029,0.944637,0.27228,0.919904
8502,463.701,2,6.67696,24.3922,12.5006,1.54738,0.0433752,0.70466,0.244962,0.94511,0.272046,0.92176
8503,458.194,2,6.68125,24.4021,12.5013,1.54653,0.0433316,0.703914,0.244868,0.945155,0.272113,0.922359
8504,462.614,2,6.6887,24.4067,12.4919,1.54699,0.0433032,0.702793,0.244756,0.944385,0.272335,0.922252
8505,473.152,2,6.69867,24.4201,12.4599,1.5485,0.043335,0.701391,0.244676,0.94444,0.272315,0.922882
8506,465.401,2,6.69891,24.4212,12.4524,1.5477,0.0433646,0.701397,0.244771,0.945275,0.272292,0.923021
8507,461.027,2,6.69946,24.4189,12.4467,1.5472,0.0434181,0.70127,0.244696,0.943173,0.27206,0.923254
8508,474.624,2,6.69832,24.4141,12.4484,1.54687,0.0435405,0.70134,0.244626,0.943056,0.272096,0.924463
8509,448.124,2,6.69276,24.4192,12.4467,1.54405,0.0435601,0.702223,0.244611,0.939948,0.271966,0.924648
8510,455.579,2,6.69117,24.4247,12.4302,1.54226,0.0435534,0.702484,0.244596,0.939313,0.271855,0.925474
8511,458.676,2,6.69777,24.4322,12.4295,1.54276,0.0434973,0.701473,0.244592,0.93752,0.271878,0.925408
8512,463.202,2,6.70326,24.4417,12.4282,1.54276,0.0434609,0.700573,0.244627,0.936345,0.272543,0.925829
8513,465.15,2,6.69909,24.4543,12.4456,1.54276,0.0434536,0.701237,0.244569,0.935812,0.272856,0.926299
8514,475.239,2,6.69892,24.4557,12.4353,1.54366,0.0435338,0.701315,0.244527,0.935574,0.272917,0.927067
8515,457.051,2,6.70141,24.452,12.439,1.54405,0.0434373,0.700978,0.244676,0.934897,0.27276,0.926952
8516,460.892,2,6.70492,24.4456,12.4385,1.54554,0.0433661,0.70051,0.24478,0.934405,0.272465,0.925716
8517,476.15,2,6.71287,24.4427,12.4439,1.5462,0.0434446,0.69961,0.244879,0.937523,0.272458,0.924434
8518,466.113,2,6.71045,24.4397,12.4329,1.5462,0.0434091,0.700148,0.24477,0.939817,0.272373,0.926113
8519,466.425,2,6.71399,24.4313,12.443,1.54668,0.0433764,0.699542,0.244884,0.940919,0.272097,0.927018
8520,462.552,2,6.70939,24.4189,12.4386,1.54749,0.0433174,0.700235,0.24468,0.942133,0.271841,0.927283
8521,462.097,2,6.70763,24.411,12.4279,1.54805,0.0433303,0.700425,0.244629,0.942301,0.271252,0.926401
8522,447.081,2,6.71669,24.3983,12.4325,1.54627,0.0433083,0.699049,0.24458,0.94217,0.270382,0.925489
8523,455.298,2,6.72052,24.3903,12.4349,1.54514,0.0432961,0.698503,0.244567,0.943191,0.269541,0.92616
8524,465.249,2,6.72429,24.386,12.437,1.54422,0.043362,0.698095,0.244618,0.945423,0.268979,0.926291
8525,462.478,2,6.73602,24.3814,12.4502,1.54601,0.0433079,0.696291,0.244658,0.946434,0.268348,0.924549
8526,458.737,2,6.73663,24.3748,12.4672,1.54787,0.0431208,0.696127,0.244449,0.948833,0.267889,0.924581
8527,463.831,2,6.73921,24.3764,12.4888,1.54665,0.0432271,0.695774,0.24447,0.949309,0.267566,0.923592
8528,466.519,2,6.74516,24.3744,12.4796,1.54836,0.0432005,0.694947,0.244599,0.950548,0.266912,0.922733
8529,457.202,2,6.74293,24.3783,12.4714,1.54836,0.0432024,0.695323,0.244507,0.949796,0.266347,0.922666
8530,471.037,2,6.74427,24.3773,12.4453,1.54902,0.0432712,0.69539,0.244559,0.949276,0.26616,0.923413
8531,465.345,2,6.74136,24.3792,12.4333,1.54902,0.0433081,0.696097,0.244586,0.948204,0.266069,0.924832
8532,466.787,2,6.74192,24.3894,12.4212,1.54749,0.0434018,0.696038,0.244514,0.947878,0.265946,0.927126
8533,470.727,2,6.74254,24.4004,12.395,1.5475,0.0434628,0.696128,0.24448,0.946432,0.265914,0.930137
8534,471.709,2,6.73503,24.4142,12.3636,1.55008,0.0433881,0.697227,0.244421,0.944312,0.266191,0.932437
8535,468.307,2,6.73527,24.4214,12.3539,1.55099,0.0433519,0.697102,0.244483,0.943704,0.266727,0.932594
8536,459.999,2,6.7323,24.4289,12.3369,1.55099,0.0433359,0.697568,0.244296,0.941448,0.267225,0.932618
8537,469.013,2,6.73687,24.4293,12.3254,1.55099,0.0433908,0.696971,0.244341,0.941171,0.267494,0.93262
8538,469.367,2,6.74068,24.4289,12.3035,1.55273,0.0432806,0.696445,0.244438,0.941291,0.267841,0.933863
8539,471.29,2,6.74086,24.4362,12.2837,1.55408,0.0431524,0.696344,0.244558,0.943416,0.268073,0.93605
8540,469.418,2,6.74065,24.4449,12.2836,1.55348,0.0432032,0.696329,0.244554,0.944001,0.268118,0.937373
8541,460.982,2,6.73931,24.4557,12.2677,1.55253,0.043274,0.696603,0.244495,0.943299,0.267561,0.937703
8542,462.62,2,6.73731,24.4745,12.2371,1.55112,0.0432658,0.696803,0.244556,0.943335,0.267319,0.940988
8543,453.913,2,6.73712,24.4912,12.2374,1.54927,0.0432708,0.696744,0.244672,0.942699,0.26698,0.940776
8544,464.656,2,6.7369,24.5096,12.2144,1.5486,0.0433001,0.696749,0.244814,0.944111,0.266742,0.940278
8545,468.32,2,6.73973,24.5333,12.2086,1.5486,0.0433692,0.696434,0.2449,0.942788,0.266851,0.940031
8546,469.603,2,6.73793,24.5564,12.1771,1.54912,0.0433802,0.696677,0.244801,0.94272,0.267418,0.939784
8547,470.577,2,6.7387,24.5791,12.158,1.54828,0.04344,0.696563,0.244833,0.94302,0.267853,0.940586
8548,464.491,2,6.73767,24.6033,12.1384,1.54685,0.0434989,0.696793,0.244929,0.943331,0.268311,0.939287
8549,474.942,2,6.73721,24.6242,12.1315,1.5473,0.0435001,0.696995,0.245039,0.945208,0.268549,0.940976
8550,476.378,2,6.72963,24.6431,12.1189,1.54908,0.043481,0.698164,0.245279,0.945115,0.268666,0.942548
8551,468.665,2,6.72664,24.662,12.0932,1.55042,0.0434802,0.698428,0.245264,0.943764,0.26904,0.941359
8552,463.249,2,6.72146,24.683,12.0695,1.54959,0.043478,0.699182,0.245191,0.944138,0.269025,0.94258
8553,460.055,2,6.71444,24.6906,12.0576,1.54922,0.0434264,0.700303,0.24509,0.94435,0.26913,0.943045
8554,465.354,2,6.71119,24.6998,12.0549,1.54922,0.0434666,0.700774,0.244808,0.943,0.269075,0.944543
8555,458.912,2,6.70252,24.7097,12.0337,1.54744,0.0434847,0.702133,0.244946,0.942249,0.268796,0.945983
8556,469.621,2,6.69088,24.712,12.0261,1.54744,0.043491,0.703953,0.245122,0.943622,0.268762,0.946693
8557,472.449,2,6.68425,24.7021,12.0138,1.54664,0.0435885,0.704863,0.245131,0.94398,0.268614,0.948167
8558,462.379,2,6.67605,24.696,11.9953,1.54791,0.0435083,0.706324,0.24519,0.94346,0.268537,0.947753
8559,465.289,2,6.66969,24.7011,11.9908,1.54929,0.0434779,0.707424,0.245363,0.942201,0.268469,0.946905
8560,468.884,2,6.66156,24.7003,11.9949,1.54839,0.0435314,0.708651,0.245407,0.944246,0.268435,0.94694
8561,461.166,2,6.65899,24.6962,11.9989,1.54644,0.0435881,0.709086,0.245374,0.945763,0.268524,0.945517
8562,456.687,2,6.65471,24.6903,12.0186,1.54459,0.0435727,0.709766,0.245362,0.946194,0.26853,0.946016
8563,468.413,2,6.65653,24.6926,12.0453,1.54265,0.0436859,0.709466,0.245309,0.947824,0.268566,0.945916
8564,461.043,2,6.66325,24.692,12.055,1.54134,0.0437642,0.708407,0.245328,0.94807,0.268087,0.944897
8565,462.39,2,6.6717,24.6839,12.0675,1.54101,0.0437712,0.707136,0.245493,0.948277,0.267713,0.944663
8566,464.239,2,6.67921,24.6788,12.0842,1.5429,0.0436575,0.706049,0.245498,0.948388,0.267504,0.945112
8567,465.239,2,6.67874,24.6674,12.1085,1.54181,0.0437012,0.706042,0.245486,0.948432,0.267436,0.94643
8568,464.198,2,6.67838,24.6545,12.1338,1.54295,0.0436039,0.705903,0.245465,0.950197,0.26739,0.945804
8569,457.17,2,6.67642,24.6295,12.1555,1.54425,0.0435095,0.706132,0.245219,0.950901,0.267136,0.94375
8570,457.773,2,6.6695,24.6017,12.1895,1.54331,0.0434895,0.7071,0.2451,0.951718,0.267279,0.942463
8571,462.499,2,6.66513,24.5818,12.2122,1.54447,0.0433457,0.707761,0.245178,0.951837,0.267805,0.942037
8572,458.583,2,6.66477,24.5715,12.2468,1.54459,0.043263,0.707715,0.245146,0.953028,0.267872,0.94094
8573,458.342,2,6.67124,24.5714,12.2751,1.54424,0.0431934,0.70667,0.245016,0.952581,0.268384,0.940982
8574,456.941,2,6.67251,24.5699,12.3042,1.54322,0.0431068,0.706351,0.24505,0.953153,0.268659,0.94159
8575,464.95,2,6.67864,24.5582,12.3286,1.54416,0.043107,0.705351,0.244893,0.953431,0.268606,0.940334
8576,470.796,2,6.68237,24.5418,12.3531,1.54532,0.0431628,0.704588,0.244661,0.95384,0.268722,0.938631
8577,467.635,2,6.68291,24.5287,12.357,1.54568,0.0431527,0.704459,0.244682,0.954238,0.269076,0.938368
8578,464.288,2,6.68291,24.5194,12.3475,1.5472,0.0430757,0.704557,0.24466,0.953963,0.269196,0.93786
8579,471.857,2,6.68255,24.5248,12.335,1.5472,0.0431755,0.704617,0.244587,0.953961,0.269258,0.93808
8580,456.901,2,6.68115,24.5355,12.3348,1.54539,0.0431641,0.704779,0.244388,0.95306,0.269818,0.938884
