iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,682.602,1,13.5086,26.1537,35.8481,6.55784,1,0.3,1,1,1,1
2,634.743,1,13.4338,23.5229,25.7156,8.87578,1.0607,0.217275,0.275961,0.864482,0.591814,0.927805
3,581.969,1,13.839,19.8226,28.1381,8.21774,1.39542,0.153834,0.252616,0.879393,0.414354,0.887415
4,551.789,1,13.626,16.4328,27.6524,10.2966,1.35662,0.129732,0.237827,0.781959,0.379906,0.850935
5,526.836,1,13.4397,16.3815,26.8797,10.2803,1.26791,0.110232,0.251006,0.788294,0.345344,0.780054
6,512.922,1,13.5504,15.1304,26.3499,10.4981,1.46813,0.0917528,0.263008,0.729242,0.304488,0.808269
7,507.28,1,13.5771,15.5151,26.3762,9.64131,1.47757,0.0831455,0.257577,0.79303,0.28787,0.899819
8,500.046,1,13.5958,16.3245,27.1231,10.3758,1.39003,0.0816734,0.261429,0.706833,0.319019,0.903516
9,497.711,1,13.5374,15.5503,27.1619,10.5396,1.38995,0.079367,0.260315,0.710004,0.325997,0.887303
10,507.797,1,13.4451,14.5866,26.9756,9.13994,1.42379,0.0813474,0.260222,0.835726,0.299933,0.949446
11,514.23,1,13.3223,17.4843,27.2323,10.7857,1.47951,0.0786309,0.260213,0.956882,0.312965,0.98015
12,495.108,1,13.3896,17.4815,27.0824,12.2322,1.36179,0.0725532,0.258619,0.832631,0.313616,0.998414
13,486.811,1,13.5025,17.0741,26.8742,11.1089,1.47957,0.0585393,0.263904,0.837899,0.323794,1.02822
14,487.364,1,13.4735,16.7472,26.7401,11.5853,1.58155,0.0523479,0.258943,0.858694,0.306146,1.12507
15,479.293,1,13.4296,16.0675,27.1503,10.4666,1.52013,0.0515454,0.258053,0.869143,0.298323,1.04632
16,467.993,1,13.4949,17.3672,26.9136,11.0814,1.34683,0.0535681,0.263867,0.853483,0.306642,0.982626
17,466.806,1,13.4742,15.0756,27.0419,10.2295,1.39187,0.0520933,0.256162,0.835882,0.32531,0.897925
18,462.475,1,13.5249,14.6705,26.7723,10.4738,1.42018,0.0475866,0.259841,0.872569,0.314738,0.881496
19,461.611,1,13.5562,14.1054,26.4519,10.2873,1.43915,0.0443551,0.256539,0.83613,0.311545,1.01802
20,475.562,1,13.5661,14.8427,26.8001,11.1439,1.39689,0.054133,0.263474,0.901429,0.307719,1.0422
21,474.849,1,13.5589,15.8377,26.8253,11.0908,1.44731,0.0521054,0.264651,0.902865,0.298665,1.01206
22,477.264,1,13.5057,14.7983,26.3364,11.1499,1.44736,0.0542641,0.271313,0.896424,0.285221,0.988108
23,478.484,1,13.5156,15.921,26.216,11.2417,1.48224,0.0541771,0.260003,0.879739,0.286603,1.01954
24,472.799,1,13.622,16.2913,25.9823,9.59725,1.51954,0.0489962,0.260326,0.906719,0.304701,0.898652
25,478.899,1,13.5088,15.5942,26.4806,10.2601,1.60572,0.0504787,0.255895,0.910924,0.293684,0.879147
26,483.237,1,13.4875,15.4935,26.3634,10.3651,1.65091,0.0500327,0.262034,0.861963,0.308332,0.903989
27,483.302,1,13.4348,15.4676,26.155,10.9758,1.70796,0.0447779,0.260501,0.840777,0.324606,0.970869
28,483.886,1,13.4005,14.9983,26.8662,11.2302,1.66825,0.0452521,0.261744,0.823496,0.318421,1.09697
29,479.522,1,13.5603,16.5116,26.1261,13.9426,1.72362,0.041709,0.263635,0.792076,0.292388,1.10503
30,475.1,1,13.5167,16.5877,26.1593,13.6959,1.56734,0.0500814,0.254643,0.741915,0.296871,1.06102
31,470.441,1,13.4941,17.9109,25.8329,12.4779,1.5064,0.0523884,0.25885,0.668023,0.290118,1.05628
32,467.804,1,13.3704,18.4684,25.0995,11.6346,1.39184,0.059334,0.249505,0.67414,0.283183,0.947803
33,465.443,1,13.5905,19.4286,25.3677,11.268,1.47189,0.055964,0.251677,0.692505,0.260207,0.915127
34,463.383,1,13.5912,18.0711,25.8533,10.4774,1.47188,0.0555685,0.257775,0.667251,0.27636,0.833151
35,470.524,1,13.6326,19.622,25.3084,11.5468,1.58405,0.0506255,0.273832,0.72299,0.282106,0.853737
36,469.514,1,13.4973,20.2151,25.0433,11.7404,1.60137,0.0465032,0.257302,0.84152,0.275954,0.885095
37,458.452,1,13.4882,21.8548,25.5722,12.0187,1.50446,0.0446761,0.260669,0.759277,0.289022,0.88908
38,461.764,1,13.3692,18.6207,25.1951,13.7699,1.48097,0.0458182,0.25535,0.83255,0.320169,0.824699
39,464.644,1,13.3676,18.9204,24.9696,13.334,1.48103,0.0475933,0.257594,0.860466,0.307458,0.823546
40,461.718,1,13.467,23.174,25.1077,13.0149,1.54757,0.0442946,0.267553,0.801205,0.310586,0.77545
41,464.307,1,13.3993,20.0363,25.0243,12.9097,1.57799,0.0424381,0.265772,0.830182,0.337578,0.747545
42,458.275,1,13.4884,20.2453,24.6434,13.2771,1.61613,0.0344381,0.270706,0.869299,0.334698,0.754775
43,453.313,1,13.5239,19.7005,24.7061,12.9168,1.54688,0.0363337,0.263799,0.882463,0.331048,0.734527
44,460.01,1,13.5918,18.5021,24.3919,12.6484,1.63673,0.0325558,0.267652,0.94519,0.320917,0.800609
45,458.794,1,13.5179,21.6766,24.0821,12.5801,1.72946,0.0286758,0.264138,0.859135,0.31083,0.80608
46,462.567,1,13.4331,20.2832,24.275,13.4408,1.81716,0.0246801,0.258241,0.838544,0.336881,0.803878
47,454.071,1,13.4763,19.8808,24.8771,13.2631,1.75873,0.0260612,0.258937,0.810685,0.315586,0.748313
48,455.057,1,13.3971,19.3419,25.2939,13.7546,1.72709,0.0286947,0.256096,0.748463,0.320844,0.819844
49,457.431,1,13.4264,19.5337,25.2436,13.3857,1.68632,0.0318614,0.254493,0.79514,0.331061,0.80108
50,462.107,1,13.4844,18.603,25.3216,10.7312,1.72966,0.0337566,0.260731,0.850898,0.327483,0.708789
51,462.9,1,13.6969,18.09,25.6303,11.9096,1.87532,0.0234904,0.269132,0.912917,0.310427,0.692917
52,459.176,1,13.6361,18.0827,24.9263,11.8166,1.79857,0.0212223,0.269619,0.947355,0.328926,0.743949
53,455.918,1,13.5846,19.4828,25.0764,11.745,1.74089,0.0254658,0.26428,0.929578,0.325447,0.711093
54,455.993,1,13.5377,19.173,25.0361,12.0863,1.71775,0.0280787,0.267983,0.870687,0.320129,0.734494
55,452.857,1,13.5544,19.9918,24.6562,12.4947,1.62781,0.0292457,0.268172,0.960842,0.306148,0.767317
56,450.943,1,13.5455,20.5874,25.0692,11.7824,1.57198,0.0321831,0.261834,0.935888,0.298677,0.804003
57,452.67,1,13.5168,19.5226,25.0564,12.1337,1.65514,0.0292198,0.264759,0.913483,0.306526,0.752502
58,451.26,1,13.5499,18.6963,25.3107,12.5455,1.62723,0.0309574,0.263846,0.83821,0.311346,0.780164
59,459.428,1,13.5327,17.7554,25.4938,12.1125,1.73896,0.0290783,0.253709,0.930866,0.307988,0.762423
60,458.23,1,13.5067,16.1957,25.6285,12.5723,1.6663,0.0315258,0.253101,0.990762,0.303879,0.773579
61,463.37,1,13.5358,14.4671,25.4114,13.4109,1.66634,0.0323939,0.259692,1.10024,0.32068,0.732842
