Cl_pop,1,0.20553,-0.95552,0.015507,-0.00686,-0.018745,-0.008368,0.015173,-0.00068917,0.002156,-0.01021,0.0044541,-0.0063299
beta_Cl_logtWTKG,0.20553,1,-0.19477,0.016618,-0.0093533,-0.01785,-0.035763,-0.0063345,-0.010778,0.007366,-0.0022722,-0.002869,0.015844
beta_Cl_tSCRMGDL,-0.95552,-0.19477,1,-0.010234,0.0063925,0.011078,0.0041485,-0.014729,-0.0057139,0.0043119,0.010726,-0.0015949,0.010428
V1_pop,0.015507,0.016618,-0.010234,1,-0.028707,-0.16322,-0.14153,-0.015537,0.02178,-0.027499,0.14051,-0.061995,0.11106
beta_Q_logtWTKG,-0.00686,-0.0093533,0.0063925,-0.028707,1,0.1003,0.081119,-0.0059167,0.0070369,0.077181,0.0073635,-0.075942,0.030324
V2_pop,-0.018745,-0.01785,0.011078,-0.16322,0.1003,1,0.11372,-0.002806,0.00064119,0.1039,-0.13174,0.0080637,-0.12991
beta_V2_logtWTKG,-0.008368,-0.035763,0.0041485,-0.14153,0.081119,0.11372,1,0.0093995,0.041596,-0.027556,-0.14125,0.13951,-0.16239
omega_Cl,0.015173,-0.0063345,-0.014729,-0.015537,-0.0059167,-0.002806,0.0093995,1,0.0079066,0.0040657,-0.022828,0.019392,-0.050711
omega_V1,-0.00068917,-0.010778,-0.0057139,0.02178,0.0070369,0.00064119,0.041596,0.0079066,1,-0.29181,-0.1412,0.035295,-0.1591
omega_Q,0.002156,0.007366,0.0043119,-0.027499,0.077181,0.1039,-0.027556,0.0040657,-0.29181,1,0.034025,0.020609,0.028958
omega_V2,-0.01021,-0.0022722,0.010726,0.14051,0.0073635,-0.13174,-0.14125,-0.022828,-0.1412,0.034025,1,-0.067453,0.15224
a,0.0044541,-0.002869,-0.0015949,-0.061995,-0.075942,0.0080637,0.13951,0.019392,0.035295,0.020609,-0.067453,1,-0.52986
b,-0.0063299,0.015844,0.010428,0.11106,0.030324,-0.12991,-0.16239,-0.050711,-0.1591,0.028958,0.15224,-0.52986,1
