parameter,value
Cl_pop,13.4736031322546
V1_pop,23.5708505512485
beta_V1_SEXF_1,-0.028814117372872
beta_V1_logtCLCRMLMIN,-1.54031890754104
Q_pop,23.4
beta_Q_LMP_1,0.917955070828399
beta_Q_logtAGEA,1.45445530760987
beta_Q_logtALBGDL,17.7441588766261
beta_Q_logtPROGDL,-17.5564712074238
V2_pop,3.3010384254722
beta_V2_SEXF_1,4.25476480709562
beta_V2_logtHCM,32.1037593833453
omega_Cl,0.256881116299475
omega_V1,0.159742220083987
omega_Q,5.93898071203507e-8
omega_V2,6.10278742034794e-8
a,1.44699957518521
b,0.0406405490170854
