parameter,value
Cl_pop,20.0422930784263
beta_Cl_LMP_1,0.232261275859623
beta_Cl_logtWTKG,1.23070715889778
beta_Cl_tSCRMGDL,-0.440844035178507
V1_pop,11.4218420370264
beta_V1_logtPROGDL,-1.78437124998334
beta_V1_tSCRMGDL,0.617681763433389
Q_pop,23.4
beta_Q_logtIMCKGM2,4.4219736125671
V2_pop,9.07763707574326
beta_V2_SEXF_1,1.0656765392016
beta_V2_logtPROGDL,-1.43096390212121
omega_Cl,0.159842576725624
omega_V1,0.210547038396048
omega_Q,0.742173912509264
omega_V2,0.487818793812844
a,1.50925118980466
b,0.0374864692006016
