Cl_pop,0.8391,0.066541,-0.095849,-0.13445,-5.3105e-5,-0.00098936,-0.0055698,0.002193,0.0040347,2.2326e-5
V1_pop,0.066541,8.0188,-18.646,-1.9798,0.00087998,-6.1861e-5,-0.13246,0.10756,-0.023545,-0.0024445
Q_pop,-0.095849,-18.646,132.29,1.2648,-0.00071774,-0.040773,-0.06416,-0.34368,0.20819,0.020005
V2_pop,-0.13445,-1.9798,1.2648,15.291,-0.0041975,-0.010001,0.58372,-0.065529,-0.14434,0.0018891
omega_Cl,-5.3105e-5,0.00087998,-0.00071774,-0.0041975,0.0023215,-4.4751e-5,-0.00026253,-8.9049e-5,0.00031299,-1.9866e-5
omega_V1,-0.00098936,-6.1861e-5,-0.040773,-0.010001,-4.4751e-5,0.0072638,-0.010912,-0.0050816,0.0024123,-0.00025902
omega_Q,-0.0055698,-0.13246,-0.06416,0.58372,-0.00026253,-0.010912,0.18058,0.015039,-0.029895,0.0014499
omega_V2,0.002193,0.10756,-0.34368,-0.065529,-8.9049e-5,-0.0050816,0.015039,0.060293,-0.013062,0.00080045
a,0.0040347,-0.023545,0.20819,-0.14434,0.00031299,0.0024123,-0.029895,-0.013062,0.078148,-0.0025663
b,2.2326e-5,-0.0024445,0.020005,0.0018891,-1.9866e-5,-0.00025902,0.0014499,0.00080045,-0.0025663,0.00025077
