parameter,value
Cl_pop,20.5394241931272
beta_Cl_tSCRMGDL,-0.408613013195211
V1_pop,37.7445825171773
beta_V1_tSCRMGDL,-0.332100565863414
Q_pop,23.4
beta_Q_LLP_1,-2.79824752867077
V2_pop,20.9651795180896
beta_V2_logtWTKG,-8.9522795478956
omega_Cl,0.225084604842082
omega_V1,0.189715049687855
omega_Q,1.69315666383872
omega_V2,3.96526921052992e-8
a,1.32329416183037
b,0.0663184175148603
