parameter,value,se_lin,rse_lin
Cl_pop,20.6568016979623,4.03919579565863,19.5538295556039
beta_Cl_tSCRMGDL,-0.415450848405264,0.18239829899857,43.9037011715629
V1_pop,24.0923228082174,2.16908435125528,9.00321803141145
Q_pop,23.4,,
V2_pop,12.5524808442345,2.9742773039549,23.6947368481428
omega_Cl,0.223442705106136,0.0426287308114377,19.0781483741834
omega_V1,0.307650667451234,0.0708618908540695,23.0332316328558
omega_Q,0.829655391628986,0.242759747504208,29.2603109620685
omega_V2,0.824750016443098,0.191304282000285,23.1954262729601
a,1.87405177376089,0.221089312453274,11.7973961845028
